customer_id,total_transactions,purchase_count,days_as_customer,days_since_last_purchase,total_spent
CUST-ACT-02090,112,112,469,156,52404.77
CUST-ACT-02091,74,74,186,139,64520.03
CUST-ACT-02092,42,42,362,141,20426.37
CUST-ACT-02093,23,23,763,169,15209.15
CUST-ACT-02094,20,20,422,56,20530.53
CUST-ACT-02095,49,49,829,30,698.18
CUST-ACT-02096,18,18,498,170,68946.56
CUST-ACT-02097,115,115,831,24,36123.08
CUST-ACT-02098,117,117,137,56,61559.76
CUST-ACT-02099,71,71,175,41,29961.43
CUST-ACT-02100,13,13,779,32,61408.42
CUST-ACT-02101,81,81,475,173,39732.62
CUST-ACT-02102,100,100,206,58,69956.79
CUST-ACT-02103,78,78,502,17,42336.23
CUST-ACT-02104,103,103,822,12,38131.73
CUST-ACT-02105,134,134,103,28,59802.82
CUST-ACT-02106,30,30,205,95,28797.58
CUST-ACT-02107,98,98,340,151,18251.11
CUST-ACT-02108,145,145,62,118,62323.72
CUST-ACT-02109,68,68,128,38,64191.54
CUST-ACT-02110,133,133,66,39,71084.6
CUST-ACT-02111,96,96,184,16,67779.87
CUST-ACT-02112,42,42,346,79,58985.84
CUST-ACT-02113,126,126,210,22,73634.63
CUST-ACT-02114,7,7,804,47,38529.93
CUST-ACT-02115,84,84,322,34,34886.2
CUST-ACT-02116,20,20,641,126,23399.49
CUST-ACT-02117,39,39,847,53,66663.14
CUST-ACT-02118,102,102,883,8,57956.11
CUST-ACT-02119,7,7,528,39,56805.42
CUST-ACT-02120,22,22,919,1,51542.69
CUST-ACT-02121,119,119,854,36,20228.56
CUST-ACT-02122,93,93,839,65,16123.99
CUST-ACT-02123,98,98,332,100,50683.8
CUST-ACT-02124,21,21,613,86,74016.2
CUST-ACT-02125,126,126,388,98,33448.0
CUST-ACT-02126,58,58,659,84,19390.77
CUST-ACT-02127,116,116,961,81,22581.57
CUST-ACT-02128,92,92,914,174,23273.3
CUST-ACT-02129,81,81,492,84,17864.63
CUST-ACT-02130,55,55,690,2,921.19
CUST-ACT-02131,29,29,124,66,53621.18
CUST-ACT-02132,130,130,697,18,65143.54
CUST-ACT-02133,36,36,686,71,54187.54
CUST-ACT-02134,72,72,201,66,57377.14
CUST-ACT-02135,76,76,115,171,32519.26
CUST-ACT-02136,59,59,466,122,49487.8
CUST-ACT-02137,5,5,172,75,36846.22
CUST-ACT-02138,40,40,428,5,33766.13
CUST-ACT-02139,75,75,837,62,69754.84
CUST-ACT-02140,38,38,923,163,36862.9
CUST-ACT-02141,64,64,156,9,40778.15
CUST-ACT-02142,77,77,198,124,12164.61
CUST-ACT-02143,6,6,844,116,27329.08
CUST-ACT-02144,42,42,277,147,60595.62
CUST-ACT-02145,81,81,313,2,35736.4
CUST-ACT-02146,113,113,101,14,16825.76
CUST-ACT-02147,126,126,263,134,38159.87
CUST-ACT-02148,26,26,990,137,35958.21
CUST-ACT-02149,87,87,936,68,52931.07
CUST-ACT-02150,37,37,747,138,56885.25
CUST-ACT-02151,147,147,724,56,45030.9
CUST-ACT-02152,11,11,39,90,51704.87
CUST-ACT-02153,144,144,828,90,30259.09
CUST-ACT-02154,40,40,226,114,68137.88
CUST-ACT-02155,121,121,410,20,17197.73
CUST-ACT-02156,132,132,499,60,51570.67
CUST-ACT-02157,81,81,252,142,58024.66
CUST-ACT-02158,107,107,275,29,28091.46
CUST-ACT-02159,109,109,618,22,68381.28
CUST-ACT-02160,142,142,766,164,54478.28
CUST-ACT-02161,109,109,928,174,38064.96
CUST-ACT-02162,27,27,156,127,72696.03
CUST-ACT-02163,148,148,556,42,23287.49
CUST-ACT-02164,9,9,385,134,39304.19
CUST-ACT-02165,109,109,503,129,16093.72
CUST-ACT-02166,43,43,575,1,40381.06
CUST-ACT-02167,37,37,522,89,28577.18
CUST-ACT-02168,100,100,632,158,49994.13
CUST-ACT-02169,128,128,804,1,29248.13
CUST-ACT-02170,86,86,804,17,57635.69
CUST-ACT-02171,50,50,909,42,37704.68
CUST-ACT-02172,28,28,139,84,63023.43
CUST-ACT-02173,145,145,674,154,25018.37
CUST-ACT-02174,113,113,199,21,15851.96
CUST-ACT-02175,145,145,143,37,61899.76
CUST-ACT-02176,41,41,684,31,65936.13
CUST-ACT-02177,115,115,971,12,59986.67
CUST-ACT-02178,20,20,401,25,23000.34
CUST-ACT-02179,84,84,392,70,16545.03
CUST-ACT-02180,30,30,559,176,41320.7
CUST-ACT-02181,80,80,776,37,26496.82
CUST-ACT-02182,42,42,417,28,47958.59
CUST-ACT-02183,128,128,544,90,70491.24
CUST-ACT-02184,69,69,638,159,51646.46
CUST-ACT-02185,44,44,110,50,20244.84
CUST-ACT-02186,10,10,765,174,19496.54
CUST-ACT-02187,49,49,685,163,62963.41
CUST-ACT-02188,80,80,558,70,34125.64
CUST-ACT-02189,57,57,890,88,55068.72
CUST-ACT-02190,110,110,726,174,27805.58
CUST-ACT-02191,103,103,484,104,27474.56
CUST-ACT-02192,15,15,433,130,37113.37
CUST-ACT-02193,102,102,716,65,60533.62
CUST-ACT-02194,3,3,268,105,65935.82
CUST-ACT-02195,89,89,613,51,2172.01
CUST-ACT-02196,40,40,102,26,29165.34
CUST-ACT-02197,19,19,539,118,16737.31
CUST-ACT-02198,90,90,286,9,39431.85
CUST-ACT-02199,64,64,969,3,67245.44
CUST-ACT-02200,90,90,143,60,66335.88
CUST-ACT-02201,1,1,325,163,57992.73
CUST-ACT-02202,140,140,72,58,53831.99
CUST-ACT-02203,76,76,485,78,52185.06
CUST-ACT-02204,28,28,259,170,74448.78
CUST-ACT-02205,147,147,131,77,54568.73
CUST-ACT-02206,134,134,135,67,55347.65
CUST-ACT-02207,11,11,785,41,54405.56
CUST-ACT-02208,98,98,87,84,51151.32
CUST-ACT-02209,44,44,445,16,23999.25
CUST-ACT-02210,54,54,939,18,22604.14
CUST-ACT-02211,22,22,650,30,8848.86
CUST-ACT-02212,119,119,346,72,70422.72
CUST-ACT-02213,56,56,330,55,4897.68
CUST-ACT-02214,77,77,751,66,11951.6
CUST-ACT-02215,52,52,599,142,53735.32
CUST-ACT-02216,66,66,405,165,7581.02
CUST-ACT-02217,114,114,332,91,58353.52
CUST-ACT-02218,105,105,176,78,19318.04
CUST-ACT-02219,6,6,761,9,47254.28
CUST-ACT-02220,97,97,500,12,25145.8
CUST-ACT-02221,70,70,925,82,20718.45
CUST-ACT-02222,18,18,313,157,2976.88
CUST-ACT-02223,11,11,610,177,42228.68
CUST-ACT-02224,47,47,454,33,752.75
CUST-ACT-02225,112,112,94,37,66753.46
CUST-ACT-02226,38,38,664,131,49437.76
CUST-ACT-02227,100,100,613,115,61913.87
CUST-ACT-02228,101,101,553,145,60328.8
CUST-ACT-02229,99,99,137,122,8916.22
CUST-ACT-02230,43,43,502,17,47230.63
CUST-ACT-02231,120,120,665,139,62422.34
CUST-ACT-02232,74,74,47,41,7416.33
CUST-ACT-02233,126,126,149,154,66261.26
CUST-ACT-02234,80,80,682,26,20245.59
CUST-ACT-02235,45,45,344,55,48758.55
CUST-ACT-02236,88,88,117,83,27115.16
CUST-ACT-02237,38,38,550,119,49731.6
CUST-ACT-02238,78,78,647,130,67095.53
CUST-ACT-02239,48,48,766,50,38824.17
CUST-ACT-02240,5,5,490,96,58630.97
CUST-ACT-02241,50,50,101,159,29378.59
CUST-ACT-02242,5,5,245,146,74473.11
CUST-ACT-02243,6,6,656,154,61996.31
CUST-ACT-02244,5,5,589,1,55248.49
CUST-ACT-02245,56,56,824,104,6738.32
CUST-ACT-02246,105,105,627,101,18776.18
CUST-ACT-02247,29,29,585,61,11198.1
CUST-ACT-02248,119,119,245,98,46208.58
CUST-ACT-02249,15,15,730,68,19774.95
CUST-ACT-02250,23,23,373,129,63166.14
CUST-ACT-02251,135,135,623,69,39449.32
CUST-ACT-02252,51,51,829,33,16599.92
CUST-ACT-02253,138,138,976,21,30092.53
CUST-ACT-02254,3,3,342,42,72930.58
CUST-ACT-02255,37,37,430,158,2204.06
CUST-ACT-02256,2,2,919,3,22396.78
CUST-ACT-02257,140,140,239,45,54754.15
CUST-ACT-02258,38,38,546,171,52921.48
CUST-ACT-02259,23,23,866,90,32434.15
CUST-ACT-02260,128,128,170,70,18336.77
CUST-ACT-02261,47,47,984,52,32894.44
CUST-ACT-02262,63,63,416,79,68375.16
CUST-ACT-02263,133,133,44,59,2060.08
CUST-ACT-02264,80,80,34,106,58834.4
CUST-ACT-02265,22,22,128,101,72072.03
CUST-ACT-02266,48,48,216,146,56513.07
CUST-ACT-02267,149,149,649,138,40972.75
CUST-ACT-02268,21,21,290,172,20580.66
CUST-ACT-02269,45,45,686,153,27509.52
CUST-ACT-02270,20,20,261,172,59720.19
CUST-ACT-02271,53,53,718,76,45118.27
CUST-ACT-02272,120,120,97,120,60257.79
CUST-ACT-02273,92,92,459,27,51334.91
CUST-ACT-02274,84,84,444,46,2033.25
CUST-ACT-02275,73,73,467,53,72307.57
CUST-ACT-02276,43,43,266,62,45807.04
CUST-ACT-02277,95,95,287,73,57465.37
CUST-ACT-02278,75,75,789,39,24536.59
CUST-ACT-02279,53,53,185,104,6215.19
CUST-ACT-02280,115,115,505,53,45099.58
CUST-ACT-02281,67,67,248,17,15116.8
CUST-ACT-02282,54,54,66,3,70426.13
CUST-ACT-02283,46,46,302,104,58317.71
CUST-ACT-02284,34,34,353,119,59331.13
CUST-ACT-02285,57,57,779,110,65739.97
CUST-ACT-02286,143,143,829,115,25709.38
CUST-ACT-02287,146,146,400,24,6564.68
CUST-ACT-02288,80,80,605,37,20238.91
CUST-ACT-02289,149,149,572,109,65677.42
CUST-ACT-02290,108,108,225,165,33957.52
CUST-ACT-02291,31,31,372,124,69595.63
CUST-ACT-02292,34,34,663,168,62590.31
CUST-ACT-02293,41,41,612,61,57729.84
CUST-ACT-02294,76,76,431,116,61544.44
CUST-ACT-02295,132,132,205,134,68273.25
CUST-ACT-02296,21,21,58,172,68663.13
CUST-ACT-02297,58,58,796,160,50584.83
CUST-ACT-02298,67,67,754,155,35981.72
CUST-ACT-02299,58,58,938,89,22451.05
CUST-ACT-02300,69,69,707,63,25688.85
CUST-ACT-02301,133,133,913,26,57609.34
CUST-ACT-02302,141,141,927,119,53740.42
CUST-ACT-02303,15,15,607,1,7489.35
CUST-ACT-02304,4,4,452,7,56413.65
CUST-ACT-02305,117,117,811,87,21854.02
CUST-ACT-02306,37,37,126,37,3517.08
CUST-ACT-02307,28,28,211,106,22435.57
CUST-ACT-02308,147,147,293,165,60175.7
CUST-ACT-02309,26,26,401,24,18959.21
CUST-ACT-02310,132,132,557,104,16467.65
CUST-ACT-02311,93,93,361,80,71517.99
CUST-ACT-02312,63,63,723,108,24465.87
CUST-ACT-02313,26,26,276,113,4959.57
CUST-ACT-02314,77,77,308,148,74175.21
CUST-ACT-02315,47,47,708,101,64660.73
CUST-ACT-02316,7,7,628,175,23277.9
CUST-ACT-02317,61,61,823,134,67873.93
CUST-ACT-02318,136,136,648,133,41886.0
CUST-ACT-02319,66,66,872,10,35081.04
CUST-ACT-02320,48,48,343,31,12330.43
CUST-ACT-02321,114,114,538,39,23071.87
CUST-ACT-02322,85,85,697,147,38666.95
CUST-ACT-02323,147,147,464,168,22693.15
CUST-ACT-02324,115,115,388,121,28617.76
CUST-ACT-02325,144,144,716,61,73581.12
CUST-ACT-02326,100,100,567,130,41911.38
CUST-ACT-02327,127,127,344,74,22320.61
CUST-ACT-02328,65,65,866,162,35803.68
CUST-ACT-02329,115,115,750,15,1892.06
CUST-ACT-02330,129,129,176,59,38220.35
CUST-ACT-02331,93,93,669,3,58478.49
CUST-ACT-02332,141,141,257,168,33544.86
CUST-ACT-02333,98,98,102,22,41567.78
CUST-ACT-02334,104,104,194,118,73035.18
CUST-ACT-02335,149,149,360,161,73167.46
CUST-ACT-02336,77,77,332,9,65228.15
CUST-ACT-02337,67,67,294,20,31467.64
CUST-ACT-02338,129,129,193,117,8614.02
CUST-ACT-02339,28,28,759,131,49322.79
CUST-ACT-02340,140,140,49,82,37734.21
CUST-ACT-02341,133,133,320,22,22023.3
CUST-ACT-02342,113,113,428,133,13552.14
CUST-ACT-02343,133,133,178,15,10143.88
CUST-ACT-02344,120,120,831,51,59891.57
CUST-ACT-02345,119,119,688,169,3645.58
CUST-ACT-02346,29,29,798,53,34078.15
CUST-ACT-02347,75,75,827,99,22039.88
CUST-ACT-02348,99,99,735,17,31102.59
CUST-ACT-02349,124,124,251,47,19221.02
CUST-ACT-02350,118,118,963,16,33573.35
CUST-ACT-02351,31,31,58,73,41798.0
CUST-ACT-02352,10,10,519,96,67532.24
CUST-ACT-02353,4,4,779,110,52223.79
CUST-ACT-02354,83,83,692,164,3726.93
CUST-ACT-02355,47,47,135,145,2646.57
CUST-ACT-02356,128,128,582,134,69532.67
CUST-ACT-02357,59,59,564,140,16850.42
CUST-ACT-02358,20,20,372,57,61298.26
CUST-ACT-02359,140,140,54,41,43931.21
CUST-ACT-02360,66,66,486,157,31344.9
CUST-ACT-02361,31,31,721,19,62110.64
CUST-ACT-02362,128,128,117,95,70212.47
CUST-ACT-02363,23,23,267,41,21868.27
CUST-ACT-02364,127,127,948,160,9819.11
CUST-ACT-02365,95,95,802,174,70050.12
CUST-ACT-02366,98,98,983,114,7622.43
CUST-ACT-02367,115,115,766,46,38438.99
CUST-ACT-02368,68,68,477,79,68258.07
CUST-ACT-02369,96,96,749,3,37888.27
CUST-ACT-02370,40,40,299,115,62842.51
CUST-ACT-02371,11,11,360,150,58876.27
CUST-ACT-02372,64,64,714,98,47164.86
CUST-ACT-02373,144,144,153,145,15043.02
CUST-ACT-02374,125,125,304,136,39227.28
CUST-ACT-02375,38,38,831,94,54420.25
CUST-ACT-02376,74,74,969,113,74542.3
CUST-ACT-02377,2,2,77,69,69231.71
CUST-ACT-02378,138,138,421,143,13665.42
CUST-ACT-02379,53,53,895,2,47919.35
CUST-ACT-02380,115,115,243,3,66561.39
CUST-ACT-02381,138,138,387,29,74234.49
CUST-ACT-02382,30,30,208,137,38613.75
CUST-ACT-02383,16,16,635,109,2096.82
CUST-ACT-02384,122,122,312,25,65951.07
CUST-ACT-02385,41,41,761,43,1601.24
CUST-ACT-02386,64,64,584,142,28168.71
CUST-ACT-02387,141,141,901,77,60285.91
CUST-ACT-02388,96,96,642,46,29387.6
CUST-ACT-02389,137,137,95,59,11445.54
CUST-ACT-02390,76,76,46,31,2528.37
CUST-ACT-02391,22,22,486,37,61567.77
CUST-ACT-02392,110,110,794,18,34719.48
CUST-ACT-02393,19,19,48,32,62535.7
CUST-ACT-02394,48,48,710,72,56596.32
CUST-ACT-02395,72,72,777,157,47571.59
CUST-ACT-02396,141,141,596,9,55696.83
CUST-ACT-02397,94,94,442,172,74521.83
CUST-ACT-02398,28,28,350,84,47744.87
CUST-ACT-02399,91,91,751,165,40477.08
CUST-ACT-02400,127,127,40,38,73685.97
CUST-ACT-02401,33,33,722,13,27706.71
CUST-ACT-02402,139,139,98,47,70733.06
CUST-ACT-02403,106,106,152,44,59354.05
CUST-ACT-02404,137,137,266,107,42803.0
CUST-ACT-02405,15,15,64,131,3331.39
CUST-ACT-02406,107,107,687,94,4062.84
CUST-ACT-02407,103,103,166,34,32032.09
CUST-ACT-02408,60,60,214,19,10408.59
CUST-ACT-02409,98,98,964,100,17782.32
CUST-ACT-02410,47,47,841,123,4383.08
CUST-ACT-02411,99,99,764,14,42195.61
CUST-ACT-02412,128,128,526,21,8303.67
CUST-ACT-02413,136,136,511,158,9289.1
CUST-ACT-02414,92,92,613,133,40900.51
CUST-ACT-02415,30,30,727,43,55098.45
CUST-ACT-02416,44,44,477,97,67481.08
CUST-ACT-02417,84,84,952,151,37499.24
CUST-ACT-02418,111,111,92,173,22751.92
CUST-ACT-02419,26,26,35,108,54962.56
CUST-ACT-02420,46,46,741,131,38002.51
CUST-ACT-02421,119,119,391,11,52821.72
CUST-ACT-02422,141,141,943,136,22875.08
CUST-ACT-02423,1,1,744,129,59213.0
CUST-ACT-02424,73,73,164,40,10298.1
CUST-ACT-02425,141,141,847,110,44091.87
CUST-ACT-02426,74,74,550,133,31573.83
CUST-ACT-02427,99,99,937,157,65073.48
CUST-ACT-02428,130,130,282,32,47759.05
CUST-ACT-02429,43,43,206,91,63591.06
CUST-ACT-02430,91,91,514,13,6923.72
CUST-ACT-02431,134,134,243,141,30924.03
CUST-ACT-02432,129,129,880,38,68773.28
CUST-ACT-02433,113,113,660,47,3482.27
CUST-ACT-02434,75,75,170,65,70419.49
CUST-ACT-02435,43,43,788,53,53895.54
CUST-ACT-02436,99,99,776,46,62722.74
CUST-ACT-02437,127,127,764,150,67942.91
CUST-ACT-02438,45,45,757,153,58793.17
CUST-ACT-02439,141,141,555,48,48404.19
CUST-ACT-02440,8,8,297,83,70731.46
CUST-ACT-02441,148,148,592,13,37378.49
CUST-ACT-02442,41,41,774,54,57798.76
CUST-ACT-02443,138,138,902,85,17186.66
CUST-ACT-02444,64,64,384,21,1410.26
CUST-ACT-02445,132,132,249,173,68535.34
CUST-ACT-02446,137,137,523,94,27344.68
CUST-ACT-02447,123,123,332,12,9057.78
CUST-ACT-02448,82,82,897,57,63165.65
CUST-ACT-02449,64,64,829,7,825.51
CUST-ACT-02450,94,94,699,53,13255.54
CUST-ACT-02451,12,12,737,11,51345.68
CUST-ACT-02452,33,33,642,43,23302.37
CUST-ACT-02453,93,93,143,99,6928.1
CUST-ACT-02454,123,123,456,109,1574.36
CUST-ACT-02455,46,46,710,163,52024.85
CUST-ACT-02456,14,14,736,111,63947.04
CUST-ACT-02457,43,43,224,85,50788.48
CUST-ACT-02458,15,15,535,175,23302.43
CUST-ACT-02459,106,106,944,4,7331.83
CUST-ACT-02460,148,148,833,89,63252.02
CUST-ACT-02461,138,138,527,128,58978.84
CUST-ACT-02462,133,133,754,107,53197.09
CUST-ACT-02463,94,94,525,68,37931.06
CUST-ACT-02464,59,59,702,153,65592.35
CUST-ACT-02465,25,25,215,126,3847.23
CUST-ACT-02466,65,65,975,18,47350.78
CUST-ACT-02467,58,58,690,108,46363.22
CUST-ACT-02468,124,124,261,159,30041.69
CUST-ACT-02469,102,102,255,67,32254.68
CUST-ACT-02470,76,76,632,156,16404.0
CUST-ACT-02471,123,123,483,31,27506.06
CUST-ACT-02472,33,33,251,7,37945.64
CUST-ACT-02473,100,100,511,31,26106.69
CUST-ACT-02474,63,63,712,167,9702.66
CUST-ACT-02475,142,142,40,22,8650.07
CUST-ACT-02476,8,8,376,57,17068.52
CUST-ACT-02477,71,71,502,84,68280.29
CUST-ACT-02478,112,112,440,59,36447.01
CUST-ACT-02479,78,78,797,8,35543.56
CUST-ACT-02480,127,127,399,135,67857.92
CUST-ACT-02481,60,60,229,117,58093.51
CUST-ACT-02482,73,73,564,92,26754.3
CUST-ACT-02483,38,38,993,121,14635.48
CUST-ACT-02484,67,67,168,109,50737.31
CUST-ACT-02485,44,44,180,178,69772.55
CUST-ACT-02486,117,117,369,34,43517.61
CUST-ACT-02487,103,103,418,19,49824.89
CUST-ACT-02488,108,108,464,98,44220.08
CUST-ACT-02489,103,103,315,149,69349.2
CUST-ACT-02490,123,123,274,134,63735.5
CUST-ACT-02491,56,56,222,151,20061.66
CUST-ACT-02492,113,113,933,177,55114.8
CUST-ACT-02493,80,80,986,18,9375.25
CUST-ACT-02494,1,1,382,75,61707.25
CUST-ACT-02495,4,4,375,7,10891.43
CUST-ACT-02496,117,117,157,37,65259.89
CUST-ACT-02497,4,4,596,8,72881.7
CUST-ACT-02498,67,67,753,107,13893.34
CUST-ACT-02499,125,125,686,61,24826.96
CUST-ACT-02500,10,10,632,22,26127.75
CUST-ACT-02501,26,26,493,113,37066.12
CUST-ACT-02502,122,122,165,178,5554.51
CUST-ACT-02503,3,3,716,90,50555.36
CUST-ACT-02504,69,69,899,85,13194.47
CUST-ACT-02505,1,1,873,47,67246.31
CUST-ACT-02506,7,7,65,35,65393.5
CUST-ACT-02507,93,93,558,37,30809.25
CUST-ACT-02508,117,117,802,80,29337.65
CUST-ACT-02509,99,99,264,110,32391.21
CUST-ACT-02510,120,120,406,110,17459.98
CUST-ACT-02511,43,43,239,167,31354.07
CUST-ACT-02512,49,49,679,56,29308.35
CUST-ACT-02513,9,9,552,53,69442.27
CUST-ACT-02514,87,87,876,149,37180.36
CUST-ACT-02515,146,146,698,125,70392.85
CUST-ACT-02516,136,136,67,117,26487.4
CUST-ACT-02517,67,67,426,30,52976.87
CUST-ACT-02518,25,25,293,155,7112.79
CUST-ACT-02519,136,136,176,2,6199.75
CUST-ACT-02520,108,108,965,96,27894.77
CUST-ACT-02521,43,43,756,22,30666.88
CUST-ACT-02522,42,42,136,68,55126.97
CUST-ACT-02523,26,26,125,152,49452.56
CUST-ACT-02524,7,7,616,42,15593.36
CUST-ACT-02525,50,50,43,161,41682.49
CUST-ACT-02526,127,127,287,140,9869.36
CUST-ACT-02527,80,80,174,20,62549.44
CUST-ACT-02528,72,72,308,69,35575.87
CUST-ACT-02529,118,118,934,151,30021.34
CUST-ACT-02530,108,108,475,17,73065.0
CUST-ACT-02531,97,97,90,111,71554.64
CUST-ACT-02532,142,142,90,27,44903.59
CUST-ACT-02533,38,38,834,69,13823.05
CUST-ACT-02534,11,11,953,46,71063.95
CUST-ACT-02535,80,80,63,164,52091.92
CUST-ACT-02536,119,119,209,108,11045.72
CUST-ACT-02537,105,105,724,150,63640.97
CUST-ACT-02538,92,92,471,90,56152.72
CUST-ACT-02539,14,14,161,96,45698.37
CUST-ACT-02540,130,130,806,87,58401.9
CUST-ACT-02541,60,60,633,4,48018.21
CUST-ACT-02542,110,110,182,27,36152.18
CUST-ACT-02543,92,92,486,77,64943.3
CUST-ACT-02544,30,30,779,89,5688.09
CUST-ACT-02545,127,127,64,45,19689.57
CUST-ACT-02546,38,38,957,155,49715.78
CUST-ACT-02547,12,12,775,32,37318.63
CUST-ACT-02548,54,54,888,36,30046.34
CUST-ACT-02549,56,56,410,29,32080.47
CUST-ACT-02550,3,3,696,86,43585.83
CUST-ACT-02551,120,120,717,104,52246.76
CUST-ACT-02552,56,56,551,31,36761.09
CUST-ACT-02553,8,8,673,19,16732.75
CUST-ACT-02554,19,19,900,65,72833.42
CUST-ACT-02555,104,104,818,104,46415.25
CUST-ACT-02556,4,4,913,4,2811.17
CUST-ACT-02557,145,145,310,38,63455.24
CUST-ACT-02558,29,29,137,129,31486.59
CUST-ACT-02559,89,89,768,117,18347.43
CUST-ACT-02560,23,23,569,2,32278.53
CUST-ACT-02561,95,95,803,4,66548.05
CUST-ACT-02562,35,35,993,52,36505.48
CUST-ACT-02563,67,67,453,40,73295.89
CUST-ACT-02564,109,109,450,38,74831.09
CUST-ACT-02565,86,86,268,45,47158.9
CUST-ACT-02566,31,31,597,140,61326.12
CUST-ACT-02567,132,132,46,96,35776.4
CUST-ACT-02568,4,4,777,14,55806.05
CUST-ACT-02569,43,43,946,138,39072.92
CUST-ACT-02570,126,126,322,82,58659.26
CUST-ACT-02571,122,122,620,68,50942.12
CUST-ACT-02572,145,145,175,120,23309.84
CUST-ACT-02573,83,83,561,134,2024.1
CUST-ACT-02574,91,91,527,102,42894.89
CUST-ACT-02575,26,26,524,142,8504.32
CUST-ACT-02576,20,20,668,154,32884.32
CUST-ACT-02577,114,114,901,97,24856.72
CUST-ACT-02578,80,80,310,105,17721.99
CUST-ACT-02579,67,67,520,96,30700.3
CUST-ACT-02580,39,39,277,162,56788.94
CUST-ACT-02581,49,49,73,52,6022.29
CUST-ACT-02582,12,12,291,39,7053.92
CUST-ACT-02583,63,63,944,163,64607.54
CUST-ACT-02584,3,3,519,172,30251.04
CUST-ACT-02585,16,16,145,102,56670.11
CUST-ACT-02586,34,34,651,135,68405.23
CUST-ACT-02587,61,61,628,62,4483.68
CUST-ACT-02588,45,45,338,126,23119.54
CUST-ACT-02589,43,43,164,126,45061.04
CUST-ACT-02590,82,82,605,102,18402.2
CUST-ACT-02591,52,52,276,66,52140.35
CUST-ACT-02592,42,42,541,14,30802.67
CUST-ACT-02593,102,102,747,141,68485.5
CUST-ACT-02594,75,75,843,116,22567.75
CUST-ACT-02595,11,11,444,146,1133.2
CUST-ACT-02596,53,53,572,120,37332.07
CUST-ACT-02597,4,4,981,56,29528.91
CUST-ACT-02598,1,1,102,109,74738.5
CUST-ACT-02599,47,47,290,22,30674.83
CUST-ACT-02600,88,88,664,166,62981.28
CUST-ACT-02601,60,60,94,120,37248.38
CUST-ACT-02602,73,73,446,108,40013.75
CUST-ACT-02603,132,132,498,69,7663.98
CUST-ACT-02604,138,138,639,84,52399.24
CUST-ACT-02605,102,102,486,41,51222.24
CUST-ACT-02606,127,127,146,172,11877.63
CUST-ACT-02607,25,25,432,7,6817.18
CUST-ACT-02608,136,136,538,156,72690.03
CUST-ACT-02609,143,143,499,22,42401.98
CUST-ACT-02610,48,48,536,43,17145.64
CUST-ACT-02611,35,35,537,80,22267.34
CUST-ACT-02612,104,104,587,17,26991.57
CUST-ACT-02613,18,18,55,99,11730.69
CUST-ACT-02614,4,4,62,25,39430.69
CUST-ACT-02615,79,79,129,118,50178.03
CUST-ACT-02616,5,5,275,110,65188.03
CUST-ACT-02617,66,66,257,93,4404.36
CUST-ACT-02618,87,87,155,35,72843.65
CUST-ACT-02619,88,88,340,165,46289.29
CUST-ACT-02620,22,22,382,45,46450.88
CUST-ACT-02621,117,117,546,4,17687.66
CUST-ACT-02622,128,128,55,81,70505.25
CUST-ACT-02623,132,132,884,70,43858.47
CUST-ACT-02624,21,21,911,49,39696.07
CUST-ACT-02625,122,122,415,25,33516.41
CUST-ACT-02626,137,137,726,136,16664.15
CUST-ACT-02627,44,44,384,157,70550.48
CUST-ACT-02628,57,57,171,91,38185.83
CUST-ACT-02629,30,30,803,152,8564.73
CUST-ACT-02630,93,93,98,16,30153.56
CUST-ACT-02631,117,117,448,118,21380.2
CUST-ACT-02632,68,68,962,21,50688.05
CUST-ACT-02633,43,43,516,89,9487.29
CUST-ACT-02634,137,137,404,15,10559.98
CUST-ACT-02635,86,86,239,97,62606.69
CUST-ACT-02636,10,10,830,18,70348.46
CUST-ACT-02637,68,68,882,153,35686.42
CUST-ACT-02638,49,49,295,22,19772.89
CUST-ACT-02639,31,31,950,155,56966.58
CUST-ACT-02640,94,94,138,17,22874.49
CUST-ACT-02641,100,100,266,101,24679.26
CUST-ACT-02642,110,110,65,16,68929.07
CUST-ACT-02643,69,69,298,174,42699.27
CUST-ACT-02644,12,12,467,83,41117.7
CUST-ACT-02645,97,97,384,8,14953.32
CUST-ACT-02646,67,67,930,86,70322.34
CUST-ACT-02647,146,146,872,162,22072.09
CUST-ACT-02648,40,40,580,48,37617.32
CUST-ACT-02649,96,96,845,141,39452.96
CUST-ACT-02650,62,62,381,44,7503.18
CUST-ACT-02651,22,22,289,72,13156.83
CUST-ACT-02652,16,16,617,39,14463.89
CUST-ACT-02653,65,65,227,50,46041.16
CUST-ACT-02654,82,82,316,163,23877.0
CUST-ACT-02655,82,82,302,73,25943.48
CUST-ACT-02656,104,104,414,121,43180.77
CUST-ACT-02657,80,80,391,144,4662.73
CUST-ACT-02658,117,117,313,83,70868.13
CUST-ACT-02659,64,64,213,70,70976.87
CUST-ACT-02660,41,41,317,153,73521.71
CUST-ACT-02661,119,119,817,175,20000.5
CUST-ACT-02662,11,11,913,16,46875.61
CUST-ACT-02663,83,83,220,139,55662.09
CUST-ACT-02664,116,116,761,86,32408.23
CUST-ACT-02665,7,7,876,168,52982.88
CUST-ACT-02666,73,73,828,61,14606.19
CUST-ACT-02667,19,19,578,142,46191.48
CUST-ACT-02668,123,123,598,78,6949.65
CUST-ACT-02669,52,52,798,93,37171.31
CUST-ACT-02670,80,80,420,39,3670.81
