event_id,shipment_id,origin_hub,current_facility,destination_hub,event_timestamp,scan_type,actual_dwell,average_dwell,dwell_duration_seconds,avg_dwell_baseline_seconds,yard_queue_count,yard_max_capacity,weather_condition,weather_exception,traffic_congestion_level,gps_latitude,gps_longitude,sla_deadline_timestamp,carrier_id
EV-013149,LGS-1649-ROUTE,HUB-CHICAGO,HUB-CHICAGO,HUB-MEMPHIS,2026-08-02T02:14:22Z,WAYPOINT_SCAN,6925,4800,6925,4800,27,30,CLEAR,False,LOW,31.755,5.7552,2026-08-03T02:14:22Z,CR-USPS
EV-013150,LGS-1650-ROUTE,HUB-HOUSTON,HUB-CHICAGO,HUB-SINGAPORE,2026-08-02T02:15:03Z,YARD_DEPARTURE,4022,2400,4022,2400,13,30,CLEAR,False,MODERATE,35.6166,-53.6954,2026-08-04T02:15:03Z,CR-UPS
EV-013151,LGS-1651-ROUTE,HUB-MEMPHIS,HUB-NEWYORK,HUB-CHICAGO,2026-08-02T02:15:32Z,HUB_INGEST,4700,3600,4700,3600,14,30,CLEAR,False,HEAVY,37.876,-72.4194,2026-08-03T02:15:32Z,CR-USPS
EV-013152,LGS-1652-ROUTE,HUB-MIAMI,HUB-ATLANTA,HUB-CHICAGO,2026-08-02T02:16:02Z,CUSTOMS_CLEARANCE,3439,3600,3439,3600,4,30,CLEAR,False,MODERATE,42.0001,-122.626,2026-08-03T02:16:02Z,CR-UPS
EV-013153,LGS-1653-ROUTE,HUB-SEATTLE,HUB-NEWYORK,HUB-HOUSTON,2026-08-02T02:16:21Z,WAYPOINT_SCAN,3363,2400,3363,2400,7,30,HEAVY_RAIN,False,HEAVY,35.6615,-103.3714,2026-08-03T02:16:21Z,CR-FEDEX
EV-013154,LGS-1654-ROUTE,HUB-SEATTLE,HUB-NEWYORK,HUB-HOUSTON,2026-08-02T02:17:02Z,TRANSFER_ARRIVE,1745,2400,1745,2400,18,30,CLEAR,False,HEAVY,31.6794,2.9907,2026-08-04T02:17:02Z,CR-DHL
EV-013155,LGS-1655-ROUTE,HUB-CHICAGO,HUB-CHICAGO,HUB-MEMPHIS,2026-08-02T02:17:38Z,HUB_INGEST,5953,4800,5953,4800,6,30,MODERATE,False,LOW,30.1267,-89.936,2026-08-03T02:17:38Z,CR-FEDEX
EV-013156,LGS-1656-ROUTE,HUB-CHICAGO,HUB-CHICAGO,HUB-MEMPHIS,2026-08-02T02:17:55Z,WAYPOINT_SCAN,4583,3600,4583,3600,15,30,MODERATE,False,MODERATE,41.1803,-97.7632,2026-08-05T02:17:55Z,CR-MAERSK
EV-013157,LGS-1657-ROUTE,HUB-MIAMI,HUB-MIAMI,HUB-DETROIT,2026-08-02T02:18:35Z,CUSTOMS_CLEARANCE,3683,4800,3683,4800,11,30,CLEAR,False,MODERATE,31.6867,-101.7504,2026-08-05T02:18:35Z,CR-MAERSK
EV-013158,LGS-1658-ROUTE,HUB-SEATTLE,HUB-NEWYORK,HUB-HOUSTON,2026-08-02T02:18:51Z,HUB_INGEST,2436,2400,2436,2400,17,30,CLEAR,False,MODERATE,35.7084,-45.6072,2026-08-03T14:18:51Z,CR-FEDEX
EV-013159,LGS-1659-ROUTE,HUB-MIAMI,HUB-LOSANGELES,HUB-CHICAGO,2026-08-02T02:19:27Z,WAYPOINT_SCAN,3311,3600,3311,3600,10,30,HEAVY_RAIN,False,HEAVY,25.9363,-71.6817,2026-08-05T02:19:27Z,CR-UPS
EV-013160,LGS-1660-ROUTE,HUB-ATLANTA,HUB-HOUSTON,HUB-SINGAPORE,2026-08-02T02:20:06Z,WAYPOINT_SCAN,6243,4800,6243,4800,16,30,CLEAR,True,MODERATE,31.9239,-46.1698,2026-08-03T14:20:06Z,CR-MAERSK
EV-013161,LGS-1661-ROUTE,HUB-DETROIT,HUB-FRANKFURT,HUB-NEWYORK,2026-08-02T02:20:21Z,CUSTOMS_CLEARANCE,5047,4800,5047,4800,19,30,CLEAR,True,LOW,38.041,6.4918,2026-08-04T02:20:21Z,CR-MAERSK
EV-013162,LGS-1662-ROUTE,HUB-SINGAPORE,HUB-MEMPHIS,HUB-MIAMI,2026-08-02T02:20:59Z,TRANSFER_ARRIVE,1293,2400,1293,2400,11,30,CLEAR,False,MODERATE,46.4933,-114.9321,2026-08-03T02:20:59Z,CR-UPS
EV-013163,LGS-1663-ROUTE,HUB-HOUSTON,HUB-DETROIT,HUB-SINGAPORE,2026-08-02T02:21:35Z,HUB_INGEST,4735,3600,4735,3600,7,30,CLEAR,False,MODERATE,35.0723,-106.813,2026-08-05T02:21:35Z,CR-USPS
EV-013164,LGS-1664-ROUTE,HUB-ATLANTA,HUB-ATLANTA,HUB-SINGAPORE,2026-08-02T02:21:55Z,WAYPOINT_SCAN,5647,4800,5647,4800,27,30,CLEAR,True,MODERATE,32.9693,-47.5641,2026-08-03T14:21:55Z,CR-UPS
EV-013165,LGS-1665-ROUTE,HUB-LOSANGELES,HUB-HOUSTON,HUB-SINGAPORE,2026-08-02T02:22:21Z,CUSTOMS_CLEARANCE,5549,4800,5549,4800,28,30,CLEAR,False,LOW,38.9341,-102.8656,2026-08-04T02:22:21Z,CR-DHL
EV-013166,LGS-1666-ROUTE,HUB-FRANKFURT,HUB-SINGAPORE,HUB-LOSANGELES,2026-08-02T02:22:51Z,WAYPOINT_SCAN,1678,2400,1678,2400,21,30,CLEAR,False,LOW,26.3436,-35.4429,2026-08-03T14:22:51Z,CR-USPS
EV-013167,LGS-1667-ROUTE,HUB-MEMPHIS,HUB-MEMPHIS,HUB-HOUSTON,2026-08-02T02:23:32Z,CUSTOMS_CLEARANCE,4905,3600,4905,3600,28,30,CLEAR,False,HEAVY,34.5554,-15.0839,2026-08-03T02:23:32Z,CR-USPS
EV-013168,LGS-1668-ROUTE,HUB-HOUSTON,HUB-HOUSTON,HUB-SINGAPORE,2026-08-02T02:24:04Z,CUSTOMS_CLEARANCE,2864,2400,2864,2400,24,30,CLEAR,False,LOW,28.6525,-26.7544,2026-08-05T02:24:04Z,CR-DHL
EV-013169,LGS-1669-ROUTE,HUB-NEWYORK,HUB-LOSANGELES,HUB-DETROIT,2026-08-02T02:24:21Z,WAYPOINT_SCAN,5192,4800,5192,4800,23,30,CLEAR,False,LOW,31.8452,-82.155,2026-08-04T02:24:21Z,CR-FEDEX
EV-013170,LGS-1670-ROUTE,HUB-FRANKFURT,HUB-FRANKFURT,HUB-NEWYORK,2026-08-02T02:24:56Z,CUSTOMS_CLEARANCE,2691,3600,2691,3600,23,30,HEAVY_RAIN,False,LOW,35.5478,-11.8461,2026-08-03T14:24:56Z,CR-USPS
EV-013171,LGS-1671-ROUTE,HUB-CHICAGO,HUB-CHICAGO,HUB-SINGAPORE,2026-08-02T02:25:22Z,HUB_INGEST,1534,2400,1534,2400,14,30,CLEAR,False,LOW,26.5669,-56.1077,2026-08-04T02:25:22Z,CR-USPS
EV-013172,LGS-1672-ROUTE,HUB-DETROIT,HUB-SINGAPORE,HUB-MEMPHIS,2026-08-02T02:25:57Z,CUSTOMS_CLEARANCE,9119,3600,9119,3600,1,30,CLEAR,False,LOW,46.5254,-19.281,2026-08-03T14:25:57Z,CR-FEDEX
EV-013173,LGS-1673-ROUTE,HUB-HOUSTON,HUB-HOUSTON,HUB-SINGAPORE,2026-08-02T02:26:33Z,TRANSFER_ARRIVE,2817,3600,2817,3600,17,30,SNOWSTORM,True,SEVERE_GRIDLOCK,32.4177,4.8536,2026-08-03T14:26:33Z,CR-DHL
EV-013174,LGS-1674-ROUTE,HUB-ATLANTA,HUB-HOUSTON,HUB-DETROIT,2026-08-02T02:26:56Z,TRANSFER_ARRIVE,1672,3600,1672,3600,29,30,CLEAR,False,HEAVY,31.2865,-62.1995,2026-08-03T02:26:56Z,CR-USPS
EV-013175,LGS-1675-ROUTE,HUB-NEWYORK,HUB-LOSANGELES,HUB-DETROIT,2026-08-02T02:27:26Z,CUSTOMS_CLEARANCE,4937,4800,4937,4800,22,30,MODERATE,False,LOW,34.2759,-62.2168,2026-08-03T02:27:26Z,CR-FEDEX
EV-013176,LGS-1676-ROUTE,HUB-NEWYORK,HUB-MIAMI,HUB-DETROIT,2026-08-02T02:27:50Z,HUB_INGEST,3971,3600,3971,3600,13,30,MODERATE,False,MODERATE,34.9318,-91.3577,2026-08-03T14:27:50Z,CR-DHL
EV-013177,LGS-1677-ROUTE,HUB-CHICAGO,HUB-DETROIT,HUB-NEWYORK,2026-08-02T02:28:36Z,YARD_DEPARTURE,1900,2400,1900,2400,8,30,CLEAR,False,MODERATE,46.9427,-108.4009,2026-08-05T02:28:36Z,CR-DHL
EV-013178,LGS-1678-ROUTE,HUB-ATLANTA,HUB-HOUSTON,HUB-SINGAPORE,2026-08-02T02:28:58Z,YARD_DEPARTURE,3214,3600,3214,3600,19,30,SNOWSTORM,False,LOW,32.6884,-25.7653,2026-08-04T02:28:58Z,CR-MAERSK
EV-013179,LGS-1679-ROUTE,HUB-NEWYORK,HUB-MIAMI,HUB-ATLANTA,2026-08-02T02:29:32Z,HUB_INGEST,4057,3600,4057,3600,24,30,CLEAR,False,MODERATE,37.4348,-23.9913,2026-08-04T02:29:32Z,CR-USPS
EV-013180,LGS-1680-ROUTE,HUB-ATLANTA,HUB-ATLANTA,HUB-FRANKFURT,2026-08-02T02:30:08Z,TRANSFER_ARRIVE,5837,4800,5837,4800,8,30,MODERATE,False,LOW,38.4505,-58.2689,2026-08-03T02:30:08Z,CR-USPS
EV-013181,LGS-1681-ROUTE,HUB-HOUSTON,HUB-HOUSTON,HUB-FRANKFURT,2026-08-02T02:30:38Z,CUSTOMS_CLEARANCE,1320,2400,1320,2400,17,30,CLEAR,False,MODERATE,33.2517,-22.8342,2026-08-05T02:30:38Z,CR-FEDEX
EV-013182,LGS-1682-ROUTE,HUB-MEMPHIS,HUB-MIAMI,HUB-LOSANGELES,2026-08-02T02:31:06Z,WAYPOINT_SCAN,3725,3600,3725,3600,27,30,CLEAR,False,HEAVY,46.1497,-92.1025,2026-08-03T14:31:06Z,CR-FEDEX
EV-013183,LGS-1683-ROUTE,HUB-HOUSTON,HUB-DETROIT,HUB-FRANKFURT,2026-08-02T02:31:29Z,CUSTOMS_CLEARANCE,5397,4800,5397,4800,5,30,FOG,False,HEAVY,41.8477,-124.5317,2026-08-03T02:31:29Z,CR-MAERSK
EV-013184,LGS-1684-ROUTE,HUB-MEMPHIS,HUB-NEWYORK,HUB-LOSANGELES,2026-08-02T02:31:59Z,CUSTOMS_CLEARANCE,5113,4800,5113,4800,25,30,MODERATE,False,MODERATE,44.4669,-120.5928,2026-08-03T14:31:59Z,CR-FEDEX
EV-013185,LGS-1685-ROUTE,HUB-NEWYORK,HUB-MIAMI,HUB-ATLANTA,2026-08-02T02:32:23Z,YARD_DEPARTURE,3376,3600,3376,3600,11,30,CLEAR,False,HEAVY,26.4735,-49.6164,2026-08-03T14:32:23Z,CR-MAERSK
EV-013186,LGS-1686-ROUTE,HUB-NEWYORK,HUB-LOSANGELES,HUB-ATLANTA,2026-08-02T02:32:57Z,CUSTOMS_CLEARANCE,2970,3600,2970,3600,26,30,CLEAR,False,MODERATE,47.1269,-118.1041,2026-08-03T02:32:57Z,CR-UPS
EV-013187,LGS-1687-ROUTE,HUB-CHICAGO,HUB-FRANKFURT,HUB-MEMPHIS,2026-08-02T02:33:39Z,YARD_DEPARTURE,6275,3600,6275,3600,14,30,MODERATE,False,MODERATE,31.4903,-13.0217,2026-08-05T02:33:39Z,CR-MAERSK
EV-013188,LGS-1688-ROUTE,HUB-ATLANTA,HUB-CHICAGO,HUB-DETROIT,2026-08-02T02:34:09Z,WAYPOINT_SCAN,2596,4800,2596,4800,10,30,CLEAR,False,LOW,27.4788,-28.6478,2026-08-04T02:34:09Z,CR-UPS
EV-013189,LGS-1689-ROUTE,HUB-SEATTLE,HUB-NEWYORK,HUB-MIAMI,2026-08-02T02:34:37Z,CUSTOMS_CLEARANCE,5430,3600,5430,3600,27,30,SNOWSTORM,False,LOW,42.8482,-6.7923,2026-08-03T02:34:37Z,CR-MAERSK
EV-013190,LGS-1690-ROUTE,HUB-MIAMI,HUB-LOSANGELES,HUB-FRANKFURT,2026-08-02T02:35:03Z,HUB_INGEST,4029,4800,4029,4800,12,30,HEAVY_RAIN,False,MODERATE,30.8856,-32.0283,2026-08-05T02:35:03Z,CR-UPS
EV-013191,LGS-1691-ROUTE,HUB-MIAMI,HUB-ATLANTA,HUB-HOUSTON,2026-08-02T02:35:37Z,CUSTOMS_CLEARANCE,3288,2400,3288,2400,3,30,CLEAR,False,SEVERE_GRIDLOCK,35.9757,-116.64,2026-08-03T14:35:37Z,CR-USPS
EV-013192,LGS-1692-ROUTE,HUB-FRANKFURT,HUB-FRANKFURT,HUB-MEMPHIS,2026-08-02T02:36:03Z,HUB_INGEST,4293,3600,4293,3600,9,30,MODERATE,True,MODERATE,44.1136,-81.801,2026-08-03T02:36:03Z,CR-MAERSK
EV-013193,LGS-1693-ROUTE,HUB-FRANKFURT,HUB-SINGAPORE,HUB-LOSANGELES,2026-08-02T02:36:39Z,YARD_DEPARTURE,1753,2400,1753,2400,29,30,SNOWSTORM,False,MODERATE,27.7718,-76.8126,2026-08-04T02:36:39Z,CR-DHL
EV-013194,LGS-1694-ROUTE,HUB-NEWYORK,HUB-NEWYORK,HUB-DETROIT,2026-08-02T02:37:04Z,CUSTOMS_CLEARANCE,2769,2400,2769,2400,11,30,CLEAR,False,LOW,28.4488,-46.6427,2026-08-04T02:37:04Z,CR-MAERSK
EV-013195,LGS-1695-ROUTE,HUB-SINGAPORE,HUB-MEMPHIS,HUB-ATLANTA,2026-08-02T02:37:23Z,YARD_DEPARTURE,2523,2400,2523,2400,9,30,CLEAR,True,HEAVY,42.9523,4.9766,2026-08-03T14:37:23Z,CR-FEDEX
EV-013196,LGS-1696-ROUTE,HUB-MEMPHIS,HUB-MEMPHIS,HUB-ATLANTA,2026-08-02T02:38:02Z,HUB_INGEST,5433,4800,5433,4800,1,30,CLEAR,False,MODERATE,37.1397,-21.0667,2026-08-03T02:38:02Z,CR-USPS
EV-013197,LGS-1697-ROUTE,HUB-LOSANGELES,HUB-HOUSTON,HUB-CHICAGO,2026-08-02T02:38:27Z,YARD_DEPARTURE,6938,4800,6938,4800,18,30,CLEAR,False,LOW,30.9725,-90.9628,2026-08-04T02:38:27Z,CR-USPS
EV-013198,LGS-1698-ROUTE,HUB-ATLANTA,HUB-ATLANTA,HUB-DETROIT,2026-08-02T02:39:07Z,TRANSFER_ARRIVE,7107,4800,7107,4800,3,30,FOG,False,HEAVY,38.9263,-111.8395,2026-08-03T02:39:07Z,CR-FEDEX
EV-013199,LGS-1699-ROUTE,HUB-DETROIT,HUB-FRANKFURT,HUB-SEATTLE,2026-08-02T02:39:31Z,HUB_INGEST,4480,4800,4480,4800,14,30,CLEAR,False,SEVERE_GRIDLOCK,41.7029,-3.896,2026-08-04T02:39:31Z,CR-FEDEX
EV-013200,LGS-1700-ROUTE,HUB-DETROIT,HUB-DETROIT,HUB-MIAMI,2026-08-02T02:40:03Z,YARD_DEPARTURE,3414,2400,3414,2400,4,30,CLEAR,False,LOW,35.9369,-46.8692,2026-08-03T14:40:03Z,CR-UPS
EV-013201,LGS-1701-ROUTE,HUB-MEMPHIS,HUB-NEWYORK,HUB-HOUSTON,2026-08-02T02:40:21Z,CUSTOMS_CLEARANCE,6622,4800,6622,4800,28,30,CLEAR,False,MODERATE,29.6692,-105.3901,2026-08-03T14:40:21Z,CR-USPS
EV-013202,LGS-1702-ROUTE,HUB-FRANKFURT,HUB-FRANKFURT,HUB-MEMPHIS,2026-08-02T02:41:07Z,YARD_DEPARTURE,2480,2400,2480,2400,5,30,CLEAR,False,LOW,42.483,-12.0849,2026-08-03T02:41:07Z,CR-UPS
EV-013203,LGS-1703-ROUTE,HUB-CHICAGO,HUB-CHICAGO,HUB-NEWYORK,2026-08-02T02:41:21Z,WAYPOINT_SCAN,3719,2400,3719,2400,21,30,CLEAR,False,SEVERE_GRIDLOCK,28.2726,-39.6155,2026-08-05T02:41:21Z,CR-USPS
EV-013204,LGS-1704-ROUTE,HUB-DETROIT,HUB-FRANKFURT,HUB-MIAMI,2026-08-02T02:42:00Z,HUB_INGEST,8256,4800,8256,4800,10,30,MODERATE,False,LOW,42.6455,-4.9019,2026-08-05T02:42:00Z,CR-DHL
EV-013205,LGS-1705-ROUTE,HUB-NEWYORK,HUB-MIAMI,HUB-DETROIT,2026-08-02T02:42:28Z,YARD_DEPARTURE,1632,2400,1632,2400,27,30,CLEAR,True,HEAVY,32.3127,-22.2182,2026-08-03T14:42:28Z,CR-USPS
EV-013206,LGS-1706-ROUTE,HUB-SINGAPORE,HUB-MEMPHIS,HUB-MIAMI,2026-08-02T02:43:01Z,TRANSFER_ARRIVE,5974,4800,5974,4800,5,30,CLEAR,False,LOW,25.0377,-54.6498,2026-08-04T02:43:01Z,CR-USPS
EV-013207,LGS-1707-ROUTE,HUB-DETROIT,HUB-FRANKFURT,HUB-MIAMI,2026-08-02T02:43:36Z,WAYPOINT_SCAN,1791,2400,1791,2400,3,30,HEAVY_RAIN,False,HEAVY,37.5768,-48.8866,2026-08-05T02:43:36Z,CR-DHL
EV-013208,LGS-1708-ROUTE,HUB-HOUSTON,HUB-CHICAGO,HUB-SEATTLE,2026-08-02T02:44:04Z,HUB_INGEST,3450,3600,3450,3600,22,30,SNOWSTORM,False,LOW,33.3693,-54.3556,2026-08-03T14:44:04Z,CR-DHL
EV-013209,LGS-1709-ROUTE,HUB-MIAMI,HUB-ATLANTA,HUB-CHICAGO,2026-08-02T02:44:36Z,WAYPOINT_SCAN,4829,4800,4829,4800,20,30,CLEAR,False,MODERATE,31.194,-117.6201,2026-08-04T02:44:36Z,CR-DHL
EV-013210,LGS-1710-ROUTE,HUB-SINGAPORE,HUB-SEATTLE,HUB-ATLANTA,2026-08-02T02:45:07Z,CUSTOMS_CLEARANCE,3531,2400,3531,2400,9,30,CLEAR,True,LOW,38.4593,1.1857,2026-08-04T02:45:07Z,CR-DHL
EV-013211,LGS-1711-ROUTE,HUB-SINGAPORE,HUB-SEATTLE,HUB-LOSANGELES,2026-08-02T02:45:25Z,TRANSFER_ARRIVE,7831,4800,7831,4800,12,30,CLEAR,False,LOW,34.0891,8.3291,2026-08-05T02:45:25Z,CR-MAERSK
EV-013212,LGS-1712-ROUTE,HUB-DETROIT,HUB-DETROIT,HUB-NEWYORK,2026-08-02T02:46:06Z,CUSTOMS_CLEARANCE,2284,2400,2284,2400,2,30,CLEAR,True,LOW,32.9655,-83.9061,2026-08-03T14:46:06Z,CR-MAERSK
EV-013213,LGS-1713-ROUTE,HUB-CHICAGO,HUB-FRANKFURT,HUB-SINGAPORE,2026-08-02T02:46:37Z,YARD_DEPARTURE,6610,4800,6610,4800,11,30,MODERATE,False,LOW,45.5897,-14.3777,2026-08-04T02:46:37Z,CR-USPS
EV-013214,LGS-1714-ROUTE,HUB-CHICAGO,HUB-FRANKFURT,HUB-NEWYORK,2026-08-02T02:46:57Z,WAYPOINT_SCAN,3118,3600,3118,3600,1,30,MODERATE,True,MODERATE,27.2417,9.6689,2026-08-04T02:46:57Z,CR-MAERSK
EV-013215,LGS-1715-ROUTE,HUB-FRANKFURT,HUB-FRANKFURT,HUB-LOSANGELES,2026-08-02T02:47:28Z,CUSTOMS_CLEARANCE,3672,3600,3672,3600,23,30,CLEAR,True,HEAVY,35.7424,-122.3796,2026-08-03T02:47:28Z,CR-DHL
EV-013216,LGS-1716-ROUTE,HUB-MEMPHIS,HUB-MIAMI,HUB-LOSANGELES,2026-08-02T02:47:55Z,YARD_DEPARTURE,6975,4800,6975,4800,16,30,CLEAR,True,LOW,31.6646,-81.4872,2026-08-03T02:47:55Z,CR-DHL
EV-013217,LGS-1717-ROUTE,HUB-NEWYORK,HUB-NEWYORK,HUB-CHICAGO,2026-08-02T02:48:24Z,TRANSFER_ARRIVE,6548,4800,6548,4800,25,30,CLEAR,True,LOW,32.7046,-48.055,2026-08-05T02:48:24Z,CR-MAERSK
EV-013218,LGS-1718-ROUTE,HUB-LOSANGELES,HUB-ATLANTA,HUB-SINGAPORE,2026-08-02T02:49:01Z,CUSTOMS_CLEARANCE,2505,2400,2505,2400,26,30,CLEAR,False,LOW,36.9301,-71.7537,2026-08-03T02:49:01Z,CR-MAERSK
EV-013219,LGS-1719-ROUTE,HUB-SEATTLE,HUB-NEWYORK,HUB-MIAMI,2026-08-02T02:49:30Z,WAYPOINT_SCAN,2274,2400,2274,2400,25,30,SNOWSTORM,False,HEAVY,49.912,5.6557,2026-08-03T14:49:30Z,CR-MAERSK
EV-013220,LGS-1720-ROUTE,HUB-LOSANGELES,HUB-ATLANTA,HUB-CHICAGO,2026-08-02T02:49:50Z,CUSTOMS_CLEARANCE,5962,4800,5962,4800,3,30,MODERATE,False,LOW,42.7986,-99.1071,2026-08-05T02:49:50Z,CR-MAERSK
EV-013221,LGS-1721-ROUTE,HUB-MIAMI,HUB-ATLANTA,HUB-DETROIT,2026-08-02T02:50:30Z,TRANSFER_ARRIVE,3416,3600,3416,3600,28,30,CLEAR,False,LOW,30.214,-71.9417,2026-08-05T02:50:30Z,CR-FEDEX
EV-013222,LGS-1722-ROUTE,HUB-CHICAGO,HUB-DETROIT,HUB-MEMPHIS,2026-08-02T02:51:08Z,YARD_DEPARTURE,3624,3600,3624,3600,27,30,CLEAR,False,HEAVY,40.4555,-26.0446,2026-08-03T02:51:08Z,CR-FEDEX
EV-013223,LGS-1723-ROUTE,HUB-HOUSTON,HUB-DETROIT,HUB-MEMPHIS,2026-08-02T02:51:28Z,CUSTOMS_CLEARANCE,4918,4800,4918,4800,13,30,HEAVY_RAIN,False,LOW,29.1534,-17.4087,2026-08-04T02:51:28Z,CR-USPS
EV-013224,LGS-1724-ROUTE,HUB-FRANKFURT,HUB-SEATTLE,HUB-LOSANGELES,2026-08-02T02:51:51Z,CUSTOMS_CLEARANCE,2786,2400,2786,2400,15,30,CLEAR,False,LOW,48.9026,-111.365,2026-08-03T14:51:51Z,CR-MAERSK
EV-013225,LGS-1725-ROUTE,HUB-MIAMI,HUB-LOSANGELES,HUB-CHICAGO,2026-08-02T02:52:31Z,HUB_INGEST,4701,4800,4701,4800,1,30,MODERATE,False,MODERATE,36.444,-95.1941,2026-08-03T14:52:31Z,CR-FEDEX
EV-013226,LGS-1726-ROUTE,HUB-LOSANGELES,HUB-LOSANGELES,HUB-FRANKFURT,2026-08-02T02:52:53Z,YARD_DEPARTURE,3439,4800,3439,4800,25,30,CLEAR,False,MODERATE,50.6412,-107.1659,2026-08-03T14:52:53Z,CR-FEDEX
EV-013227,LGS-1727-ROUTE,HUB-SINGAPORE,HUB-MEMPHIS,HUB-MIAMI,2026-08-02T02:53:23Z,HUB_INGEST,6062,3600,6062,3600,23,30,CLEAR,False,MODERATE,42.8838,-57.4972,2026-08-05T02:53:23Z,CR-USPS
EV-013228,LGS-1728-ROUTE,HUB-MEMPHIS,HUB-MEMPHIS,HUB-ATLANTA,2026-08-02T02:54:07Z,HUB_INGEST,5185,3600,5185,3600,24,30,MODERATE,False,LOW,47.5056,-53.1092,2026-08-03T14:54:07Z,CR-FEDEX
EV-013229,LGS-1729-ROUTE,HUB-SINGAPORE,HUB-SINGAPORE,HUB-NEWYORK,2026-08-02T02:54:34Z,TRANSFER_ARRIVE,2895,2400,2895,2400,27,30,CLEAR,True,LOW,29.8408,-25.474,2026-08-04T02:54:34Z,CR-MAERSK
EV-013230,LGS-1730-ROUTE,HUB-LOSANGELES,HUB-LOSANGELES,HUB-CHICAGO,2026-08-02T02:55:08Z,TRANSFER_ARRIVE,2114,2400,2114,2400,16,30,CLEAR,False,SEVERE_GRIDLOCK,48.083,-7.0657,2026-08-04T02:55:08Z,CR-USPS
EV-013231,LGS-1731-ROUTE,HUB-DETROIT,HUB-DETROIT,HUB-MIAMI,2026-08-02T02:55:32Z,WAYPOINT_SCAN,6843,4800,6843,4800,15,30,CLEAR,False,MODERATE,30.1178,-106.4427,2026-08-03T02:55:32Z,CR-USPS
EV-013232,LGS-1732-ROUTE,HUB-MEMPHIS,HUB-MEMPHIS,HUB-HOUSTON,2026-08-02T02:56:08Z,YARD_DEPARTURE,5961,4800,5961,4800,6,30,CLEAR,False,LOW,51.3563,-53.4306,2026-08-03T14:56:08Z,CR-USPS
EV-013233,LGS-1733-ROUTE,HUB-HOUSTON,HUB-HOUSTON,HUB-SEATTLE,2026-08-02T02:56:36Z,YARD_DEPARTURE,4622,4800,4622,4800,26,30,MODERATE,False,MODERATE,32.5572,-60.1202,2026-08-05T02:56:36Z,CR-DHL
EV-013234,LGS-1734-ROUTE,HUB-FRANKFURT,HUB-SEATTLE,HUB-NEWYORK,2026-08-02T02:56:55Z,TRANSFER_ARRIVE,6008,4800,6008,4800,22,30,CLEAR,False,LOW,43.4694,-4.1064,2026-08-03T02:56:55Z,CR-FEDEX
EV-013235,LGS-1735-ROUTE,HUB-ATLANTA,HUB-ATLANTA,HUB-FRANKFURT,2026-08-02T02:57:35Z,TRANSFER_ARRIVE,4296,3600,4296,3600,27,30,CLEAR,False,LOW,39.7553,-53.7222,2026-08-04T02:57:35Z,CR-USPS
EV-013236,LGS-1736-ROUTE,HUB-SINGAPORE,HUB-MEMPHIS,HUB-ATLANTA,2026-08-02T02:58:01Z,HUB_INGEST,3161,2400,3161,2400,15,30,CLEAR,False,LOW,37.9214,-93.89,2026-08-03T14:58:01Z,CR-FEDEX
EV-013237,LGS-1737-ROUTE,HUB-DETROIT,HUB-SINGAPORE,HUB-SEATTLE,2026-08-02T02:58:38Z,TRANSFER_ARRIVE,4034,2400,4034,2400,20,30,MODERATE,False,MODERATE,36.5731,0.0151,2026-08-04T02:58:38Z,CR-DHL
EV-013238,LGS-1738-ROUTE,HUB-HOUSTON,HUB-DETROIT,HUB-SEATTLE,2026-08-02T02:58:54Z,CUSTOMS_CLEARANCE,3601,2400,3601,2400,18,30,CLEAR,False,MODERATE,35.358,0.6844,2026-08-03T02:58:54Z,CR-DHL
EV-013239,LGS-1739-ROUTE,HUB-MIAMI,HUB-LOSANGELES,HUB-DETROIT,2026-08-02T02:59:36Z,YARD_DEPARTURE,4024,2400,4024,2400,17,30,CLEAR,False,MODERATE,33.1869,-108.0265,2026-08-04T02:59:36Z,CR-USPS
EV-013240,LGS-1740-ROUTE,HUB-ATLANTA,HUB-ATLANTA,HUB-SINGAPORE,2026-08-02T02:59:50Z,WAYPOINT_SCAN,6399,3600,6399,3600,14,30,CLEAR,False,LOW,41.1245,-9.8514,2026-08-03T14:59:50Z,CR-USPS
EV-013241,LGS-1741-ROUTE,HUB-MIAMI,HUB-LOSANGELES,HUB-DETROIT,2026-08-02T03:00:29Z,HUB_INGEST,6100,4800,6100,4800,22,30,CLEAR,False,LOW,51.5737,-11.9949,2026-08-03T15:00:29Z,CR-MAERSK
EV-013242,LGS-1742-ROUTE,HUB-CHICAGO,HUB-CHICAGO,HUB-SINGAPORE,2026-08-02T03:01:04Z,CUSTOMS_CLEARANCE,5821,2400,5821,2400,25,30,CLEAR,False,LOW,43.1485,-45.4245,2026-08-03T03:01:04Z,CR-USPS
EV-013243,LGS-1743-ROUTE,HUB-ATLANTA,HUB-HOUSTON,HUB-SEATTLE,2026-08-02T03:01:30Z,TRANSFER_ARRIVE,4433,2400,4433,2400,26,30,CLEAR,True,HEAVY,45.4375,-61.1618,2026-08-03T15:01:30Z,CR-UPS
EV-013244,LGS-1744-ROUTE,HUB-MEMPHIS,HUB-MIAMI,HUB-CHICAGO,2026-08-02T03:02:02Z,WAYPOINT_SCAN,5105,4800,5105,4800,26,30,FOG,False,LOW,42.6646,-100.0527,2026-08-04T03:02:02Z,CR-FEDEX
