order_id,customer_id,order_date,amount,warehouse_id
ORD-02965,CUST-JOIN-2965,2026-09-10,6861.51,WH-NEWYORK
ORD-02966,CUST-JOIN-2966,2026-09-10,2602.38,WH-MIAMI
ORD-02967,CUST-JOIN-2967,2026-09-10,4158.72,WH-NEWYORK
ORD-02968,CUST-JOIN-2968,2026-09-10,5326.1,WH-DETROIT
ORD-02969,CUST-JOIN-2969,2026-09-10,1392.27,WH-MIAMI
ORD-02970,CUST-JOIN-2970,2026-09-10,6497.61,WH-DETROIT
ORD-02971,CUST-JOIN-2971,2026-09-10,218.61,WH-DETROIT
ORD-02972,CUST-JOIN-2972,2026-09-10,849.15,WH-MIAMI
ORD-02973,CUST-JOIN-2973,2026-09-10,7083.22,WH-NEWYORK
ORD-02974,CUST-JOIN-2974,2026-09-10,3636.25,WH-NEWYORK
ORD-02975,CUST-JOIN-2975,2026-09-10,4008.23,WH-NEWYORK
ORD-02976,CUST-JOIN-2976,2026-09-10,6101.05,WH-MIAMI
ORD-02977,CUST-JOIN-2977,2026-09-10,4937.14,WH-CHICAGO
ORD-02978,CUST-JOIN-2978,2026-09-10,406.05,WH-MIAMI
ORD-02979,CUST-JOIN-2979,2026-09-10,4328.57,WH-DETROIT
ORD-02980,CUST-JOIN-2980,2026-09-10,3138.8,WH-DETROIT
ORD-02981,CUST-JOIN-2981,2026-09-10,1717.6,WH-NEWYORK
ORD-02982,CUST-JOIN-2982,2026-09-10,791.16,WH-NEWYORK
ORD-02983,CUST-JOIN-2983,2026-09-10,1777.2,WH-CHICAGO
ORD-02984,CUST-JOIN-2984,2026-09-10,2886.87,WH-MIAMI
ORD-02985,CUST-JOIN-2985,2026-09-11,2785.94,WH-NEWYORK
ORD-02986,CUST-JOIN-2986,2026-09-11,5089.22,WH-DETROIT
ORD-02987,CUST-JOIN-2987,2026-09-11,5025.83,WH-NEWYORK
ORD-02988,CUST-JOIN-2988,2026-09-11,2537.68,WH-DETROIT
ORD-02989,CUST-JOIN-2989,2026-09-11,7484.47,WH-CHICAGO
ORD-02990,CUST-JOIN-2990,2026-09-11,7470.19,WH-NEWYORK
ORD-02991,CUST-JOIN-2991,2026-09-11,4962.41,WH-CHICAGO
ORD-02992,CUST-JOIN-2992,2026-09-11,4922.74,WH-DETROIT
ORD-02993,CUST-JOIN-2993,2026-09-11,2533.02,WH-DETROIT
ORD-02994,CUST-JOIN-2994,2026-09-11,4473.71,WH-DETROIT
ORD-02995,CUST-JOIN-2995,2026-09-11,2895.21,WH-DETROIT
ORD-02996,CUST-JOIN-2996,2026-09-11,5768.77,WH-CHICAGO
ORD-02997,CUST-JOIN-2997,2026-09-11,2388.96,WH-MIAMI
ORD-02998,CUST-JOIN-2998,2026-09-11,250.48,WH-NEWYORK
ORD-02999,CUST-JOIN-2999,2026-09-11,3701.24,WH-CHICAGO
ORD-03000,CUST-JOIN-3000,2026-09-11,486.28,WH-MIAMI
ORD-03001,CUST-JOIN-3001,2026-08-01,6695.44,WH-CHICAGO
ORD-03002,CUST-JOIN-3002,2026-08-01,5385.98,WH-MIAMI
ORD-03003,CUST-JOIN-3003,2026-08-01,4714.53,WH-MIAMI
ORD-03004,CUST-JOIN-3004,2026-08-01,875.83,WH-CHICAGO
ORD-03005,CUST-JOIN-3005,2026-08-01,2727.7,WH-MIAMI
ORD-03006,CUST-JOIN-3006,2026-08-01,1162.77,WH-CHICAGO
ORD-03007,CUST-JOIN-3007,2026-08-01,2409.33,WH-DETROIT
ORD-03008,CUST-JOIN-3008,2026-08-01,2316.92,WH-MIAMI
ORD-03009,CUST-JOIN-3009,2026-08-01,1409.63,WH-NEWYORK
ORD-03010,CUST-JOIN-3010,2026-08-01,3453.72,WH-MIAMI
ORD-03011,CUST-JOIN-3011,2026-08-01,4746.86,WH-CHICAGO
ORD-03012,CUST-JOIN-3012,2026-08-01,5939.9,WH-CHICAGO
ORD-03013,CUST-JOIN-3013,2026-08-01,3263.27,WH-NEWYORK
ORD-03014,CUST-JOIN-3014,2026-08-01,7734.59,WH-DETROIT
ORD-03015,CUST-JOIN-3015,2026-08-01,1213.27,WH-MIAMI
ORD-03016,CUST-JOIN-3016,2026-08-01,3534.98,WH-NEWYORK
ORD-03017,CUST-JOIN-3017,2026-08-01,5511.18,WH-MIAMI
ORD-03018,CUST-JOIN-3018,2026-08-01,7452.75,WH-MIAMI
ORD-03019,CUST-JOIN-3019,2026-08-01,4471.67,WH-MIAMI
ORD-03020,CUST-JOIN-3020,2026-08-01,5506.07,WH-NEWYORK
ORD-03021,CUST-JOIN-3021,2026-08-01,2511.86,WH-DETROIT
ORD-03022,CUST-JOIN-3022,2026-08-01,4327.62,WH-MIAMI
ORD-03023,CUST-JOIN-3023,2026-08-01,5953.19,WH-CHICAGO
ORD-03024,CUST-JOIN-3024,2026-08-01,3335.06,WH-CHICAGO
ORD-03025,CUST-JOIN-3025,2026-08-02,6380.61,WH-MIAMI
ORD-03026,CUST-JOIN-3026,2026-08-02,2997.66,WH-MIAMI
ORD-03027,CUST-JOIN-3027,2026-08-02,6158.46,WH-CHICAGO
ORD-03028,CUST-JOIN-3028,2026-08-02,1561.6,WH-DETROIT
ORD-03029,CUST-JOIN-3029,2026-08-02,3921.38,WH-NEWYORK
ORD-03030,CUST-JOIN-3030,2026-08-02,5795.01,WH-NEWYORK
ORD-03031,CUST-JOIN-3031,2026-08-02,2902.52,WH-DETROIT
ORD-03032,CUST-JOIN-3032,2026-08-02,1424.57,WH-DETROIT
ORD-03033,CUST-JOIN-3033,2026-08-02,2277.2,WH-DETROIT
ORD-03034,CUST-JOIN-3034,2026-08-02,2696.41,WH-DETROIT
ORD-03035,CUST-JOIN-3035,2026-08-02,4776.8,WH-MIAMI
ORD-03036,CUST-JOIN-3036,2026-08-02,6119.62,WH-DETROIT
ORD-03037,CUST-JOIN-3037,2026-08-02,2030.36,WH-NEWYORK
ORD-03038,CUST-JOIN-3038,2026-08-02,7606.86,WH-CHICAGO
ORD-03039,CUST-JOIN-3039,2026-08-02,6030.66,WH-NEWYORK
ORD-03040,CUST-JOIN-3040,2026-08-02,2666.28,WH-MIAMI
ORD-03041,CUST-JOIN-3041,2026-08-02,1215.56,WH-DETROIT
ORD-03042,CUST-JOIN-3042,2026-08-02,263.33,WH-NEWYORK
ORD-03043,CUST-JOIN-3043,2026-08-02,7798.12,WH-NEWYORK
ORD-03044,CUST-JOIN-3044,2026-08-02,7985.16,WH-NEWYORK
ORD-03045,CUST-JOIN-3045,2026-08-02,1211.01,WH-DETROIT
ORD-03046,CUST-JOIN-3046,2026-08-02,2307.96,WH-NEWYORK
ORD-03047,CUST-JOIN-3047,2026-08-02,3550.67,WH-NEWYORK
ORD-03048,CUST-JOIN-3048,2026-08-02,4207.62,WH-DETROIT
ORD-03049,CUST-JOIN-3049,2026-08-03,6882.1,WH-MIAMI
ORD-03050,CUST-JOIN-3050,2026-08-03,1405.59,WH-MIAMI
ORD-03051,CUST-JOIN-3051,2026-08-03,2625.42,WH-NEWYORK
ORD-03052,CUST-JOIN-3052,2026-08-03,3435.33,WH-DETROIT
ORD-03053,CUST-JOIN-3053,2026-08-03,2102.11,WH-DETROIT
ORD-03054,CUST-JOIN-3054,2026-08-03,6199.13,WH-CHICAGO
ORD-03055,CUST-JOIN-3055,2026-08-03,4121.16,WH-NEWYORK
ORD-03056,CUST-JOIN-3056,2026-08-03,5663.39,WH-CHICAGO
ORD-03057,CUST-JOIN-3057,2026-08-03,5973.67,WH-MIAMI
ORD-03058,CUST-JOIN-3058,2026-08-03,5564.86,WH-NEWYORK
ORD-03059,CUST-JOIN-3059,2026-08-03,1438.18,WH-CHICAGO
ORD-03060,CUST-JOIN-3060,2026-08-03,2331.62,WH-CHICAGO
ORD-03061,CUST-JOIN-3061,2026-08-03,7212.52,WH-NEWYORK
ORD-03062,CUST-JOIN-3062,2026-08-03,1701.13,WH-MIAMI
ORD-03063,CUST-JOIN-3063,2026-08-03,5124.06,WH-MIAMI
ORD-03064,CUST-JOIN-3064,2026-08-03,4076.92,WH-CHICAGO
ORD-03065,CUST-JOIN-3065,2026-08-03,5452.36,WH-DETROIT
ORD-03066,CUST-JOIN-3066,2026-08-03,5648.8,WH-NEWYORK
ORD-03067,CUST-JOIN-3067,2026-08-03,3161.67,WH-DETROIT
ORD-03068,CUST-JOIN-3068,2026-08-03,6152.34,WH-DETROIT
ORD-03069,CUST-JOIN-3069,2026-08-03,5486.8,WH-DETROIT
ORD-03070,CUST-JOIN-3070,2026-08-03,4683.46,WH-MIAMI
ORD-03071,CUST-JOIN-3071,2026-08-03,5322.32,WH-NEWYORK
ORD-03072,CUST-JOIN-3072,2026-08-03,1810.64,WH-CHICAGO
ORD-03073,CUST-JOIN-3073,2026-08-04,339.72,WH-CHICAGO
ORD-03074,CUST-JOIN-3074,2026-08-04,5348.4,WH-DETROIT
ORD-03075,CUST-JOIN-3075,2026-08-04,865.71,WH-CHICAGO
ORD-03076,CUST-JOIN-3076,2026-08-04,3485.74,WH-CHICAGO
ORD-03077,CUST-JOIN-3077,2026-08-04,2590.77,WH-MIAMI
ORD-03078,CUST-JOIN-3078,2026-08-04,895.76,WH-MIAMI
ORD-03079,CUST-JOIN-3079,2026-08-04,5511.29,WH-CHICAGO
ORD-03080,CUST-JOIN-3080,2026-08-04,7977.72,WH-CHICAGO
ORD-03081,CUST-JOIN-3081,2026-08-04,7826.52,WH-MIAMI
ORD-03082,CUST-JOIN-3082,2026-08-04,6833.61,WH-MIAMI
ORD-03083,CUST-JOIN-3083,2026-08-04,6727.97,WH-NEWYORK
ORD-03084,CUST-JOIN-3084,2026-08-04,2545.28,WH-DETROIT
ORD-03085,CUST-JOIN-3085,2026-08-04,5919.36,WH-CHICAGO
ORD-03086,CUST-JOIN-3086,2026-08-04,2430.95,WH-MIAMI
ORD-03087,CUST-JOIN-3087,2026-08-04,7330.28,WH-CHICAGO
ORD-03088,CUST-JOIN-3088,2026-08-04,5467.02,WH-NEWYORK
ORD-03089,CUST-JOIN-3089,2026-08-04,5236.23,WH-DETROIT
ORD-03090,CUST-JOIN-3090,2026-08-04,3357.75,WH-DETROIT
ORD-03091,CUST-JOIN-3091,2026-08-04,6371.63,WH-MIAMI
ORD-03092,CUST-JOIN-3092,2026-08-04,3484.5,WH-CHICAGO
ORD-03093,CUST-JOIN-3093,2026-08-04,7752.77,WH-NEWYORK
ORD-03094,CUST-JOIN-3094,2026-08-04,706.1,WH-CHICAGO
ORD-03095,CUST-JOIN-3095,2026-08-04,1886.88,WH-MIAMI
ORD-03096,CUST-JOIN-3096,2026-08-04,6435.45,WH-CHICAGO
ORD-03097,CUST-JOIN-3097,2026-08-05,3395.55,WH-NEWYORK
ORD-03098,CUST-JOIN-3098,2026-08-05,2589.36,WH-DETROIT
ORD-03099,CUST-JOIN-3099,2026-08-05,5486.39,WH-DETROIT
ORD-03100,CUST-JOIN-3100,2026-08-05,3736.93,WH-DETROIT
ORD-03101,CUST-JOIN-3101,2026-08-05,3027.21,WH-CHICAGO
ORD-03102,CUST-JOIN-3102,2026-08-05,3960.57,WH-CHICAGO
ORD-03103,CUST-JOIN-3103,2026-08-05,6676.47,WH-MIAMI
ORD-03104,CUST-JOIN-3104,2026-08-05,3596.1,WH-MIAMI
ORD-03105,CUST-JOIN-3105,2026-08-05,2281.3,WH-NEWYORK
ORD-03106,CUST-JOIN-3106,2026-08-05,7056.69,WH-CHICAGO
ORD-03107,CUST-JOIN-3107,2026-08-05,505.86,WH-NEWYORK
ORD-03108,CUST-JOIN-3108,2026-08-05,5493.76,WH-NEWYORK
ORD-03109,CUST-JOIN-3109,2026-08-05,394.26,WH-CHICAGO
ORD-03110,CUST-JOIN-3110,2026-08-05,3864.06,WH-DETROIT
ORD-03111,CUST-JOIN-3111,2026-08-05,6197.64,WH-MIAMI
ORD-03112,CUST-JOIN-3112,2026-08-05,1150.87,WH-MIAMI
ORD-03113,CUST-JOIN-3113,2026-08-05,5351.47,WH-CHICAGO
ORD-03114,CUST-JOIN-3114,2026-08-05,7225.84,WH-NEWYORK
ORD-03115,CUST-JOIN-3115,2026-08-05,3738.94,WH-MIAMI
ORD-03116,CUST-JOIN-3116,2026-08-05,7731.93,WH-MIAMI
ORD-03117,CUST-JOIN-3117,2026-08-05,384.15,WH-NEWYORK
ORD-03118,CUST-JOIN-3118,2026-08-05,4333.68,WH-CHICAGO
ORD-03119,CUST-JOIN-3119,2026-08-05,6625.23,WH-DETROIT
ORD-03120,CUST-JOIN-3120,2026-08-05,7228.14,WH-DETROIT
ORD-03121,CUST-JOIN-3121,2026-08-06,2398.03,WH-MIAMI
ORD-03122,CUST-JOIN-3122,2026-08-06,2325.73,WH-DETROIT
ORD-03123,CUST-JOIN-3123,2026-08-06,5024.74,WH-NEWYORK
ORD-03124,CUST-JOIN-3124,2026-08-06,7647.33,WH-MIAMI
ORD-03125,CUST-JOIN-3125,2026-08-06,4237.57,WH-DETROIT
ORD-03126,CUST-JOIN-3126,2026-08-06,7309.14,WH-CHICAGO
ORD-03127,CUST-JOIN-3127,2026-08-06,615.46,WH-CHICAGO
ORD-03128,CUST-JOIN-3128,2026-08-06,7901.14,WH-NEWYORK
ORD-03129,CUST-JOIN-3129,2026-08-06,6319.33,WH-NEWYORK
ORD-03130,CUST-JOIN-3130,2026-08-06,4405.34,WH-NEWYORK
ORD-03131,CUST-JOIN-3131,2026-08-06,1633.4,WH-DETROIT
ORD-03132,CUST-JOIN-3132,2026-08-06,2674.49,WH-MIAMI
ORD-03133,CUST-JOIN-3133,2026-08-06,2714.75,WH-CHICAGO
ORD-03134,CUST-JOIN-3134,2026-08-06,1918.98,WH-NEWYORK
ORD-03135,CUST-JOIN-3135,2026-08-06,1469.19,WH-DETROIT
ORD-03136,CUST-JOIN-3136,2026-08-06,446.77,WH-DETROIT
ORD-03137,CUST-JOIN-3137,2026-08-06,1647.03,WH-MIAMI
ORD-03138,CUST-JOIN-3138,2026-08-06,4030.89,WH-CHICAGO
ORD-03139,CUST-JOIN-3139,2026-08-06,4886.91,WH-NEWYORK
ORD-03140,CUST-JOIN-3140,2026-08-06,7947.06,WH-CHICAGO
ORD-03141,CUST-JOIN-3141,2026-08-06,4990.19,WH-DETROIT
ORD-03142,CUST-JOIN-3142,2026-08-06,5083.15,WH-NEWYORK
ORD-03143,CUST-JOIN-3143,2026-08-06,2761.85,WH-MIAMI
ORD-03144,CUST-JOIN-3144,2026-08-06,3664.62,WH-NEWYORK
ORD-03145,CUST-JOIN-3145,2026-08-07,6383.4,WH-DETROIT
ORD-03146,CUST-JOIN-3146,2026-08-07,4020.55,WH-MIAMI
ORD-03147,CUST-JOIN-3147,2026-08-07,6586.59,WH-DETROIT
ORD-03148,CUST-JOIN-3148,2026-08-07,6382.13,WH-NEWYORK
ORD-03149,CUST-JOIN-3149,2026-08-07,6146.68,WH-CHICAGO
ORD-03150,CUST-JOIN-3150,2026-08-07,6569.45,WH-DETROIT
ORD-03151,CUST-JOIN-3151,2026-08-07,7823.57,WH-MIAMI
ORD-03152,CUST-JOIN-3152,2026-08-07,5350.56,WH-NEWYORK
ORD-03153,CUST-JOIN-3153,2026-08-07,3757.45,WH-NEWYORK
ORD-03154,CUST-JOIN-3154,2026-08-07,7540.56,WH-DETROIT
ORD-03155,CUST-JOIN-3155,2026-08-07,2348.07,WH-NEWYORK
ORD-03156,CUST-JOIN-3156,2026-08-07,5695.03,WH-DETROIT
ORD-03157,CUST-JOIN-3157,2026-08-07,1051.75,WH-NEWYORK
ORD-03158,CUST-JOIN-3158,2026-08-07,993.61,WH-MIAMI
ORD-03159,CUST-JOIN-3159,2026-08-07,1744.41,WH-MIAMI
ORD-03160,CUST-JOIN-3160,2026-08-07,6751.77,WH-MIAMI
ORD-03161,CUST-JOIN-3161,2026-08-07,6792.24,WH-CHICAGO
ORD-03162,CUST-JOIN-3162,2026-08-07,4512.36,WH-NEWYORK
ORD-03163,CUST-JOIN-3163,2026-08-07,6780.57,WH-DETROIT
ORD-03164,CUST-JOIN-3164,2026-08-07,3977.65,WH-NEWYORK
ORD-03165,CUST-JOIN-3165,2026-08-07,5064.25,WH-NEWYORK
ORD-03166,CUST-JOIN-3166,2026-08-07,2031.97,WH-MIAMI
ORD-03167,CUST-JOIN-3167,2026-08-07,432.85,WH-NEWYORK
ORD-03168,CUST-JOIN-3168,2026-08-07,5526.97,WH-CHICAGO
ORD-03169,CUST-JOIN-3169,2026-08-08,3472.29,WH-NEWYORK
ORD-03170,CUST-JOIN-3170,2026-08-08,3615.32,WH-MIAMI
ORD-03171,CUST-JOIN-3171,2026-08-08,5716.44,WH-MIAMI
ORD-03172,CUST-JOIN-3172,2026-08-08,1296.02,WH-CHICAGO
ORD-03173,CUST-JOIN-3173,2026-08-08,3365.43,WH-CHICAGO
ORD-03174,CUST-JOIN-3174,2026-08-08,7089.03,WH-CHICAGO
ORD-03175,CUST-JOIN-3175,2026-08-08,2926.27,WH-CHICAGO
ORD-03176,CUST-JOIN-3176,2026-08-08,2045.52,WH-NEWYORK
ORD-03177,CUST-JOIN-3177,2026-08-08,6215.74,WH-MIAMI
ORD-03178,CUST-JOIN-3178,2026-08-08,2203.18,WH-NEWYORK
ORD-03179,CUST-JOIN-3179,2026-08-08,389.33,WH-MIAMI
ORD-03180,CUST-JOIN-3180,2026-08-08,2846.59,WH-DETROIT
ORD-03181,CUST-JOIN-3181,2026-08-08,950.52,WH-MIAMI
ORD-03182,CUST-JOIN-3182,2026-08-08,6579.62,WH-DETROIT
ORD-03183,CUST-JOIN-3183,2026-08-08,4408.18,WH-CHICAGO
ORD-03184,CUST-JOIN-3184,2026-08-08,5101.15,WH-DETROIT
ORD-03185,CUST-JOIN-3185,2026-08-08,1468.33,WH-DETROIT
ORD-03186,CUST-JOIN-3186,2026-08-08,646.54,WH-DETROIT
ORD-03187,CUST-JOIN-3187,2026-08-08,4921.63,WH-CHICAGO
ORD-03188,CUST-JOIN-3188,2026-08-08,4737.82,WH-DETROIT
ORD-03189,CUST-JOIN-3189,2026-08-08,5922.11,WH-DETROIT
ORD-03190,CUST-JOIN-3190,2026-08-08,6137.23,WH-CHICAGO
ORD-03191,CUST-JOIN-3191,2026-08-08,6017.23,WH-MIAMI
ORD-03192,CUST-JOIN-3192,2026-08-08,413.41,WH-NEWYORK
ORD-03193,CUST-JOIN-3193,2026-08-09,2184.56,WH-NEWYORK
ORD-03194,CUST-JOIN-3194,2026-08-09,2890.74,WH-DETROIT
ORD-03195,CUST-JOIN-3195,2026-08-09,7040.29,WH-NEWYORK
ORD-03196,CUST-JOIN-3196,2026-08-09,4401.86,WH-CHICAGO
ORD-03197,CUST-JOIN-3197,2026-08-09,1347.53,WH-NEWYORK
ORD-03198,CUST-JOIN-3198,2026-08-09,7147.4,WH-DETROIT
ORD-03199,CUST-JOIN-3199,2026-08-09,5203.31,WH-NEWYORK
ORD-03200,CUST-JOIN-3200,2026-08-09,6140.1,WH-CHICAGO
ORD-03201,CUST-JOIN-3201,2026-08-09,4862.77,WH-MIAMI
ORD-03202,CUST-JOIN-3202,2026-08-09,531.88,WH-NEWYORK
ORD-03203,CUST-JOIN-3203,2026-08-09,1215.31,WH-DETROIT
ORD-03204,CUST-JOIN-3204,2026-08-09,5539.45,WH-MIAMI
ORD-03205,CUST-JOIN-3205,2026-08-09,957.5,WH-CHICAGO
ORD-03206,CUST-JOIN-3206,2026-08-09,6653.07,WH-CHICAGO
ORD-03207,CUST-JOIN-3207,2026-08-09,4892.12,WH-CHICAGO
ORD-03208,CUST-JOIN-3208,2026-08-09,6087.45,WH-NEWYORK
ORD-03209,CUST-JOIN-3209,2026-08-09,4861.23,WH-CHICAGO
ORD-03210,CUST-JOIN-3210,2026-08-09,4015.9,WH-NEWYORK
ORD-03211,CUST-JOIN-3211,2026-08-09,4430.1,WH-MIAMI
ORD-03212,CUST-JOIN-3212,2026-08-09,4148.23,WH-CHICAGO
ORD-03213,CUST-JOIN-3213,2026-08-09,7571.25,WH-CHICAGO
ORD-03214,CUST-JOIN-3214,2026-08-09,427.64,WH-NEWYORK
ORD-03215,CUST-JOIN-3215,2026-08-09,7635.73,WH-CHICAGO
ORD-03216,CUST-JOIN-3216,2026-08-09,6608.88,WH-MIAMI
ORD-03217,CUST-JOIN-3217,2026-08-10,423.64,WH-CHICAGO
ORD-03218,CUST-JOIN-3218,2026-08-10,6354.48,WH-DETROIT
ORD-03219,CUST-JOIN-3219,2026-08-10,4082.67,WH-CHICAGO
ORD-03220,CUST-JOIN-3220,2026-08-10,1846.03,WH-CHICAGO
ORD-03221,CUST-JOIN-3221,2026-08-10,7579.53,WH-DETROIT
ORD-03222,CUST-JOIN-3222,2026-08-10,3293.63,WH-CHICAGO
ORD-03223,CUST-JOIN-3223,2026-08-10,7931.5,WH-DETROIT
ORD-03224,CUST-JOIN-3224,2026-08-10,4943.11,WH-MIAMI
ORD-03225,CUST-JOIN-3225,2026-08-10,4247.31,WH-CHICAGO
ORD-03226,CUST-JOIN-3226,2026-08-10,5176.77,WH-NEWYORK
ORD-03227,CUST-JOIN-3227,2026-08-10,7392.68,WH-CHICAGO
ORD-03228,CUST-JOIN-3228,2026-08-10,3332.45,WH-CHICAGO
ORD-03229,CUST-JOIN-3229,2026-08-10,3856.53,WH-MIAMI
ORD-03230,CUST-JOIN-3230,2026-08-10,434.2,WH-NEWYORK
ORD-03231,CUST-JOIN-3231,2026-08-10,3027.05,WH-NEWYORK
ORD-03232,CUST-JOIN-3232,2026-08-10,999.03,WH-MIAMI
ORD-03233,CUST-JOIN-3233,2026-08-10,7458.52,WH-MIAMI
ORD-03234,CUST-JOIN-3234,2026-08-10,5427.03,WH-NEWYORK
ORD-03235,CUST-JOIN-3235,2026-08-10,977.73,WH-MIAMI
ORD-03236,CUST-JOIN-3236,2026-08-10,1306.57,WH-MIAMI
ORD-03237,CUST-JOIN-3237,2026-08-10,2320.87,WH-CHICAGO
ORD-03238,CUST-JOIN-3238,2026-08-10,6653.35,WH-CHICAGO
ORD-03239,CUST-JOIN-3239,2026-08-10,6973.39,WH-MIAMI
ORD-03240,CUST-JOIN-3240,2026-08-10,5734.92,WH-MIAMI
ORD-03241,CUST-JOIN-3241,2026-08-11,5968.77,WH-CHICAGO
ORD-03242,CUST-JOIN-3242,2026-08-11,527.9,WH-CHICAGO
ORD-03243,CUST-JOIN-3243,2026-08-11,3605.91,WH-NEWYORK
ORD-03244,CUST-JOIN-3244,2026-08-11,1082.09,WH-DETROIT
ORD-03245,CUST-JOIN-3245,2026-08-11,2396.55,WH-NEWYORK
ORD-03246,CUST-JOIN-3246,2026-08-11,1499.32,WH-CHICAGO
ORD-03247,CUST-JOIN-3247,2026-08-11,3293.23,WH-MIAMI
ORD-03248,CUST-JOIN-3248,2026-08-11,1958.64,WH-MIAMI
ORD-03249,CUST-JOIN-3249,2026-08-11,5108.18,WH-MIAMI
ORD-03250,CUST-JOIN-3250,2026-08-11,7415.86,WH-MIAMI
ORD-03251,CUST-JOIN-3251,2026-08-11,7440.81,WH-MIAMI
ORD-03252,CUST-JOIN-3252,2026-08-11,4407.83,WH-DETROIT
ORD-03253,CUST-JOIN-3253,2026-08-11,5893.07,WH-NEWYORK
ORD-03254,CUST-JOIN-3254,2026-08-11,4077.98,WH-MIAMI
ORD-03255,CUST-JOIN-3255,2026-08-11,6010.28,WH-CHICAGO
ORD-03256,CUST-JOIN-3256,2026-08-11,4742.9,WH-NEWYORK
ORD-03257,CUST-JOIN-3257,2026-08-11,1967.89,WH-DETROIT
ORD-03258,CUST-JOIN-3258,2026-08-11,4698.97,WH-CHICAGO
ORD-03259,CUST-JOIN-3259,2026-08-11,6377.99,WH-NEWYORK
ORD-03260,CUST-JOIN-3260,2026-08-11,4152.39,WH-DETROIT
ORD-03261,CUST-JOIN-3261,2026-08-11,7055.56,WH-NEWYORK
ORD-03262,CUST-JOIN-3262,2026-08-11,4191.59,WH-DETROIT
ORD-03263,CUST-JOIN-3263,2026-08-11,4288.45,WH-CHICAGO
ORD-03264,CUST-JOIN-3264,2026-08-11,3190.13,WH-MIAMI
ORD-03265,CUST-JOIN-3265,2026-08-12,2275.66,WH-CHICAGO
ORD-03266,CUST-JOIN-3266,2026-08-12,698.06,WH-DETROIT
ORD-03267,CUST-JOIN-3267,2026-08-12,4511.07,WH-MIAMI
ORD-03268,CUST-JOIN-3268,2026-08-12,3492.68,WH-MIAMI
ORD-03269,CUST-JOIN-3269,2026-08-12,4305.07,WH-MIAMI
ORD-03270,CUST-JOIN-3270,2026-08-12,7313.63,WH-NEWYORK
ORD-03271,CUST-JOIN-3271,2026-08-12,5676.35,WH-NEWYORK
ORD-03272,CUST-JOIN-3272,2026-08-12,1986.34,WH-MIAMI
ORD-03273,CUST-JOIN-3273,2026-08-12,2691.75,WH-DETROIT
ORD-03274,CUST-JOIN-3274,2026-08-12,5524.72,WH-DETROIT
ORD-03275,CUST-JOIN-3275,2026-08-12,1205.21,WH-CHICAGO
ORD-03276,CUST-JOIN-3276,2026-08-12,3471.4,WH-NEWYORK
ORD-03277,CUST-JOIN-3277,2026-08-12,4335.23,WH-NEWYORK
ORD-03278,CUST-JOIN-3278,2026-08-12,3959.09,WH-DETROIT
ORD-03279,CUST-JOIN-3279,2026-08-12,3634.88,WH-CHICAGO
ORD-03280,CUST-JOIN-3280,2026-08-12,232.63,WH-MIAMI
ORD-03281,CUST-JOIN-3281,2026-08-12,5831.21,WH-DETROIT
ORD-03282,CUST-JOIN-3282,2026-08-12,3473.49,WH-MIAMI
ORD-03283,CUST-JOIN-3283,2026-08-12,6689.98,WH-DETROIT
ORD-03284,CUST-JOIN-3284,2026-08-12,6304.21,WH-DETROIT
ORD-03285,CUST-JOIN-3285,2026-08-12,950.08,WH-DETROIT
ORD-03286,CUST-JOIN-3286,2026-08-12,690.74,WH-CHICAGO
ORD-03287,CUST-JOIN-3287,2026-08-12,5956.58,WH-DETROIT
ORD-03288,CUST-JOIN-3288,2026-08-12,7574.91,WH-CHICAGO
ORD-03289,CUST-JOIN-3289,2026-08-13,4162.5,WH-MIAMI
ORD-03290,CUST-JOIN-3290,2026-08-13,5281.48,WH-NEWYORK
ORD-03291,CUST-JOIN-3291,2026-08-13,3131.98,WH-DETROIT
ORD-03292,CUST-JOIN-3292,2026-08-13,2967.63,WH-DETROIT
ORD-03293,CUST-JOIN-3293,2026-08-13,7799.86,WH-MIAMI
ORD-03294,CUST-JOIN-3294,2026-08-13,1122.9,WH-DETROIT
ORD-03295,CUST-JOIN-3295,2026-08-13,1433.73,WH-DETROIT
ORD-03296,CUST-JOIN-3296,2026-08-13,3125.35,WH-MIAMI
ORD-03297,CUST-JOIN-3297,2026-08-13,4949.84,WH-CHICAGO
ORD-03298,CUST-JOIN-3298,2026-08-13,1775.63,WH-CHICAGO
ORD-03299,CUST-JOIN-3299,2026-08-13,5692.81,WH-NEWYORK
ORD-03300,CUST-JOIN-3300,2026-08-13,5271.34,WH-CHICAGO
ORD-03301,CUST-JOIN-3301,2026-08-13,3164.92,WH-CHICAGO
ORD-03302,CUST-JOIN-3302,2026-08-13,1108.15,WH-DETROIT
ORD-03303,CUST-JOIN-3303,2026-08-13,2368.23,WH-NEWYORK
ORD-03304,CUST-JOIN-3304,2026-08-13,4320.14,WH-MIAMI
ORD-03305,CUST-JOIN-3305,2026-08-13,2236.14,WH-MIAMI
ORD-03306,CUST-JOIN-3306,2026-08-13,3986.96,WH-MIAMI
ORD-03307,CUST-JOIN-3307,2026-08-13,4145.61,WH-DETROIT
ORD-03308,CUST-JOIN-3308,2026-08-13,7836.35,WH-MIAMI
ORD-03309,CUST-JOIN-3309,2026-08-13,2284.26,WH-DETROIT
ORD-03310,CUST-JOIN-3310,2026-08-13,565.48,WH-NEWYORK
