customer_id,total_transactions,purchase_count,days_as_customer,days_since_last_purchase,total_spent,transactions_per_month,avg_spend_per_transaction,lifetime_value_per_month,engagement_tier,spend_quartile,recency_score,frequency_score,monetary_score,rfm_score
CUST-ACT-02552,56,56,551,31,36761.09,3.0490018148820326,656.4480357142857,2001.5112522686022,medium,Q2,5,2,3,10
CUST-ACT-02553,8,8,673,19,16732.75,0.35661218424962854,2091.59375,745.8878157503715,low,Q1,5,1,2,8
CUST-ACT-02554,19,19,900,65,72833.42,0.6333333333333333,3833.337894736842,2427.7806666666665,low,Q4,4,1,5,10
CUST-ACT-02555,104,104,818,104,46415.25,3.8141809290953548,446.3004807692308,1702.2707823960882,medium,Q3,3,4,4,11
CUST-ACT-02556,4,4,913,4,2811.17,0.13143483023001096,702.7925,92.37141292442497,low,Q1,5,1,1,7
CUST-ACT-02557,145,145,310,38,63455.24,14.032258064516128,437.6223448275862,6140.829677419354,high,Q4,4,5,5,14
CUST-ACT-02558,29,29,137,129,31486.59,6.35036496350365,1085.7444827586207,6894.873722627738,medium,Q2,2,1,3,6
CUST-ACT-02559,89,89,768,117,18347.43,3.4765625,206.1508988764045,716.696484375,medium,Q1,2,3,2,7
CUST-ACT-02560,23,23,569,2,32278.53,1.2126537785588754,1403.414347826087,1701.855711775044,low,Q2,5,1,3,9
CUST-ACT-02561,95,95,803,4,66548.05,3.5491905354919053,700.5057894736842,2486.2285180572853,medium,Q4,5,4,5,14
CUST-ACT-02562,35,35,993,52,36505.48,1.0574018126888216,1043.0137142857143,1102.8845921450152,low,Q2,4,2,3,9
CUST-ACT-02563,67,67,453,40,73295.89,4.437086092715232,1093.9685074626866,4854.032450331126,medium,Q4,4,3,5,12
CUST-ACT-02564,109,109,450,38,74831.09,7.266666666666667,686.5237614678899,4988.739333333333,medium,Q4,4,4,5,13
CUST-ACT-02565,86,86,268,45,47158.9,9.626865671641792,548.3593023255814,5278.981343283582,medium,Q3,4,3,4,11
CUST-ACT-02566,31,31,597,140,61326.12,1.5577889447236182,1978.261935483871,3081.714572864322,low,Q4,2,1,5,8
CUST-ACT-02567,132,132,46,96,35776.4,86.08695652173913,271.03333333333336,23332.434782608696,high,Q2,3,5,3,11
CUST-ACT-02568,4,4,777,14,55806.05,0.15444015444015444,13951.5125,2154.6737451737454,low,Q3,5,1,4,10
CUST-ACT-02569,43,43,946,138,39072.92,1.3636363636363635,908.6725581395349,1239.0989429175474,low,Q3,2,2,3,7
CUST-ACT-02570,126,126,322,82,58659.26,11.73913043478261,465.5496825396826,5465.14844720497,high,Q4,3,5,4,12
CUST-ACT-02571,122,122,620,68,50942.12,5.903225806451613,417.5583606557377,2464.9412903225807,medium,Q3,4,5,4,13
CUST-ACT-02572,145,145,175,120,23309.84,24.857142857142858,160.7575172413793,3995.972571428572,high,Q2,2,5,2,9
CUST-ACT-02573,83,83,561,134,2024.1,4.438502673796791,24.386746987951806,108.24064171122994,medium,Q1,2,3,1,6
CUST-ACT-02574,91,91,527,102,42894.89,5.180265654648957,471.3724175824176,2441.834345351044,medium,Q3,3,4,3,10
CUST-ACT-02575,26,26,524,142,8504.32,1.4885496183206108,327.08923076923077,486.88854961832067,low,Q1,2,1,1,4
CUST-ACT-02576,20,20,668,154,32884.32,0.8982035928143713,1644.216,1476.8407185628744,low,Q2,1,1,3,5
CUST-ACT-02577,114,114,901,97,24856.72,3.7957824639289677,218.04140350877194,827.6377358490566,medium,Q2,3,4,2,9
CUST-ACT-02578,80,80,310,105,17721.99,7.741935483870967,221.524875,1715.0312903225806,medium,Q1,3,3,2,8
CUST-ACT-02579,67,67,520,96,30700.3,3.865384615384616,458.21343283582087,1771.1711538461539,medium,Q2,3,3,3,9
CUST-ACT-02580,39,39,277,162,56788.94,4.223826714801445,1456.1266666666668,6150.426714801445,medium,Q4,1,2,4,7
CUST-ACT-02581,49,49,73,52,6022.29,20.136986301369866,122.9038775510204,2474.9136986301373,high,Q1,4,2,1,7
CUST-ACT-02582,12,12,291,39,7053.92,1.2371134020618557,587.8266666666667,727.2082474226805,low,Q1,4,1,1,6
CUST-ACT-02583,63,63,944,163,64607.54,2.0021186440677967,1025.5165079365079,2053.205720338983,medium,Q4,1,3,5,9
CUST-ACT-02584,3,3,519,172,30251.04,0.17341040462427745,10083.68,1748.6150289017341,low,Q2,1,1,2,4
CUST-ACT-02585,16,16,145,102,56670.11,3.3103448275862073,3541.881875,11724.850344827588,medium,Q4,3,1,4,8
CUST-ACT-02586,34,34,651,135,68405.23,1.566820276497696,2011.9185294117647,3152.3147465437787,low,Q4,2,2,5,9
CUST-ACT-02587,61,61,628,62,4483.68,2.9140127388535033,73.50295081967214,214.18853503184715,medium,Q1,4,3,1,8
CUST-ACT-02588,45,45,338,126,23119.54,3.994082840236686,513.7675555555555,2052.0301775147927,medium,Q2,2,2,2,6
CUST-ACT-02589,43,43,164,126,45061.04,7.865853658536585,1047.9311627906977,8242.873170731707,medium,Q3,2,2,3,7
CUST-ACT-02590,82,82,605,102,18402.2,4.066115702479339,224.41707317073173,912.5057851239669,medium,Q1,3,3,2,8
CUST-ACT-02591,52,52,276,66,52140.35,5.6521739130434785,1002.6990384615384,5667.429347826087,medium,Q3,4,2,4,10
CUST-ACT-02592,42,42,541,14,30802.67,2.32902033271719,733.3969047619047,1708.0963031423287,medium,Q2,5,2,3,10
CUST-ACT-02593,102,102,747,141,68485.5,4.096385542168675,671.4264705882352,2750.421686746988,medium,Q4,2,4,5,11
CUST-ACT-02594,75,75,843,116,22567.75,2.6690391459074734,300.9033333333333,803.1227758007117,medium,Q2,2,3,2,7
CUST-ACT-02595,11,11,444,146,1133.2,0.7432432432432432,103.01818181818182,76.56756756756756,low,Q1,1,1,1,3
CUST-ACT-02596,53,53,572,120,37332.07,2.7797202797202796,704.378679245283,1957.9756993006993,medium,Q2,2,2,3,7
CUST-ACT-02597,4,4,981,56,29528.91,0.12232415902140671,7382.2275,903.0247706422017,low,Q2,4,1,2,7
CUST-ACT-02598,1,1,102,109,74738.5,0.29411764705882354,74738.5,21981.911764705885,low,Q4,2,1,5,8
CUST-ACT-02599,47,47,290,22,30674.83,4.862068965517242,652.6559574468085,3173.2582758620692,medium,Q2,5,2,3,10
CUST-ACT-02600,88,88,664,166,62981.28,3.9759036144578315,715.6963636363636,2845.5397590361445,medium,Q4,1,3,5,9
CUST-ACT-02601,60,60,94,120,37248.38,19.148936170212767,620.8063333333333,11887.78085106383,high,Q2,2,3,3,8
CUST-ACT-02602,73,73,446,108,40013.75,4.910313901345291,548.1335616438356,2691.5078475336322,medium,Q3,2,3,3,8
CUST-ACT-02603,132,132,498,69,7663.98,7.951807228915662,58.06045454545454,461.68554216867466,medium,Q1,4,5,1,10
CUST-ACT-02604,138,138,639,84,52399.24,6.478873239436619,379.7046376811594,2460.058215962441,medium,Q3,3,5,4,12
CUST-ACT-02605,102,102,486,41,51222.24,6.296296296296297,502.1788235294118,3161.866666666667,medium,Q3,4,4,4,12
CUST-ACT-02606,127,127,146,172,11877.63,26.095890410958905,93.52464566929133,2440.6089041095893,high,Q1,1,5,1,7
CUST-ACT-02607,25,25,432,7,6817.18,1.7361111111111112,272.6872,473.41527777777776,low,Q1,5,1,1,7
CUST-ACT-02608,136,136,538,156,72690.03,7.5836431226765795,534.4855147058823,4053.3473977695166,medium,Q4,1,5,5,11
CUST-ACT-02609,143,143,499,22,42401.98,8.597194388777556,296.5173426573427,2549.217234468938,medium,Q3,5,5,3,13
CUST-ACT-02610,48,48,536,43,17145.64,2.6865671641791042,357.2008333333333,959.6440298507462,medium,Q1,4,2,2,8
CUST-ACT-02611,35,35,537,80,22267.34,1.9553072625698324,636.2097142857143,1243.9854748603352,low,Q2,3,2,2,7
CUST-ACT-02612,104,104,587,17,26991.57,5.3151618398637135,259.53432692307695,1379.4669505962522,medium,Q2,5,4,2,11
CUST-ACT-02613,18,18,55,99,11730.69,9.818181818181818,651.705,6398.558181818183,medium,Q1,3,1,1,5
CUST-ACT-02614,4,4,62,25,39430.69,1.9354838709677418,9857.6725,19079.366129032256,low,Q3,5,1,3,9
CUST-ACT-02615,79,79,129,118,50178.03,18.372093023255815,635.1649367088608,11669.309302325582,high,Q3,2,3,4,9
CUST-ACT-02616,5,5,275,110,65188.03,0.5454545454545455,13037.606,7111.421454545455,low,Q4,2,1,5,8
CUST-ACT-02617,66,66,257,93,4404.36,7.7042801556420235,66.73272727272727,514.1276264591439,medium,Q1,3,3,1,7
CUST-ACT-02618,87,87,155,35,72843.65,16.838709677419352,837.2833333333333,14098.770967741933,high,Q4,5,3,5,13
CUST-ACT-02619,88,88,340,165,46289.29,7.764705882352941,526.014659090909,4084.349117647059,medium,Q3,1,3,4,8
CUST-ACT-02620,22,22,382,45,46450.88,1.7277486910994766,2111.4036363636365,3647.9748691099476,low,Q3,4,1,4,9
CUST-ACT-02621,117,117,546,4,17687.66,6.428571428571429,151.1765811965812,971.8494505494506,medium,Q1,5,4,2,11
CUST-ACT-02622,128,128,55,81,70505.25,69.81818181818183,550.822265625,38457.409090909096,high,Q4,3,5,5,13
CUST-ACT-02623,132,132,884,70,43858.47,4.479638009049774,332.26113636363635,1488.4096153846156,medium,Q3,4,5,3,12
CUST-ACT-02624,21,21,911,49,39696.07,0.6915477497255763,1890.2890476190476,1307.225137211855,low,Q3,4,1,3,8
CUST-ACT-02625,122,122,415,25,33516.41,8.819277108433734,274.72467213114754,2422.873012048193,medium,Q2,5,5,3,13
CUST-ACT-02626,137,137,726,136,16664.15,5.661157024793389,121.63613138686132,688.6012396694216,medium,Q1,2,5,2,9
CUST-ACT-02627,44,44,384,157,70550.48,3.4375,1603.4199999999998,5511.756249999999,medium,Q4,1,2,5,8
CUST-ACT-02628,57,57,171,91,38185.83,10.0,669.9268421052632,6699.268421052631,medium,Q3,3,2,3,8
CUST-ACT-02629,30,30,803,152,8564.73,1.1207970112079702,285.491,319.97745952677457,low,Q1,1,1,1,3
CUST-ACT-02630,93,93,98,16,30153.56,28.46938775510204,324.23182795698926,9230.681632653062,high,Q2,5,4,2,11
CUST-ACT-02631,117,117,448,118,21380.2,7.834821428571429,182.73675213675213,1431.7098214285716,medium,Q2,2,4,2,8
CUST-ACT-02632,68,68,962,21,50688.05,2.1205821205821205,745.4125,1580.7084199584199,medium,Q3,5,3,4,12
CUST-ACT-02633,43,43,516,89,9487.29,2.5,220.63465116279073,551.5866279069768,medium,Q1,3,2,1,6
CUST-ACT-02634,137,137,404,15,10559.98,10.173267326732674,77.08014598540146,784.1569306930693,high,Q1,5,5,1,11
CUST-ACT-02635,86,86,239,97,62606.69,10.794979079497908,727.9847674418605,7858.580334728033,high,Q4,3,3,5,11
CUST-ACT-02636,10,10,830,18,70348.46,0.3614457831325301,7034.8460000000005,2542.715421686747,low,Q4,5,1,5,11
CUST-ACT-02637,68,68,882,153,35686.42,2.312925170068027,524.800294117647,1213.8238095238096,medium,Q2,1,3,3,7
CUST-ACT-02638,49,49,295,22,19772.89,4.983050847457627,403.52836734693875,2010.8023728813557,medium,Q2,5,2,2,9
CUST-ACT-02639,31,31,950,155,56966.58,0.9789473684210526,1837.631612903226,1798.9446315789473,low,Q4,1,1,4,6
CUST-ACT-02640,94,94,138,17,22874.49,20.434782608695652,243.34563829787237,4972.7152173913055,high,Q2,5,4,2,11
CUST-ACT-02641,100,100,266,101,24679.26,11.278195488721805,246.7926,2783.3751879699244,high,Q2,3,4,2,9
CUST-ACT-02642,110,110,65,16,68929.07,50.769230769230774,626.6279090909092,31813.41692307693,high,Q4,5,4,5,14
CUST-ACT-02643,69,69,298,174,42699.27,6.946308724832215,618.8299999999999,4298.584228187919,medium,Q3,1,3,3,7
CUST-ACT-02644,12,12,467,83,41117.7,0.7708779443254818,3426.475,2641.3940042826553,low,Q3,3,1,3,7
CUST-ACT-02645,97,97,384,8,14953.32,7.578125,154.1579381443299,1168.2281249999999,medium,Q1,5,4,1,10
CUST-ACT-02646,67,67,930,86,70322.34,2.161290322580645,1049.5871641791043,2268.4625806451613,medium,Q4,3,3,5,11
CUST-ACT-02647,146,146,872,162,22072.09,5.022935779816514,151.17869863013698,759.3608944954128,medium,Q2,1,5,2,8
CUST-ACT-02648,40,40,580,48,37617.32,2.0689655172413794,940.433,1945.7234482758622,medium,Q3,4,2,3,9
CUST-ACT-02649,96,96,845,141,39452.96,3.4082840236686387,410.9683333333333,1400.6968047337277,medium,Q3,2,4,3,9
CUST-ACT-02650,62,62,381,44,7503.18,4.881889763779528,121.01903225806453,590.8015748031496,medium,Q1,4,3,1,8
CUST-ACT-02651,22,22,289,72,13156.83,2.283737024221453,598.0377272727272,1365.7608996539793,medium,Q1,3,1,1,5
CUST-ACT-02652,16,16,617,39,14463.89,0.7779578606158833,903.993125,703.2685575364668,low,Q1,4,1,1,6
CUST-ACT-02653,65,65,227,50,46041.16,8.590308370044053,708.3255384615385,6084.734801762115,medium,Q3,4,3,4,11
CUST-ACT-02654,82,82,316,163,23877.0,7.784810126582278,291.1829268292683,2266.8037974683543,medium,Q2,1,3,2,6
CUST-ACT-02655,82,82,302,73,25943.48,8.14569536423841,316.3839024390244,2577.1668874172187,medium,Q2,3,3,2,8
CUST-ACT-02656,104,104,414,121,43180.77,7.536231884057971,415.1997115384615,3129.0413043478256,medium,Q3,2,4,3,9
CUST-ACT-02657,80,80,391,144,4662.73,6.138107416879795,58.284124999999996,357.7542199488491,medium,Q1,1,3,1,5
CUST-ACT-02658,117,117,313,83,70868.13,11.21405750798722,605.7105128205128,6792.472523961662,high,Q4,3,4,5,12
CUST-ACT-02659,64,64,213,70,70976.87,9.014084507042254,1109.01359375,9996.742253521126,medium,Q4,4,3,5,12
CUST-ACT-02660,41,41,317,153,73521.71,3.8801261829653,1793.2124390243905,6957.890536277603,medium,Q4,1,2,5,8
CUST-ACT-02661,119,119,817,175,20000.5,4.369645042839657,168.07142857142858,734.4124847001224,medium,Q2,1,4,2,7
CUST-ACT-02662,11,11,913,16,46875.61,0.3614457831325301,4261.419090909091,1540.2719605695509,low,Q3,5,1,4,10
CUST-ACT-02663,83,83,220,139,55662.09,11.318181818181818,670.6275903614458,7590.285,high,Q3,2,3,4,9
CUST-ACT-02664,116,116,761,86,32408.23,4.572930354796321,279.3812931034483,1277.5911957950066,medium,Q2,3,4,3,10
CUST-ACT-02665,7,7,876,168,52982.88,0.2397260273972603,7568.982857142857,1814.482191780822,low,Q3,1,1,4,6
CUST-ACT-02666,73,73,828,61,14606.19,2.644927536231884,200.08479452054794,529.2097826086956,medium,Q1,4,3,1,8
CUST-ACT-02667,19,19,578,142,46191.48,0.986159169550173,2431.1305263157897,2397.4816608996543,low,Q3,2,1,4,7
CUST-ACT-02668,123,123,598,78,6949.65,6.170568561872909,56.50121951219512,348.6446488294314,medium,Q1,3,5,1,9
CUST-ACT-02669,52,52,798,93,37171.31,1.9548872180451127,714.8328846153846,1397.4176691729322,low,Q2,3,2,3,8
CUST-ACT-02670,80,80,420,39,3670.81,5.714285714285714,45.885125,262.2007142857143,medium,Q1,4,3,1,8
CUST-ACT-02671,122,122,119,99,2228.03,30.7563025210084,18.26254098360656,561.6882352941177,high,Q1,3,5,1,9
CUST-ACT-02672,145,145,185,9,66539.9,23.513513513513512,458.89586206896547,10790.254054054052,high,Q4,5,5,5,15
CUST-ACT-02673,114,114,833,78,48531.47,4.105642256902761,425.71464912280703,1747.8320528211286,medium,Q3,3,4,4,11
CUST-ACT-02674,78,78,357,101,54174.98,6.554621848739496,694.5510256410257,4552.519327731093,medium,Q3,3,3,4,10
CUST-ACT-02675,5,5,722,36,56761.04,0.20775623268698062,11352.208,2358.491966759003,low,Q4,5,1,4,10
CUST-ACT-02676,23,23,861,40,36793.79,0.8013937282229965,1599.73,1282.0135888501743,low,Q2,4,1,3,8
CUST-ACT-02677,34,34,944,66,59763.96,1.0805084745762712,1757.7635294117647,1899.2783898305086,low,Q4,4,2,4,10
CUST-ACT-02678,52,52,364,123,66172.41,4.285714285714286,1272.5463461538461,5453.770054945056,medium,Q4,2,2,5,9
CUST-ACT-02679,64,64,118,121,57486.6,16.271186440677965,898.228125,14615.237288135593,high,Q4,2,3,4,9
CUST-ACT-02680,2,2,504,90,69471.34,0.11904761904761904,34735.67,4135.198809523809,low,Q4,3,1,5,9
CUST-ACT-02681,63,63,195,105,10311.14,9.692307692307692,163.6688888888889,1586.3292307692307,medium,Q1,3,3,1,7
CUST-ACT-02682,32,32,82,162,64404.62,11.707317073170731,2012.644375,23562.66585365854,high,Q4,1,2,5,8
CUST-ACT-02683,102,102,895,136,23842.89,3.4189944134078214,233.75382352941176,799.2030167597766,medium,Q2,2,4,2,8
CUST-ACT-02684,4,4,135,8,24061.25,0.8888888888888888,6015.3125,5346.944444444444,low,Q2,5,1,2,8
CUST-ACT-02685,76,76,173,69,9592.97,13.179190751445088,126.2232894736842,1663.5208092485548,high,Q1,4,3,1,8
CUST-ACT-02686,52,52,361,112,3821.29,4.321329639889197,73.48634615384616,317.55872576177285,medium,Q1,2,2,1,5
CUST-ACT-02687,14,14,144,161,72206.66,2.916666666666667,5157.618571428572,15043.054166666669,medium,Q4,1,1,5,7
CUST-ACT-02688,71,71,923,20,4083.51,2.307692307692308,57.51422535211268,132.72513542795235,medium,Q1,5,3,1,9
CUST-ACT-02689,148,148,60,121,12055.75,74.0,81.45777027027027,6027.875,high,Q1,2,5,1,8
CUST-ACT-02690,88,88,296,160,18165.95,8.91891891891892,206.43125,1841.143581081081,medium,Q1,1,3,2,6
CUST-ACT-02691,21,21,811,116,62589.28,0.7768187422934648,2980.441904761905,2315.2631319358816,low,Q4,2,1,5,8
CUST-ACT-02692,121,121,197,169,34518.9,18.426395939086294,285.2801652892562,5256.685279187817,high,Q2,1,5,3,9
CUST-ACT-02693,131,131,464,100,32805.13,8.469827586206897,250.42083969465648,2121.021336206896,medium,Q2,3,5,3,11
CUST-ACT-02694,3,3,286,41,20092.62,0.3146853146853147,6697.54,2107.6174825174826,low,Q2,4,1,2,7
CUST-ACT-02695,115,115,323,148,13448.46,10.68111455108359,116.9431304347826,1249.0829721362227,high,Q1,1,4,1,6
CUST-ACT-02696,146,146,874,79,15301.98,5.0114416475972545,104.80808219178081,525.2395881006865,medium,Q1,3,5,2,10
CUST-ACT-02697,132,132,38,128,29059.32,104.21052631578948,220.14636363636365,22941.568421052634,high,Q2,2,5,2,9
CUST-ACT-02698,62,62,770,155,52400.14,2.4155844155844153,845.1635483870967,2041.563896103896,medium,Q3,1,3,4,8
CUST-ACT-02699,86,86,251,140,37066.86,10.278884462151394,431.01,4430.301992031872,high,Q2,2,3,3,8
CUST-ACT-02700,117,117,452,50,26138.61,7.765486725663717,223.40692307692308,1734.8634955752214,medium,Q2,4,4,2,10
CUST-ACT-02701,52,52,908,65,10008.85,1.7180616740088106,192.47788461538462,330.6888766519824,low,Q1,4,2,1,7
CUST-ACT-02702,135,135,247,129,33012.89,16.396761133603242,244.53992592592593,4009.6627530364376,high,Q2,2,5,3,10
CUST-ACT-02703,73,73,120,77,62165.26,18.25,851.5789041095891,15541.315,high,Q4,3,3,5,11
CUST-ACT-02704,44,44,763,41,70496.66,1.7300131061598951,1602.1968181818183,2771.8214941022284,low,Q4,4,2,5,11
CUST-ACT-02705,104,104,619,68,46869.74,5.040387722132472,450.6705769230769,2271.5544426494343,medium,Q3,4,4,4,12
CUST-ACT-02706,46,46,286,12,5220.65,4.825174825174825,113.49239130434782,547.6206293706293,medium,Q1,5,2,1,8
CUST-ACT-02707,136,136,665,171,62598.36,6.135338345864661,460.28205882352944,2823.986165413534,medium,Q4,1,5,5,11
CUST-ACT-02708,1,1,87,171,64313.45,0.3448275862068966,64313.45,22177.05172413793,low,Q4,1,1,5,7
CUST-ACT-02709,80,80,452,91,12292.53,5.3097345132743365,153.65662500000002,815.8758849557522,medium,Q1,3,3,1,7
CUST-ACT-02710,6,6,59,151,46986.47,3.050847457627119,7831.078333333334,23891.425423728815,medium,Q3,1,1,4,6
CUST-ACT-02711,14,14,262,68,11377.66,1.603053435114504,812.6899999999999,1302.7854961832063,low,Q1,4,1,1,6
CUST-ACT-02712,16,16,343,152,58430.27,1.3994169096209912,3651.891875,5110.519241982507,low,Q4,1,1,4,6
CUST-ACT-02713,61,61,558,3,43462.29,3.279569892473118,712.4965573770492,2336.682258064516,medium,Q3,5,3,3,11
CUST-ACT-02714,82,82,412,34,68704.56,5.9708737864077674,837.8604878048781,5002.759223300971,medium,Q4,5,3,5,13
CUST-ACT-02715,14,14,644,58,12798.55,0.6521739130434783,914.1821428571428,596.2057453416149,low,Q1,4,1,1,6
CUST-ACT-02716,120,120,280,141,27543.7,12.857142857142856,229.53083333333333,2951.110714285714,high,Q2,2,5,2,9
CUST-ACT-02717,148,148,519,174,40598.04,8.554913294797688,274.3110810810811,2346.707514450867,medium,Q3,1,5,3,9
CUST-ACT-02718,10,10,539,42,7856.08,0.5565862708719852,785.608,437.25862708719853,low,Q1,4,1,1,6
CUST-ACT-02719,101,101,756,133,70498.48,4.007936507936508,698.0047524752475,2797.55873015873,medium,Q4,2,4,5,11
CUST-ACT-02720,142,142,184,141,33853.29,23.152173913043477,238.40345070422535,5519.558152173913,high,Q2,2,5,3,10
CUST-ACT-02721,27,27,292,115,52981.74,2.7739726027397262,1962.2866666666666,5443.329452054795,medium,Q3,2,1,4,7
CUST-ACT-02722,4,4,957,50,7772.45,0.12539184952978058,1943.1125,243.65047021943573,low,Q1,4,1,1,6
CUST-ACT-02723,52,52,40,128,71252.29,39.0,1370.236346153846,53439.2175,high,Q4,2,2,5,9
CUST-ACT-02724,30,30,871,174,8381.0,1.0332950631458093,279.3666666666667,288.6681974741676,low,Q1,1,1,1,3
CUST-ACT-02725,32,32,191,92,56931.18,5.026178010471204,1779.099375,8942.070157068063,medium,Q4,3,2,4,9
CUST-ACT-02726,82,82,847,9,32380.03,2.904368358913813,394.87841463414634,1146.8723730814638,medium,Q2,5,3,3,11
CUST-ACT-02727,149,149,970,123,73423.81,4.608247422680412,492.7772483221476,2270.839484536082,medium,Q4,2,5,5,12
CUST-ACT-02728,21,21,757,109,30539.28,0.8322324966974901,1454.2514285714285,1210.2752972258916,low,Q2,2,1,3,6
CUST-ACT-02729,53,53,911,65,39426.89,1.7453347969264543,743.9035849056604,1298.360812294182,low,Q3,4,2,3,9
CUST-ACT-02730,84,84,502,123,20887.2,5.0199203187251,248.65714285714287,1248.2390438247012,medium,Q2,2,3,2,7
CUST-ACT-02731,36,36,320,98,32946.53,3.375,915.1813888888888,3088.7371875,medium,Q2,3,2,3,8
CUST-ACT-02732,44,44,839,152,68165.5,1.5733015494636473,1549.215909090909,2437.3837902264604,low,Q4,1,2,5,8
CUST-ACT-02733,20,20,66,5,45215.78,9.09090909090909,2260.7889999999998,20552.62727272727,medium,Q3,5,1,4,10
CUST-ACT-02734,27,27,565,99,71113.12,1.4336283185840708,2633.819259259259,3775.917876106195,low,Q4,3,1,5,9
CUST-ACT-02735,100,100,369,48,37571.74,8.130081300813007,375.7174,3054.6130081300807,medium,Q2,4,4,3,11
CUST-ACT-02736,51,51,900,15,34608.8,1.7,678.6039215686275,1153.6266666666668,low,Q2,5,2,3,10
CUST-ACT-02737,68,68,546,162,42583.84,3.7362637362637363,626.2329411764705,2339.7714285714283,medium,Q3,1,3,3,7
CUST-ACT-02738,84,84,448,89,59711.89,5.625,710.8558333333333,3998.5640625,medium,Q4,3,3,4,10
CUST-ACT-02739,40,40,618,39,48734.11,1.9417475728155338,1218.35275,2365.733495145631,low,Q3,4,2,4,10
CUST-ACT-02740,40,40,75,22,24145.89,16.0,603.64725,9658.356,high,Q2,5,2,2,9
CUST-ACT-02741,27,27,255,168,6086.27,3.176470588235294,225.4174074074074,716.0317647058824,medium,Q1,1,1,1,3
CUST-ACT-02742,21,21,701,125,26690.2,0.8987161198288159,1270.9619047619049,1142.2339514978603,low,Q2,2,1,2,5
CUST-ACT-02743,45,45,646,62,35597.31,2.089783281733746,791.0513333333333,1653.1258513931887,medium,Q2,4,2,3,9
CUST-ACT-02744,140,140,940,99,48544.68,4.468085106382979,346.74771428571427,1549.2982978723405,medium,Q3,3,5,4,12
CUST-ACT-02745,127,127,944,142,47470.81,4.036016949152542,373.785905511811,1508.60625,medium,Q3,2,5,4,11
CUST-ACT-02746,144,144,609,74,73455.1,7.0935960591133,510.1048611111112,3618.477832512315,medium,Q4,3,5,5,13
CUST-ACT-02747,130,130,238,10,35958.32,16.386554621848738,276.6024615384615,4532.561344537815,high,Q2,5,5,3,13
CUST-ACT-02748,14,14,43,64,63667.13,9.767441860465116,4547.652142857142,44418.92790697674,medium,Q4,4,1,5,10
CUST-ACT-02749,134,134,742,58,57734.33,5.4177897574123985,430.8532089552239,2334.272102425876,medium,Q4,4,5,4,13
CUST-ACT-02750,96,96,437,6,58955.03,6.590389016018307,614.1148958333333,4047.2560640732268,medium,Q4,5,4,4,13
CUST-ACT-02751,94,94,791,67,39590.43,3.5651074589127685,421.1747872340426,1501.5333754740834,medium,Q3,4,4,3,11
CUST-ACT-02752,58,58,565,115,40353.01,3.0796460176991154,695.7415517241379,2142.6376991150446,medium,Q3,2,2,3,7
CUST-ACT-02753,3,3,143,5,59035.13,0.6293706293706294,19678.376666666667,12384.992307692308,low,Q4,5,1,4,10
CUST-ACT-02754,148,148,605,122,69495.3,7.338842975206611,469.56283783783783,3446.0479338842974,medium,Q4,2,5,5,12
CUST-ACT-02755,32,32,137,121,60607.31,7.007299270072993,1893.9784375,13271.673722627738,medium,Q4,2,2,5,9
CUST-ACT-02756,100,100,931,25,68839.32,3.2223415682062297,688.3932000000001,2218.238023630505,medium,Q4,5,4,5,14
CUST-ACT-02757,28,28,705,8,45817.61,1.1914893617021276,1636.3432142857143,1949.6855319148935,low,Q3,5,1,4,10
CUST-ACT-02758,75,75,484,155,34795.97,4.648760330578512,463.9462666666667,2156.775,medium,Q2,1,3,3,7
CUST-ACT-02759,61,61,417,77,16060.42,4.388489208633094,263.2855737704918,1155.4258992805755,medium,Q1,3,3,2,8
CUST-ACT-02760,23,23,601,94,49572.13,1.1480865224625623,2155.31,2474.482362728785,low,Q3,3,1,4,8
CUST-ACT-02761,107,107,138,101,60081.51,23.260869565217394,561.5094392523365,13061.197826086958,high,Q4,3,4,5,12
CUST-ACT-02762,124,124,999,131,27430.69,3.723723723723724,221.21524193548387,823.7444444444445,medium,Q2,2,5,2,9
CUST-ACT-02763,60,60,934,21,19715.48,1.9271948608137046,328.59133333333335,633.2595289079229,low,Q2,5,3,2,10
CUST-ACT-02764,75,75,53,126,8668.8,42.45283018867924,115.58399999999999,4906.867924528302,high,Q1,2,3,1,6
CUST-ACT-02765,132,132,772,131,29840.66,5.129533678756476,226.06560606060606,1159.611139896373,medium,Q2,2,5,2,9
CUST-ACT-02766,6,6,602,61,21658.89,0.29900332225913623,3609.815,1079.3466777408637,low,Q2,4,1,2,7
CUST-ACT-02767,105,105,945,138,41902.36,3.3333333333333335,399.07009523809523,1330.233650793651,medium,Q3,2,4,3,9
CUST-ACT-02768,104,104,525,75,11372.13,5.942857142857143,109.34740384615384,649.8359999999999,medium,Q1,3,4,1,8
CUST-ACT-02769,72,72,320,17,65209.8,6.75,905.6916666666667,6113.418750000001,medium,Q4,5,3,5,13
CUST-ACT-02770,60,60,412,110,39542.59,4.368932038834951,659.0431666666666,2879.3148058252427,medium,Q3,2,3,3,8
CUST-ACT-02771,71,71,65,101,22496.93,32.769230769230774,316.8581690140845,10383.198461538463,high,Q2,3,3,2,8
CUST-ACT-02772,25,25,75,113,56815.0,10.0,2272.6,22726.0,medium,Q4,2,1,4,7
CUST-ACT-02773,23,23,971,30,37521.56,0.7106076210092688,1631.3721739130433,1159.2654994850668,low,Q2,5,1,3,9
