event_id,shipment_id,origin_hub,current_facility,destination_hub,event_timestamp,scan_type,actual_dwell,average_dwell,dwell_duration_seconds,avg_dwell_baseline_seconds,yard_queue_count,yard_max_capacity,weather_condition,weather_exception,traffic_congestion_level,gps_latitude,gps_longitude,sla_deadline_timestamp,carrier_id,dwell_normalized,dwell_zscore,dwell_rank,delay_risk_score
EV-012399,LGS-3399-ROUTE,HUB-MIAMI,HUB-ATLANTA,HUB-DETROIT,2026-08-01T19:59:39Z,YARD_DEPARTURE,2457,3600,2457,3600,10,30,CLEAR,True,LOW,32.2794,-45.0101,2026-08-04T19:59:39Z,CR-DHL,0.23831620815379517,-1.1350076376830454,8681,0.2715611534637057
EV-012400,LGS-3400-ROUTE,HUB-CHICAGO,HUB-FRANKFURT,HUB-NEWYORK,2026-08-01T20:00:06Z,WAYPOINT_SCAN,3960,3600,3960,3600,21,30,CLEAR,False,LOW,31.3167,-32.5537,2026-08-03T20:00:06Z,CR-USPS,0.4043752071594299,-0.1613900956388765,5603,0.5283394100099437
EV-012401,LGS-3401-ROUTE,HUB-SINGAPORE,HUB-SINGAPORE,HUB-MIAMI,2026-08-01T20:00:34Z,YARD_DEPARTURE,4015,3600,4015,3600,6,30,CLEAR,False,HEAVY,47.341,-104.2536,2026-08-03T08:00:34Z,CR-MAERSK,0.4104518837697492,-0.12576204187145845,5469,0.31769970169042094
EV-012402,LGS-3402-ROUTE,HUB-NEWYORK,HUB-LOSANGELES,HUB-ATLANTA,2026-08-01T20:01:00Z,YARD_DEPARTURE,6617,3600,6617,3600,8,30,FOG,False,MODERATE,47.2943,-27.4477,2026-08-02T20:01:00Z,CR-USPS,0.6979339299524915,1.5597687927252997,599,0.5187603579714949
EV-012403,LGS-3403-ROUTE,HUB-SEATTLE,HUB-SEATTLE,HUB-LOSANGELES,2026-08-01T20:01:32Z,WAYPOINT_SCAN,6459,3600,6459,3600,6,30,CLEAR,False,LOW,31.7184,-117.8486,2026-08-04T20:01:32Z,CR-DHL,0.6804772953264833,1.4574191109934442,757,0.4797149486244614
EV-012404,LGS-3404-ROUTE,HUB-DETROIT,HUB-SINGAPORE,HUB-MEMPHIS,2026-08-01T20:01:50Z,CUSTOMS_CLEARANCE,1256,2400,1256,2400,2,30,CLEAR,False,HEAVY,36.8873,-81.6723,2026-08-02T20:01:50Z,CR-MAERSK,0.10562368799027731,-1.9129947754043006,9736,0.07765992707988068
EV-012405,LGS-3405-ROUTE,HUB-CHICAGO,HUB-CHICAGO,HUB-SEATTLE,2026-08-01T20:02:36Z,CUSTOMS_CLEARANCE,4194,4800,4194,4800,8,30,HEAVY_RAIN,False,LOW,37.1952,-66.8759,2026-08-04T20:02:36Z,CR-UPS,0.4302287040106066,-0.009808921428407079,5051,0.3581372224063639
EV-012406,LGS-3406-ROUTE,HUB-MEMPHIS,HUB-MEMPHIS,HUB-CHICAGO,2026-08-01T20:02:55Z,WAYPOINT_SCAN,6870,4800,6870,4800,21,30,SNOWSTORM,False,HEAVY,38.8583,-112.1581,2026-08-04T20:02:55Z,CR-DHL,0.7258866423599603,1.7236578400554226,431,0.7212462711302619
EV-012407,LGS-3407-ROUTE,HUB-SEATTLE,HUB-MEMPHIS,HUB-MIAMI,2026-08-01T20:03:23Z,YARD_DEPARTURE,4774,4800,4774,4800,29,30,FOG,False,MODERATE,47.5833,-49.5047,2026-08-04T20:03:23Z,CR-FEDEX,0.49431002099215554,0.36590510011891025,3605,0.6965860125952934
EV-012408,LGS-3408-ROUTE,HUB-FRANKFURT,HUB-SINGAPORE,HUB-NEWYORK,2026-08-01T20:04:09Z,HUB_INGEST,6178,4800,6178,4800,3,30,HEAVY_RAIN,False,LOW,41.2914,-78.9733,2026-08-04T20:04:09Z,CR-MAERSK,0.6494310020992156,1.2753921453817267,1034,0.4182300298309579
EV-012409,LGS-3409-ROUTE,HUB-HOUSTON,HUB-CHICAGO,HUB-MEMPHIS,2026-08-01T20:04:35Z,TRANSFER_ARRIVE,2737,2400,2737,2400,22,30,CLEAR,False,LOW,38.9917,-106.7365,2026-08-02T20:04:35Z,CR-USPS,0.2692520163517843,-0.953628454867099,8243,0.4615512098110706
EV-012410,LGS-3410-ROUTE,HUB-HOUSTON,HUB-HOUSTON,HUB-SINGAPORE,2026-08-01T20:05:04Z,TRANSFER_ARRIVE,2915,3600,2915,3600,12,30,CLEAR,True,HEAVY,32.8161,-86.4621,2026-08-03T20:05:04Z,CR-DHL,0.28891835156336315,-0.8383231172198189,7922,0.330493868080875
EV-012411,LGS-3411-ROUTE,HUB-HOUSTON,HUB-DETROIT,HUB-FRANKFURT,2026-08-01T20:05:34Z,TRANSFER_ARRIVE,5765,3600,5765,3600,6,30,CLEAR,False,LOW,26.091,-46.6669,2026-08-04T20:05:34Z,CR-USPS,0.6038006850071815,1.0078578507282059,1643,0.43370898243288036
EV-012412,LGS-3412-ROUTE,HUB-LOSANGELES,HUB-HOUSTON,HUB-DETROIT,2026-08-01T20:05:55Z,HUB_INGEST,3328,3600,3328,3600,19,30,CLEAR,False,SEVERE_GRIDLOCK,49.789,-94.5823,2026-08-03T08:05:55Z,CR-UPS,0.3345486686553972,-0.5707888225662981,7064,0.45787205833609546
EV-012413,LGS-3413-ROUTE,HUB-FRANKFURT,HUB-FRANKFURT,HUB-NEWYORK,2026-08-01T20:06:34Z,YARD_DEPARTURE,5244,4800,5244,4800,7,30,CLEAR,False,HEAVY,44.3376,-61.5135,2026-08-04T20:06:34Z,CR-USPS,0.546237984753066,0.6703630141313915,2596,0.4134570765661253
EV-012414,LGS-3414-ROUTE,HUB-DETROIT,HUB-SINGAPORE,HUB-NEWYORK,2026-08-01T20:07:03Z,CUSTOMS_CLEARANCE,4039,4800,4039,4800,23,30,SNOWSTORM,False,MODERATE,27.0089,-31.7937,2026-08-02T20:07:03Z,CR-DHL,0.413103524472434,-0.11021525477294877,5411,0.5621478289691746
EV-012415,LGS-3415-ROUTE,HUB-SEATTLE,HUB-SEATTLE,HUB-HOUSTON,2026-08-01T20:07:30Z,WAYPOINT_SCAN,1668,2400,1668,2400,23,30,CLEAR,False,LOW,33.0337,-42.4692,2026-08-04T20:07:30Z,CR-MAERSK,0.1511435200530328,-1.6461082635465512,9513,0.404971826317534
EV-012416,LGS-3416-ROUTE,HUB-LOSANGELES,HUB-HOUSTON,HUB-CHICAGO,2026-08-01T20:07:56Z,TRANSFER_ARRIVE,3070,2400,3070,2400,24,30,CLEAR,False,LOW,42.4701,-21.85,2026-08-03T08:07:56Z,CR-DHL,0.30604353110153576,-0.7379167838752771,7601,0.51219754723235
EV-012417,LGS-3417-ROUTE,HUB-MIAMI,HUB-MIAMI,HUB-FRANKFURT,2026-08-01T20:08:28Z,HUB_INGEST,3059,3600,3059,3600,27,30,MODERATE,False,MODERATE,30.6463,-31.5836,2026-08-02T20:08:28Z,CR-FEDEX,0.3048281957794719,-0.7450423946287608,7627,0.5543254888962545
EV-012418,LGS-3418-ROUTE,HUB-MEMPHIS,HUB-NEWYORK,HUB-HOUSTON,2026-08-01T20:09:05Z,WAYPOINT_SCAN,6009,3600,6009,3600,23,30,CLEAR,False,MODERATE,27.8373,-59.6081,2026-08-04T20:09:05Z,CR-FEDEX,0.6307590321511435,1.1659168528963877,1280,0.6927411335764004
EV-012419,LGS-3419-ROUTE,HUB-FRANKFURT,HUB-SINGAPORE,HUB-NEWYORK,2026-08-01T20:09:24Z,YARD_DEPARTURE,5026,3600,5026,3600,13,30,CLEAR,False,LOW,39.8587,-54.8426,2026-08-03T08:09:24Z,CR-USPS,0.5221522483703458,0.5291463646532619,3026,0.4847199204507789
EV-012420,LGS-3420-ROUTE,HUB-MEMPHIS,HUB-MIAMI,HUB-LOSANGELES,2026-08-01T20:10:09Z,HUB_INGEST,5152,3600,5152,3600,4,30,SNOWSTORM,True,HEAVY,33.8841,-89.2637,2026-08-02T20:10:09Z,CR-USPS,0.5360733620594409,0.6107669969204378,2779,0.3645011600928074
EV-012421,LGS-3421-ROUTE,HUB-SEATTLE,HUB-NEWYORK,HUB-MIAMI,2026-08-01T20:10:29Z,HUB_INGEST,3848,3600,3848,3600,21,30,HEAVY_RAIN,False,HEAVY,47.349,0.8241,2026-08-04T20:10:29Z,CR-DHL,0.39200088388023424,-0.233941768765255,5851,0.5209148160424263
EV-012422,LGS-3422-ROUTE,HUB-CHICAGO,HUB-FRANKFURT,HUB-NEWYORK,2026-08-01T20:11:07Z,WAYPOINT_SCAN,3881,3600,3881,3600,14,30,CLEAR,False,LOW,50.6693,-3.24,2026-08-03T08:11:07Z,CR-USPS,0.3956468898464258,-0.21256493650480418,5773,0.42310241962214123
EV-012423,LGS-3423-ROUTE,HUB-SEATTLE,HUB-NEWYORK,HUB-LOSANGELES,2026-08-01T20:11:22Z,WAYPOINT_SCAN,5932,4800,5932,4800,4,30,CLEAR,False,MODERATE,40.8669,-14.784,2026-08-02T20:11:22Z,CR-USPS,0.6222516848966965,1.1160375776220024,1388,0.41620815379516074
EV-012424,LGS-3424-ROUTE,HUB-NEWYORK,HUB-MIAMI,HUB-CHICAGO,2026-08-01T20:12:02Z,TRANSFER_ARRIVE,300,2400,300,2400,18,30,MODERATE,True,MODERATE,44.2482,-104.8795,2026-08-04T20:12:02Z,CR-USPS,0.0,-2.532275128161603,9979,0.24285714285714285
EV-012425,LGS-3425-ROUTE,HUB-LOSANGELES,HUB-ATLANTA,HUB-DETROIT,2026-08-01T20:12:30Z,YARD_DEPARTURE,2453,2400,2453,2400,7,30,CLEAR,False,LOW,51.5526,-20.738,2026-08-02T20:12:30Z,CR-MAERSK,0.23787426803668102,-1.1375987688661302,8687,0.22843884653629432
EV-012426,LGS-3426-ROUTE,HUB-CHICAGO,HUB-CHICAGO,HUB-NEWYORK,2026-08-01T20:13:06Z,WAYPOINT_SCAN,3216,4800,3216,4800,13,30,MODERATE,False,LOW,31.1007,0.2151,2026-08-03T08:13:06Z,CR-FEDEX,0.32217434537620154,-0.6433404956926766,7280,0.36473317865429233
EV-012427,LGS-3427-ROUTE,HUB-FRANKFURT,HUB-SEATTLE,HUB-MEMPHIS,2026-08-01T20:13:32Z,TRANSFER_ARRIVE,4472,3600,4472,3600,3,30,MODERATE,True,MODERATE,49.4313,-2.1758,2026-08-04T20:13:32Z,CR-MAERSK,0.4609435421500387,0.17027469579599674,4343,0.3051375538614518
EV-012428,LGS-3428-ROUTE,HUB-MIAMI,HUB-LOSANGELES,HUB-HOUSTON,2026-08-01T20:13:55Z,TRANSFER_ARRIVE,2813,3600,2813,3600,29,30,MODERATE,False,LOW,40.1022,-2.8173,2026-08-04T20:13:55Z,CR-DHL,0.2776488785769528,-0.9043969623884851,8115,0.5665893271461717
EV-012429,LGS-3429-ROUTE,HUB-MEMPHIS,HUB-MEMPHIS,HUB-ATLANTA,2026-08-01T20:14:36Z,WAYPOINT_SCAN,4054,3600,4054,3600,17,30,HEAVY_RAIN,True,MODERATE,30.0663,-34.0176,2026-08-04T20:14:36Z,CR-UPS,0.41476079991161197,-0.10049851283638023,5368,0.4774279085183957
EV-012430,LGS-3430-ROUTE,HUB-SEATTLE,HUB-SEATTLE,HUB-LOSANGELES,2026-08-01T20:15:02Z,HUB_INGEST,1936,2400,1936,2400,1,30,MODERATE,False,MODERATE,32.8076,-91.2205,2026-08-03T08:15:02Z,CR-FEDEX,0.1807535078996796,-1.4725024742798596,9294,0.10845210473980775
EV-012431,LGS-3431-ROUTE,HUB-ATLANTA,HUB-ATLANTA,HUB-FRANKFURT,2026-08-01T20:15:38Z,HUB_INGEST,4712,2400,4712,2400,25,30,CLEAR,False,LOW,43.5782,-45.95,2026-08-03T20:15:38Z,CR-DHL,0.4874599491768865,0.3257425667810936,3754,0.6353331123632748
EV-012432,LGS-3432-ROUTE,HUB-DETROIT,HUB-FRANKFURT,HUB-MEMPHIS,2026-08-01T20:16:08Z,HUB_INGEST,6913,3600,6913,3600,11,30,HEAVY_RAIN,False,LOW,49.8933,-86.684,2026-08-04T20:16:08Z,CR-USPS,0.7306374986189371,1.7515125002735856,403,0.5812396420285051
EV-012433,LGS-3433-ROUTE,HUB-FRANKFURT,HUB-FRANKFURT,HUB-MIAMI,2026-08-01T20:16:29Z,TRANSFER_ARRIVE,5300,3600,5300,3600,19,30,CLEAR,False,MODERATE,28.2122,-16.892,2026-08-03T08:16:29Z,CR-UPS,0.5524251463926638,0.7066388506945808,2483,0.5885979449784555
EV-012434,LGS-3434-ROUTE,HUB-DETROIT,HUB-SINGAPORE,HUB-NEWYORK,2026-08-01T20:16:52Z,HUB_INGEST,6567,4800,6567,4800,7,30,SNOWSTORM,False,LOW,42.2599,-101.7574,2026-08-02T20:16:52Z,CR-UPS,0.6924096784885648,1.5273796529367378,649,0.5011600928074246
EV-012435,LGS-3435-ROUTE,HUB-CHICAGO,HUB-CHICAGO,HUB-MEMPHIS,2026-08-01T20:17:33Z,YARD_DEPARTURE,4148,3600,4148,3600,25,30,HEAVY_RAIN,False,LOW,35.176,-95.7865,2026-08-02T20:17:33Z,CR-UPS,0.42514639266379406,-0.03960693003388397,5158,0.5979449784554193
EV-012436,LGS-3436-ROUTE,HUB-NEWYORK,HUB-NEWYORK,HUB-CHICAGO,2026-08-01T20:18:08Z,HUB_INGEST,4647,4800,4647,4800,14,30,CLEAR,False,LOW,33.6858,-89.2126,2026-08-03T08:18:08Z,CR-MAERSK,0.4802784222737819,0.2836366850559632,3915,0.47388133907855484
EV-012437,LGS-3437-ROUTE,HUB-FRANKFURT,HUB-SINGAPORE,HUB-LOSANGELES,2026-08-01T20:18:24Z,HUB_INGEST,1888,3600,1888,3600,7,30,MODERATE,False,LOW,29.8612,-44.7707,2026-08-03T20:18:24Z,CR-DHL,0.17545022649431002,-1.503596048476879,9342,0.19098442161087173
EV-012438,LGS-3438-ROUTE,HUB-NEWYORK,HUB-NEWYORK,HUB-ATLANTA,2026-08-01T20:18:54Z,TRANSFER_ARRIVE,4418,3600,4418,3600,27,30,CLEAR,False,LOW,48.9803,-45.6236,2026-08-03T08:18:54Z,CR-MAERSK,0.4549773505689979,0.13529442482434995,4458,0.6444149817699703
EV-012439,LGS-3439-ROUTE,HUB-NEWYORK,HUB-MIAMI,HUB-ATLANTA,2026-08-01T20:19:39Z,CUSTOMS_CLEARANCE,3838,3600,3838,3600,24,30,FOG,False,LOW,34.8349,-50.8453,2026-08-02T20:19:39Z,CR-MAERSK,0.3908960335874489,-0.24041959672296737,5869,0.5631090487238979
EV-012440,LGS-3440-ROUTE,HUB-MIAMI,HUB-LOSANGELES,HUB-FRANKFURT,2026-08-01T20:20:06Z,YARD_DEPARTURE,5669,4800,5669,4800,22,30,CLEAR,False,LOW,36.9687,-105.3849,2026-08-02T20:20:06Z,CR-FEDEX,0.5931941221964424,0.9456707023341672,1788,0.6559164733178655
EV-012441,LGS-3441-ROUTE,HUB-CHICAGO,HUB-FRANKFURT,HUB-NEWYORK,2026-08-01T20:20:29Z,TRANSFER_ARRIVE,4548,4800,4548,4800,11,30,CLEAR,False,LOW,30.5992,-62.4363,2026-08-04T20:20:29Z,CR-MAERSK,0.46934040437520713,0.21950618827461074,4133,0.4244613854822672
EV-012442,LGS-3442-ROUTE,HUB-SEATTLE,HUB-SEATTLE,HUB-ATLANTA,2026-08-01T20:20:54Z,YARD_DEPARTURE,3611,4800,3611,4800,19,30,CLEAR,False,MODERATE,41.4118,0.3433,2026-08-03T20:20:54Z,CR-USPS,0.365815931941222,-0.3874662913630381,6425,0.47663241630759035
EV-012443,LGS-3443-ROUTE,HUB-ATLANTA,HUB-CHICAGO,HUB-FRANKFURT,2026-08-01T20:21:23Z,YARD_DEPARTURE,1610,2400,1610,2400,16,30,CLEAR,True,LOW,36.8854,1.6613,2026-08-03T08:21:23Z,CR-UPS,0.14473538835487793,-1.683679665701283,9566,0.30112694729864103
EV-012444,LGS-3444-ROUTE,HUB-LOSANGELES,HUB-HOUSTON,HUB-CHICAGO,2026-08-01T20:21:55Z,HUB_INGEST,4837,2400,4837,2400,17,30,CLEAR,True,MODERATE,30.2111,-60.1375,2026-08-02T20:21:55Z,CR-DHL,0.5012705778367031,0.4067154162524982,3461,0.5293337752734505
EV-012445,LGS-3445-ROUTE,HUB-HOUSTON,HUB-HOUSTON,HUB-MEMPHIS,2026-08-01T20:22:23Z,YARD_DEPARTURE,6522,3600,6522,3600,26,30,CLEAR,False,HEAVY,33.383,-89.5757,2026-08-02T20:22:23Z,CR-MAERSK,0.6874378521710308,1.4982294271270322,685,0.7696055684454757
EV-012446,LGS-3446-ROUTE,HUB-NEWYORK,HUB-NEWYORK,HUB-HOUSTON,2026-08-01T20:22:56Z,HUB_INGEST,3514,4800,3514,4800,14,30,CLEAR,False,LOW,35.5615,9.011,2026-08-02T20:22:56Z,CR-DHL,0.35509888410120427,-0.4503012225528481,6672,0.3987736161750083
EV-012447,LGS-3447-ROUTE,HUB-CHICAGO,HUB-DETROIT,HUB-MEMPHIS,2026-08-01T20:23:26Z,YARD_DEPARTURE,4596,4800,4596,4800,24,30,CLEAR,False,MODERATE,27.0784,-95.3053,2026-08-03T08:23:26Z,CR-FEDEX,0.47464368578057675,0.2505997624716301,4026,0.6133576400397747
EV-012448,LGS-3448-ROUTE,HUB-MIAMI,HUB-MIAMI,HUB-FRANKFURT,2026-08-01T20:24:07Z,CUSTOMS_CLEARANCE,2105,3600,2105,3600,22,30,HEAVY_RAIN,False,LOW,26.4002,-11.4735,2026-08-03T08:24:07Z,CR-UPS,0.19942547784775164,-1.3630271817945208,9116,0.41965528670865104
EV-012449,LGS-3449-ROUTE,HUB-FRANKFURT,HUB-SINGAPORE,HUB-MEMPHIS,2026-08-01T20:24:22Z,YARD_DEPARTURE,4273,3600,4273,3600,15,30,CLEAR,False,LOW,51.7971,-85.2185,2026-08-03T20:24:22Z,CR-FEDEX,0.43895702132361064,0.041365919437520625,4842,0.4633742127941664
EV-012450,LGS-3450-ROUTE,HUB-SINGAPORE,HUB-MEMPHIS,HUB-NEWYORK,2026-08-01T20:24:50Z,WAYPOINT_SCAN,4304,3600,4304,3600,18,30,CLEAR,False,MODERATE,50.0483,-2.162,2026-08-04T20:24:50Z,CR-MAERSK,0.4423820572312452,0.061447186106428964,4755,0.50828637719589
EV-012451,LGS-3451-ROUTE,HUB-SINGAPORE,HUB-MEMPHIS,HUB-NEWYORK,2026-08-01T20:25:23Z,HUB_INGEST,4061,3600,4061,3600,12,30,CLEAR,False,HEAVY,41.0152,-108.9433,2026-08-04T20:25:23Z,CR-DHL,0.4155341951165617,-0.09596403326598157,5341,0.40646337421279416
EV-012452,LGS-3452-ROUTE,HUB-ATLANTA,HUB-HOUSTON,HUB-SEATTLE,2026-08-01T20:25:55Z,CUSTOMS_CLEARANCE,4796,4800,4796,4800,13,30,MODERATE,False,MODERATE,31.6089,-82.3008,2026-08-04T20:25:55Z,CR-FEDEX,0.49674069163628326,0.3801563216258775,3555,0.46947298641034135
EV-012453,LGS-3453-ROUTE,HUB-MIAMI,HUB-MIAMI,HUB-HOUSTON,2026-08-01T20:26:28Z,HUB_INGEST,3294,2400,3294,2400,26,30,HEAVY_RAIN,False,LOW,31.2751,-38.1971,2026-08-02T20:26:28Z,CR-UPS,0.3307921776599271,-0.5928134376225201,7130,0.5556181637388135
EV-012454,LGS-3454-ROUTE,HUB-CHICAGO,HUB-CHICAGO,HUB-MEMPHIS,2026-08-01T20:27:03Z,CUSTOMS_CLEARANCE,6181,4800,6181,4800,24,30,MODERATE,False,LOW,36.8942,-112.219,2026-08-04T20:27:03Z,CR-MAERSK,0.6497624571870512,1.2773354937690404,1028,0.7184289028836592
EV-012455,LGS-3455-ROUTE,HUB-MIAMI,HUB-LOSANGELES,HUB-HOUSTON,2026-08-01T20:27:31Z,HUB_INGEST,3832,2400,3832,2400,4,30,CLEAR,False,LOW,35.4262,-72.1169,2026-08-02T20:27:31Z,CR-MAERSK,0.3902331234117777,-0.24430629349759478,5883,0.27699701690420947
EV-012456,LGS-3456-ROUTE,HUB-LOSANGELES,HUB-HOUSTON,HUB-FRANKFURT,2026-08-01T20:28:09Z,WAYPOINT_SCAN,5664,3600,5664,3600,10,30,MODERATE,False,MODERATE,44.7918,-71.8532,2026-08-03T20:28:09Z,CR-UPS,0.5926416970500498,0.9424317883553109,1794,0.4841564468014584
EV-012457,LGS-3457-ROUTE,HUB-LOSANGELES,HUB-ATLANTA,HUB-CHICAGO,2026-08-01T20:28:23Z,WAYPOINT_SCAN,2581,2400,2581,2400,9,30,CLEAR,False,LOW,35.992,-55.9853,2026-08-02T20:28:23Z,CR-FEDEX,0.25201635178433324,-1.054682571007412,8505,0.2654955253563142
EV-012458,LGS-3458-ROUTE,HUB-SEATTLE,HUB-SEATTLE,HUB-ATLANTA,2026-08-01T20:29:01Z,CUSTOMS_CLEARANCE,4698,4800,4698,4800,12,30,CLEAR,False,LOW,50.7951,-124.5082,2026-08-03T20:29:01Z,CR-DHL,0.4859131587669871,0.31667360764029623,3796,0.4486907524030494
EV-012459,LGS-3459-ROUTE,HUB-SINGAPORE,HUB-SINGAPORE,HUB-ATLANTA,2026-08-01T20:29:29Z,TRANSFER_ARRIVE,6543,4800,6543,4800,25,30,CLEAR,False,MODERATE,31.8286,-37.078,2026-08-03T20:29:29Z,CR-UPS,0.68975803778588,1.511832865838228,671,0.7567119655286708
EV-012460,LGS-3460-ROUTE,HUB-SINGAPORE,HUB-SEATTLE,HUB-LOSANGELES,2026-08-01T20:29:56Z,HUB_INGEST,4726,4800,4726,4800,25,30,CLEAR,False,LOW,25.7194,-69.7377,2026-08-04T20:29:56Z,CR-FEDEX,0.489006739586786,0.3348115259218909,3725,0.6362611866092145
EV-012461,LGS-3461-ROUTE,HUB-LOSANGELES,HUB-LOSANGELES,HUB-SINGAPORE,2026-08-01T20:30:22Z,TRANSFER_ARRIVE,5143,4800,5143,4800,4,30,CLEAR,False,MODERATE,41.2893,-92.3168,2026-08-04T20:30:22Z,CR-USPS,0.5350789967959342,0.6049369517584966,2794,0.36390454093470337
EV-012462,LGS-3462-ROUTE,HUB-MIAMI,HUB-ATLANTA,HUB-CHICAGO,2026-08-01T20:31:03Z,YARD_DEPARTURE,4743,4800,4743,4800,6,30,MODERATE,False,MODERATE,51.6742,-97.1555,2026-08-02T20:31:03Z,CR-FEDEX,0.49088498508452105,0.3458238334500019,3675,0.3659595624792841
EV-012463,LGS-3463-ROUTE,HUB-ATLANTA,HUB-HOUSTON,HUB-SINGAPORE,2026-08-01T20:31:29Z,WAYPOINT_SCAN,7437,4800,7437,4800,14,30,SNOWSTORM,True,HEAVY,47.9882,-20.3705,2026-08-03T08:31:29Z,CR-FEDEX,0.7885316539608883,2.0909506852577135,166,0.6588332780908187
EV-012464,LGS-3464-ROUTE,HUB-ATLANTA,HUB-CHICAGO,HUB-SEATTLE,2026-08-01T20:32:05Z,HUB_INGEST,4901,3600,4901,3600,4,30,CLEAR,False,LOW,25.1408,-86.3486,2026-08-04T20:32:05Z,CR-USPS,0.5083416197105293,0.44817351518185733,3286,0.3478621146834604
EV-012465,LGS-3465-ROUTE,HUB-NEWYORK,HUB-LOSANGELES,HUB-HOUSTON,2026-08-01T20:32:35Z,WAYPOINT_SCAN,1639,2400,1639,2400,26,30,CLEAR,False,LOW,40.5305,-33.565,2026-08-04T20:32:35Z,CR-UPS,0.14793945420395535,-1.664893964623917,9541,0.4459065296652304
EV-012466,LGS-3466-ROUTE,HUB-FRANKFURT,HUB-SINGAPORE,HUB-MEMPHIS,2026-08-01T20:32:59Z,YARD_DEPARTURE,4198,3600,4198,3600,10,30,CLEAR,True,SEVERE_GRIDLOCK,37.2524,-123.6738,2026-08-03T08:32:59Z,CR-UPS,0.4306706441277207,-0.0072177902453221315,5038,0.38697381504806105
EV-012467,LGS-3467-ROUTE,HUB-SINGAPORE,HUB-SEATTLE,HUB-MIAMI,2026-08-01T20:33:32Z,CUSTOMS_CLEARANCE,3486,2400,3486,2400,5,30,CLEAR,False,LOW,45.7459,5.9901,2026-08-03T08:33:32Z,CR-FEDEX,0.3520053032814054,-0.4684391408344427,6728,0.26834603911170035
EV-012468,LGS-3468-ROUTE,HUB-LOSANGELES,HUB-LOSANGELES,HUB-FRANKFURT,2026-08-01T20:33:55Z,HUB_INGEST,1653,2400,1653,2400,7,30,SNOWSTORM,False,LOW,31.8235,-114.1476,2026-08-04T20:33:55Z,CR-USPS,0.14948624461385482,-1.6558250054831196,9527,0.17540603248259862
EV-012469,LGS-3469-ROUTE,HUB-MIAMI,HUB-MIAMI,HUB-CHICAGO,2026-08-01T20:34:31Z,HUB_INGEST,3425,2400,3425,2400,7,30,FOG,False,LOW,31.5811,-70.3886,2026-08-03T08:34:31Z,CR-DHL,0.3452657164954149,-0.5079538913764882,6860,0.29287371561153464
EV-012470,LGS-3470-ROUTE,HUB-CHICAGO,HUB-DETROIT,HUB-SINGAPORE,2026-08-01T20:34:58Z,HUB_INGEST,5218,4800,5218,4800,10,30,CLEAR,False,HEAVY,33.5511,-34.8705,2026-08-02T20:34:58Z,CR-FEDEX,0.5433653739918242,0.6535206614413394,2641,0.4545906529665231
EV-012471,LGS-3471-ROUTE,HUB-FRANKFURT,HUB-SINGAPORE,HUB-NEWYORK,2026-08-01T20:35:32Z,CUSTOMS_CLEARANCE,3930,4800,3930,4800,22,30,CLEAR,True,LOW,31.6464,-40.7249,2026-08-03T20:35:32Z,CR-DHL,0.4010606562810739,-0.18082357951201358,5667,0.5406363937686444
EV-012472,LGS-3472-ROUTE,HUB-ATLANTA,HUB-ATLANTA,HUB-SINGAPORE,2026-08-01T20:35:53Z,WAYPOINT_SCAN,3784,4800,3784,4800,28,30,MODERATE,False,LOW,25.5923,-4.512,2026-08-03T20:35:53Z,CR-MAERSK,0.3849298420064081,-0.27539986769461416,6020,0.6166721909181305
EV-012473,LGS-3473-ROUTE,HUB-DETROIT,HUB-DETROIT,HUB-NEWYORK,2026-08-01T20:36:30Z,CUSTOMS_CLEARANCE,4642,2400,4642,2400,26,30,CLEAR,False,MODERATE,41.9612,5.9118,2026-08-04T20:36:30Z,CR-UPS,0.4797259971273892,0.280397771077107,3923,0.6449784554192908
EV-012474,LGS-3474-ROUTE,HUB-DETROIT,HUB-DETROIT,HUB-MIAMI,2026-08-01T20:37:09Z,WAYPOINT_SCAN,1994,2400,1994,2400,20,30,CLEAR,False,LOW,41.5443,-27.8331,2026-08-04T20:37:09Z,CR-FEDEX,0.1871616395978345,-1.434931072125128,9235,0.38372555518727214
EV-012475,LGS-3475-ROUTE,HUB-MIAMI,HUB-LOSANGELES,HUB-HOUSTON,2026-08-01T20:37:37Z,HUB_INGEST,4209,2400,4209,2400,13,30,HEAVY_RAIN,False,MODERATE,47.9982,-38.7655,2026-08-02T20:37:37Z,CR-FEDEX,0.4318859794497846,-9.217949183852696e-05,5001,0.43056015909844214
EV-012476,LGS-3476-ROUTE,HUB-MEMPHIS,HUB-NEWYORK,HUB-LOSANGELES,2026-08-01T20:38:00Z,CUSTOMS_CLEARANCE,4988,3600,4988,3600,28,30,HEAVY_RAIN,False,MODERATE,43.8392,-111.7224,2026-08-03T08:38:00Z,CR-USPS,0.5179538172577616,0.504530618413955,3104,0.6964865760689427
EV-012477,LGS-3477-ROUTE,HUB-MEMPHIS,HUB-MEMPHIS,HUB-ATLANTA,2026-08-01T20:38:23Z,YARD_DEPARTURE,4652,4800,4652,4800,29,30,MODERATE,False,MODERATE,42.3034,-65.5148,2026-08-04T20:38:23Z,CR-USPS,0.48083084742017457,0.28687559903481935,3906,0.6884985084521047
