customer_id,customer_name,region,segment,order_id,order_date,amount,warehouse_id
CUST-JOIN-0514,Freight Account 514,North America,Startup,ORD-08014,2026-08-01,1959.32,WH-CHICAGO
CUST-JOIN-0515,Freight Account 515,North America,SMB,ORD-00515,2026-08-22,1405.91,WH-NEWYORK
CUST-JOIN-0515,Freight Account 515,North America,SMB,ORD-08015,2026-08-01,4242.68,WH-NEWYORK
CUST-JOIN-0516,Freight Account 516,Asia Pacific,SMB,ORD-00516,2026-08-22,5505.26,WH-MIAMI
CUST-JOIN-0516,Freight Account 516,Asia Pacific,SMB,ORD-08016,2026-08-01,6401.38,WH-CHICAGO
CUST-JOIN-0517,Freight Account 517,Europe,SMB,ORD-00517,2026-08-22,3786.64,WH-NEWYORK
CUST-JOIN-0517,Freight Account 517,Europe,SMB,ORD-08017,2026-08-01,3477.29,WH-DETROIT
CUST-JOIN-0518,Freight Account 518,North America,Startup,ORD-00518,2026-08-22,2934.55,WH-MIAMI
CUST-JOIN-0518,Freight Account 518,North America,Startup,ORD-08018,2026-08-01,3066.33,WH-NEWYORK
CUST-JOIN-0519,Freight Account 519,North America,Startup,ORD-00519,2026-08-22,1389.49,WH-DETROIT
CUST-JOIN-0519,Freight Account 519,North America,Startup,ORD-08019,2026-08-01,6579.99,WH-DETROIT
CUST-JOIN-0520,Freight Account 520,Asia Pacific,SMB,ORD-00520,2026-08-22,1152.58,WH-NEWYORK
CUST-JOIN-0520,Freight Account 520,Asia Pacific,SMB,ORD-08020,2026-08-01,6142.41,WH-CHICAGO
CUST-JOIN-0521,Freight Account 521,Europe,Startup,ORD-00521,2026-08-22,2320.27,WH-NEWYORK
CUST-JOIN-0521,Freight Account 521,Europe,Startup,ORD-08021,2026-08-01,5269.87,WH-CHICAGO
CUST-JOIN-0522,Freight Account 522,Asia Pacific,SMB,ORD-00522,2026-08-22,5889.5,WH-MIAMI
CUST-JOIN-0522,Freight Account 522,Asia Pacific,SMB,ORD-08022,2026-08-01,6908.42,WH-CHICAGO
CUST-JOIN-0523,Freight Account 523,Asia Pacific,SMB,ORD-00523,2026-08-22,1978.02,WH-DETROIT
CUST-JOIN-0523,Freight Account 523,Asia Pacific,SMB,ORD-08023,2026-08-01,5576.66,WH-DETROIT
CUST-JOIN-0524,Freight Account 524,Europe,Startup,ORD-00524,2026-08-22,3849.6,WH-DETROIT
CUST-JOIN-0524,Freight Account 524,Europe,Startup,ORD-08024,2026-08-01,7209.18,WH-MIAMI
CUST-JOIN-0525,Freight Account 525,North America,Startup,ORD-00525,2026-08-22,756.51,WH-MIAMI
CUST-JOIN-0525,Freight Account 525,North America,Startup,ORD-08025,2026-08-02,905.97,WH-MIAMI
CUST-JOIN-0526,Freight Account 526,North America,SMB,ORD-00526,2026-08-22,794.81,WH-DETROIT
CUST-JOIN-0526,Freight Account 526,North America,SMB,ORD-08026,2026-08-02,4348.37,WH-MIAMI
CUST-JOIN-0527,Freight Account 527,Europe,Startup,ORD-00527,2026-08-22,1943.42,WH-MIAMI
CUST-JOIN-0527,Freight Account 527,Europe,Startup,ORD-08027,2026-08-02,6225.43,WH-NEWYORK
CUST-JOIN-0528,Freight Account 528,Asia Pacific,SMB,ORD-00528,2026-08-22,6994.05,WH-MIAMI
CUST-JOIN-0528,Freight Account 528,Asia Pacific,SMB,ORD-08028,2026-08-02,6446.67,WH-MIAMI
CUST-JOIN-0529,Freight Account 529,Asia Pacific,Startup,ORD-00529,2026-08-23,3298.1,WH-MIAMI
CUST-JOIN-0529,Freight Account 529,Asia Pacific,Startup,ORD-08029,2026-08-02,4678.51,WH-DETROIT
CUST-JOIN-0530,Freight Account 530,Asia Pacific,SMB,ORD-00530,2026-08-23,6108.04,WH-NEWYORK
CUST-JOIN-0530,Freight Account 530,Asia Pacific,SMB,ORD-08030,2026-08-02,5461.67,WH-DETROIT
CUST-JOIN-0531,Freight Account 531,North America,SMB,ORD-00531,2026-08-23,3322.29,WH-DETROIT
CUST-JOIN-0531,Freight Account 531,North America,SMB,ORD-08031,2026-08-02,2243.29,WH-DETROIT
CUST-JOIN-0532,Freight Account 532,Asia Pacific,SMB,ORD-00532,2026-08-23,6258.69,WH-CHICAGO
CUST-JOIN-0532,Freight Account 532,Asia Pacific,SMB,ORD-08032,2026-08-02,1270.38,WH-MIAMI
CUST-JOIN-0533,Freight Account 533,Asia Pacific,Startup,ORD-00533,2026-08-23,4760.94,WH-MIAMI
CUST-JOIN-0533,Freight Account 533,Asia Pacific,Startup,ORD-08033,2026-08-02,1077.05,WH-NEWYORK
CUST-JOIN-0534,Freight Account 534,Asia Pacific,Startup,ORD-00534,2026-08-23,2804.12,WH-MIAMI
CUST-JOIN-0534,Freight Account 534,Asia Pacific,Startup,ORD-08034,2026-08-02,542.74,WH-CHICAGO
CUST-JOIN-0535,Freight Account 535,Asia Pacific,Startup,ORD-00535,2026-08-23,7825.22,WH-DETROIT
CUST-JOIN-0535,Freight Account 535,Asia Pacific,Startup,ORD-08035,2026-08-02,7282.6,WH-MIAMI
CUST-JOIN-0536,Freight Account 536,North America,SMB,ORD-00536,2026-08-23,2121.38,WH-DETROIT
CUST-JOIN-0536,Freight Account 536,North America,SMB,ORD-08036,2026-08-02,890.75,WH-DETROIT
CUST-JOIN-0537,Freight Account 537,Asia Pacific,Startup,ORD-00537,2026-08-23,5122.88,WH-CHICAGO
CUST-JOIN-0537,Freight Account 537,Asia Pacific,Startup,ORD-08037,2026-08-02,7736.26,WH-MIAMI
CUST-JOIN-0538,Freight Account 538,North America,Startup,ORD-00538,2026-08-23,550.95,WH-MIAMI
CUST-JOIN-0538,Freight Account 538,North America,Startup,ORD-08038,2026-08-02,5119.35,WH-MIAMI
CUST-JOIN-0539,Freight Account 539,Asia Pacific,Startup,ORD-00539,2026-08-23,5800.83,WH-CHICAGO
CUST-JOIN-0539,Freight Account 539,Asia Pacific,Startup,ORD-08039,2026-08-02,7982.79,WH-NEWYORK
CUST-JOIN-0540,Freight Account 540,Europe,Startup,ORD-00540,2026-08-23,3622.65,WH-DETROIT
CUST-JOIN-0540,Freight Account 540,Europe,Startup,ORD-08040,2026-08-02,7906.76,WH-CHICAGO
CUST-JOIN-0541,Freight Account 541,Europe,Enterprise,ORD-00541,2026-08-23,7113.96,WH-MIAMI
CUST-JOIN-0541,Freight Account 541,Europe,Enterprise,ORD-08041,2026-08-02,1324.7,WH-CHICAGO
CUST-JOIN-0542,Freight Account 542,North America,SMB,ORD-00542,2026-08-23,6553.41,WH-CHICAGO
CUST-JOIN-0542,Freight Account 542,North America,SMB,ORD-08042,2026-08-02,4035.19,WH-MIAMI
CUST-JOIN-0543,Freight Account 543,North America,Startup,ORD-00543,2026-08-23,2664.98,WH-CHICAGO
CUST-JOIN-0543,Freight Account 543,North America,Startup,ORD-08043,2026-08-02,310.74,WH-CHICAGO
CUST-JOIN-0544,Freight Account 544,North America,Startup,ORD-00544,2026-08-23,3915.73,WH-DETROIT
CUST-JOIN-0544,Freight Account 544,North America,Startup,ORD-08044,2026-08-02,4063.34,WH-MIAMI
CUST-JOIN-0545,Freight Account 545,North America,Startup,ORD-00545,2026-08-23,6700.26,WH-DETROIT
CUST-JOIN-0545,Freight Account 545,North America,Startup,ORD-08045,2026-08-02,5771.68,WH-DETROIT
CUST-JOIN-0546,Freight Account 546,Asia Pacific,SMB,ORD-00546,2026-08-23,7787.32,WH-DETROIT
CUST-JOIN-0546,Freight Account 546,Asia Pacific,SMB,ORD-08046,2026-08-02,438.93,WH-CHICAGO
CUST-JOIN-0547,Freight Account 547,North America,SMB,ORD-00547,2026-08-23,7740.4,WH-CHICAGO
CUST-JOIN-0547,Freight Account 547,North America,SMB,ORD-08047,2026-08-02,6149.09,WH-CHICAGO
CUST-JOIN-0548,Freight Account 548,North America,Enterprise,ORD-00548,2026-08-23,6484.75,WH-DETROIT
CUST-JOIN-0548,Freight Account 548,North America,Enterprise,ORD-08048,2026-08-02,7780.27,WH-NEWYORK
CUST-JOIN-0549,Freight Account 549,Asia Pacific,SMB,ORD-00549,2026-08-23,5660.34,WH-NEWYORK
CUST-JOIN-0549,Freight Account 549,Asia Pacific,SMB,ORD-08049,2026-08-03,6183.0,WH-DETROIT
CUST-JOIN-0550,Freight Account 550,North America,SMB,ORD-00550,2026-08-23,7999.97,WH-DETROIT
CUST-JOIN-0550,Freight Account 550,North America,SMB,ORD-08050,2026-08-03,7479.64,WH-CHICAGO
CUST-JOIN-0551,Freight Account 551,Europe,SMB,ORD-00551,2026-08-23,1011.97,WH-CHICAGO
CUST-JOIN-0551,Freight Account 551,Europe,SMB,ORD-08051,2026-08-03,4476.08,WH-NEWYORK
CUST-JOIN-0552,Freight Account 552,Asia Pacific,SMB,ORD-00552,2026-08-23,1713.73,WH-CHICAGO
CUST-JOIN-0552,Freight Account 552,Asia Pacific,SMB,ORD-08052,2026-08-03,722.27,WH-CHICAGO
CUST-JOIN-0553,Freight Account 553,North America,Enterprise,ORD-00553,2026-08-24,7663.71,WH-NEWYORK
CUST-JOIN-0553,Freight Account 553,North America,Enterprise,ORD-08053,2026-08-03,4658.06,WH-MIAMI
CUST-JOIN-0554,Freight Account 554,Asia Pacific,Startup,ORD-00554,2026-08-24,3233.76,WH-DETROIT
CUST-JOIN-0554,Freight Account 554,Asia Pacific,Startup,ORD-08054,2026-08-03,2561.0,WH-NEWYORK
CUST-JOIN-0555,Freight Account 555,North America,SMB,ORD-00555,2026-08-24,6378.95,WH-CHICAGO
CUST-JOIN-0555,Freight Account 555,North America,SMB,ORD-08055,2026-08-03,4815.9,WH-MIAMI
CUST-JOIN-0556,Freight Account 556,North America,SMB,ORD-00556,2026-08-24,3025.53,WH-MIAMI
CUST-JOIN-0556,Freight Account 556,North America,SMB,ORD-08056,2026-08-03,837.61,WH-DETROIT
CUST-JOIN-0557,Freight Account 557,North America,SMB,ORD-00557,2026-08-24,2030.67,WH-CHICAGO
CUST-JOIN-0557,Freight Account 557,North America,SMB,ORD-08057,2026-08-03,3892.17,WH-CHICAGO
CUST-JOIN-0558,Freight Account 558,North America,Startup,ORD-00558,2026-08-24,4177.56,WH-NEWYORK
CUST-JOIN-0558,Freight Account 558,North America,Startup,ORD-08058,2026-08-03,1118.45,WH-NEWYORK
CUST-JOIN-0559,Freight Account 559,North America,SMB,ORD-00559,2026-08-24,6568.57,WH-CHICAGO
CUST-JOIN-0559,Freight Account 559,North America,SMB,ORD-08059,2026-08-03,7803.23,WH-NEWYORK
CUST-JOIN-0560,Freight Account 560,North America,Startup,ORD-00560,2026-08-24,3208.86,WH-CHICAGO
CUST-JOIN-0560,Freight Account 560,North America,Startup,ORD-08060,2026-08-03,3968.48,WH-DETROIT
CUST-JOIN-0561,Freight Account 561,Asia Pacific,SMB,ORD-00561,2026-08-24,3268.09,WH-NEWYORK
CUST-JOIN-0561,Freight Account 561,Asia Pacific,SMB,ORD-08061,2026-08-03,1563.49,WH-MIAMI
CUST-JOIN-0562,Freight Account 562,Europe,SMB,ORD-00562,2026-08-24,5470.55,WH-DETROIT
CUST-JOIN-0562,Freight Account 562,Europe,SMB,ORD-08062,2026-08-03,5608.93,WH-DETROIT
CUST-JOIN-0563,Freight Account 563,North America,Enterprise,ORD-00563,2026-08-24,6859.08,WH-MIAMI
CUST-JOIN-0563,Freight Account 563,North America,Enterprise,ORD-08063,2026-08-03,2945.64,WH-DETROIT
CUST-JOIN-0564,Freight Account 564,Europe,SMB,ORD-00564,2026-08-24,7897.31,WH-DETROIT
CUST-JOIN-0564,Freight Account 564,Europe,SMB,ORD-08064,2026-08-03,206.83,WH-NEWYORK
CUST-JOIN-0565,Freight Account 565,Europe,Startup,ORD-00565,2026-08-24,1615.64,WH-MIAMI
CUST-JOIN-0565,Freight Account 565,Europe,Startup,ORD-08065,2026-08-03,7257.38,WH-CHICAGO
CUST-JOIN-0566,Freight Account 566,North America,SMB,ORD-00566,2026-08-24,4162.12,WH-CHICAGO
CUST-JOIN-0566,Freight Account 566,North America,SMB,ORD-08066,2026-08-03,6802.94,WH-MIAMI
CUST-JOIN-0567,Freight Account 567,North America,Startup,ORD-00567,2026-08-24,611.34,WH-MIAMI
CUST-JOIN-0567,Freight Account 567,North America,Startup,ORD-08067,2026-08-03,3690.95,WH-MIAMI
CUST-JOIN-0568,Freight Account 568,North America,Startup,ORD-00568,2026-08-24,3781.25,WH-NEWYORK
CUST-JOIN-0568,Freight Account 568,North America,Startup,ORD-08068,2026-08-03,7997.01,WH-MIAMI
CUST-JOIN-0569,Freight Account 569,Europe,Startup,ORD-00569,2026-08-24,937.97,WH-NEWYORK
CUST-JOIN-0569,Freight Account 569,Europe,Startup,ORD-08069,2026-08-03,2416.91,WH-NEWYORK
CUST-JOIN-0570,Freight Account 570,Europe,Startup,ORD-00570,2026-08-24,6537.63,WH-CHICAGO
CUST-JOIN-0570,Freight Account 570,Europe,Startup,ORD-08070,2026-08-03,2124.07,WH-CHICAGO
CUST-JOIN-0571,Freight Account 571,Europe,SMB,ORD-00571,2026-08-24,5656.21,WH-MIAMI
CUST-JOIN-0571,Freight Account 571,Europe,SMB,ORD-08071,2026-08-03,6285.52,WH-NEWYORK
CUST-JOIN-0572,Freight Account 572,Europe,SMB,ORD-00572,2026-08-24,1255.45,WH-CHICAGO
CUST-JOIN-0572,Freight Account 572,Europe,SMB,ORD-08072,2026-08-03,952.34,WH-MIAMI
CUST-JOIN-0573,Freight Account 573,Europe,Startup,ORD-00573,2026-08-24,2496.96,WH-CHICAGO
CUST-JOIN-0573,Freight Account 573,Europe,Startup,ORD-08073,2026-08-04,3569.81,WH-DETROIT
CUST-JOIN-0574,Freight Account 574,North America,Enterprise,ORD-00574,2026-08-24,7804.48,WH-NEWYORK
CUST-JOIN-0574,Freight Account 574,North America,Enterprise,ORD-08074,2026-08-04,4601.5,WH-CHICAGO
CUST-JOIN-0575,Freight Account 575,Asia Pacific,Startup,ORD-00575,2026-08-24,1388.9,WH-CHICAGO
CUST-JOIN-0575,Freight Account 575,Asia Pacific,Startup,ORD-08075,2026-08-04,7243.2,WH-MIAMI
CUST-JOIN-0576,Freight Account 576,Asia Pacific,Startup,ORD-00576,2026-08-24,572.81,WH-NEWYORK
CUST-JOIN-0576,Freight Account 576,Asia Pacific,Startup,ORD-08076,2026-08-04,877.2,WH-NEWYORK
CUST-JOIN-0577,Freight Account 577,Europe,Startup,ORD-00577,2026-08-25,5920.85,WH-NEWYORK
CUST-JOIN-0577,Freight Account 577,Europe,Startup,ORD-08077,2026-08-04,5317.51,WH-NEWYORK
CUST-JOIN-0578,Freight Account 578,Asia Pacific,Startup,ORD-00578,2026-08-25,5862.49,WH-MIAMI
CUST-JOIN-0578,Freight Account 578,Asia Pacific,Startup,ORD-08078,2026-08-04,3030.7,WH-MIAMI
CUST-JOIN-0579,Freight Account 579,North America,SMB,ORD-00579,2026-08-25,791.6,WH-DETROIT
CUST-JOIN-0579,Freight Account 579,North America,SMB,ORD-08079,2026-08-04,4941.07,WH-NEWYORK
CUST-JOIN-0580,Freight Account 580,Europe,Startup,ORD-00580,2026-08-25,4508.45,WH-DETROIT
CUST-JOIN-0580,Freight Account 580,Europe,Startup,ORD-08080,2026-08-04,4964.37,WH-DETROIT
CUST-JOIN-0581,Freight Account 581,Europe,Startup,ORD-00581,2026-08-25,7803.63,WH-DETROIT
CUST-JOIN-0581,Freight Account 581,Europe,Startup,ORD-08081,2026-08-04,6425.92,WH-MIAMI
CUST-JOIN-0582,Freight Account 582,Asia Pacific,SMB,ORD-00582,2026-08-25,1105.47,WH-DETROIT
CUST-JOIN-0582,Freight Account 582,Asia Pacific,SMB,ORD-08082,2026-08-04,2059.65,WH-CHICAGO
CUST-JOIN-0583,Freight Account 583,Europe,Startup,ORD-00583,2026-08-25,5468.5,WH-CHICAGO
CUST-JOIN-0583,Freight Account 583,Europe,Startup,ORD-08083,2026-08-04,1468.21,WH-CHICAGO
CUST-JOIN-0584,Freight Account 584,North America,Startup,ORD-00584,2026-08-25,7923.37,WH-CHICAGO
CUST-JOIN-0584,Freight Account 584,North America,Startup,ORD-08084,2026-08-04,4938.34,WH-CHICAGO
CUST-JOIN-0585,Freight Account 585,Asia Pacific,Startup,ORD-00585,2026-08-25,1199.44,WH-MIAMI
CUST-JOIN-0585,Freight Account 585,Asia Pacific,Startup,ORD-08085,2026-08-04,5346.49,WH-CHICAGO
CUST-JOIN-0586,Freight Account 586,Europe,Startup,ORD-00586,2026-08-25,4090.87,WH-MIAMI
CUST-JOIN-0586,Freight Account 586,Europe,Startup,ORD-08086,2026-08-04,2124.15,WH-CHICAGO
CUST-JOIN-0587,Freight Account 587,Asia Pacific,Enterprise,ORD-00587,2026-08-25,4438.37,WH-CHICAGO
CUST-JOIN-0587,Freight Account 587,Asia Pacific,Enterprise,ORD-08087,2026-08-04,6339.71,WH-DETROIT
CUST-JOIN-0588,Freight Account 588,Asia Pacific,Enterprise,ORD-00588,2026-08-25,6542.73,WH-CHICAGO
CUST-JOIN-0588,Freight Account 588,Asia Pacific,Enterprise,ORD-08088,2026-08-04,2836.51,WH-NEWYORK
CUST-JOIN-0589,Freight Account 589,North America,Startup,ORD-00589,2026-08-25,6643.32,WH-NEWYORK
CUST-JOIN-0589,Freight Account 589,North America,Startup,ORD-08089,2026-08-04,2142.2,WH-DETROIT
CUST-JOIN-0590,Freight Account 590,North America,Startup,ORD-00590,2026-08-25,4215.26,WH-MIAMI
CUST-JOIN-0590,Freight Account 590,North America,Startup,ORD-08090,2026-08-04,4328.8,WH-DETROIT
CUST-JOIN-0591,Freight Account 591,Asia Pacific,Startup,ORD-00591,2026-08-25,1252.27,WH-DETROIT
CUST-JOIN-0591,Freight Account 591,Asia Pacific,Startup,ORD-08091,2026-08-04,4042.53,WH-DETROIT
CUST-JOIN-0592,Freight Account 592,Asia Pacific,SMB,ORD-00592,2026-08-25,615.11,WH-MIAMI
CUST-JOIN-0592,Freight Account 592,Asia Pacific,SMB,ORD-08092,2026-08-04,515.71,WH-DETROIT
CUST-JOIN-0593,Freight Account 593,Asia Pacific,Startup,ORD-00593,2026-08-25,5379.74,WH-CHICAGO
CUST-JOIN-0593,Freight Account 593,Asia Pacific,Startup,ORD-08093,2026-08-04,7269.77,WH-CHICAGO
CUST-JOIN-0594,Freight Account 594,Asia Pacific,Startup,ORD-00594,2026-08-25,2467.83,WH-CHICAGO
CUST-JOIN-0594,Freight Account 594,Asia Pacific,Startup,ORD-08094,2026-08-04,4859.23,WH-DETROIT
CUST-JOIN-0595,Freight Account 595,Asia Pacific,SMB,ORD-00595,2026-08-25,5828.79,WH-NEWYORK
CUST-JOIN-0595,Freight Account 595,Asia Pacific,SMB,ORD-08095,2026-08-04,1461.81,WH-DETROIT
CUST-JOIN-0596,Freight Account 596,Europe,Startup,ORD-00596,2026-08-25,529.54,WH-MIAMI
CUST-JOIN-0596,Freight Account 596,Europe,Startup,ORD-08096,2026-08-04,6089.63,WH-CHICAGO
CUST-JOIN-0597,Freight Account 597,Europe,SMB,ORD-00597,2026-08-25,5601.16,WH-DETROIT
CUST-JOIN-0597,Freight Account 597,Europe,SMB,ORD-08097,2026-08-05,7175.27,WH-DETROIT
CUST-JOIN-0598,Freight Account 598,North America,Startup,ORD-00598,2026-08-25,226.9,WH-MIAMI
CUST-JOIN-0598,Freight Account 598,North America,Startup,ORD-08098,2026-08-05,3678.39,WH-NEWYORK
CUST-JOIN-0599,Freight Account 599,Europe,SMB,ORD-00599,2026-08-25,4390.71,WH-DETROIT
CUST-JOIN-0599,Freight Account 599,Europe,SMB,ORD-08099,2026-08-05,1174.95,WH-DETROIT
CUST-JOIN-0600,Freight Account 600,Europe,Startup,ORD-00600,2026-08-25,2212.36,WH-CHICAGO
CUST-JOIN-0600,Freight Account 600,Europe,Startup,ORD-08100,2026-08-05,6565.79,WH-CHICAGO
CUST-JOIN-0601,Freight Account 601,Europe,Enterprise,ORD-00601,2026-08-26,1959.33,WH-NEWYORK
CUST-JOIN-0601,Freight Account 601,Europe,Enterprise,ORD-08101,2026-08-05,5999.39,WH-MIAMI
CUST-JOIN-0602,Freight Account 602,Europe,SMB,ORD-00602,2026-08-26,424.77,WH-NEWYORK
CUST-JOIN-0602,Freight Account 602,Europe,SMB,ORD-08102,2026-08-05,3705.8,WH-MIAMI
CUST-JOIN-0603,Freight Account 603,North America,Enterprise,ORD-00603,2026-08-26,5846.71,WH-NEWYORK
CUST-JOIN-0603,Freight Account 603,North America,Enterprise,ORD-08103,2026-08-05,4576.95,WH-CHICAGO
CUST-JOIN-0604,Freight Account 604,Asia Pacific,Startup,ORD-00604,2026-08-26,1666.58,WH-CHICAGO
CUST-JOIN-0604,Freight Account 604,Asia Pacific,Startup,ORD-08104,2026-08-05,4494.07,WH-NEWYORK
CUST-JOIN-0605,Freight Account 605,Europe,SMB,ORD-00605,2026-08-26,5360.05,WH-NEWYORK
CUST-JOIN-0605,Freight Account 605,Europe,SMB,ORD-08105,2026-08-05,6296.92,WH-CHICAGO
CUST-JOIN-0606,Freight Account 606,Asia Pacific,SMB,ORD-00606,2026-08-26,7556.32,WH-MIAMI
CUST-JOIN-0606,Freight Account 606,Asia Pacific,SMB,ORD-08106,2026-08-05,431.53,WH-NEWYORK
CUST-JOIN-0607,Freight Account 607,North America,Startup,ORD-00607,2026-08-26,6219.01,WH-NEWYORK
CUST-JOIN-0607,Freight Account 607,North America,Startup,ORD-08107,2026-08-05,2605.68,WH-CHICAGO
CUST-JOIN-0608,Freight Account 608,Asia Pacific,Enterprise,ORD-00608,2026-08-26,4998.35,WH-DETROIT
CUST-JOIN-0608,Freight Account 608,Asia Pacific,Enterprise,ORD-08108,2026-08-05,6631.83,WH-DETROIT
CUST-JOIN-0609,Freight Account 609,North America,SMB,ORD-00609,2026-08-26,7686.15,WH-CHICAGO
CUST-JOIN-0609,Freight Account 609,North America,SMB,ORD-08109,2026-08-05,6806.58,WH-NEWYORK
CUST-JOIN-0610,Freight Account 610,North America,Enterprise,ORD-00610,2026-08-26,4154.84,WH-MIAMI
CUST-JOIN-0610,Freight Account 610,North America,Enterprise,ORD-08110,2026-08-05,2348.99,WH-MIAMI
CUST-JOIN-0611,Freight Account 611,Asia Pacific,Startup,ORD-00611,2026-08-26,4216.95,WH-MIAMI
CUST-JOIN-0611,Freight Account 611,Asia Pacific,Startup,ORD-08111,2026-08-05,4249.92,WH-MIAMI
CUST-JOIN-0612,Freight Account 612,Europe,SMB,ORD-00612,2026-08-26,6152.92,WH-DETROIT
CUST-JOIN-0612,Freight Account 612,Europe,SMB,ORD-08112,2026-08-05,1479.93,WH-MIAMI
CUST-JOIN-0613,Freight Account 613,North America,Startup,ORD-00613,2026-08-26,6665.29,WH-DETROIT
CUST-JOIN-0613,Freight Account 613,North America,Startup,ORD-08113,2026-08-05,3245.56,WH-CHICAGO
CUST-JOIN-0614,Freight Account 614,Europe,SMB,ORD-00614,2026-08-26,1509.08,WH-NEWYORK
CUST-JOIN-0614,Freight Account 614,Europe,SMB,ORD-08114,2026-08-05,3858.91,WH-CHICAGO
CUST-JOIN-0615,Freight Account 615,Europe,Startup,ORD-00615,2026-08-26,7886.04,WH-MIAMI
CUST-JOIN-0615,Freight Account 615,Europe,Startup,ORD-08115,2026-08-05,3459.35,WH-DETROIT
CUST-JOIN-0616,Freight Account 616,North America,SMB,ORD-00616,2026-08-26,6493.21,WH-DETROIT
CUST-JOIN-0616,Freight Account 616,North America,SMB,ORD-08116,2026-08-05,1035.71,WH-DETROIT
CUST-JOIN-0617,Freight Account 617,North America,Startup,ORD-00617,2026-08-26,4201.29,WH-CHICAGO
CUST-JOIN-0617,Freight Account 617,North America,Startup,ORD-08117,2026-08-05,901.32,WH-NEWYORK
CUST-JOIN-0618,Freight Account 618,Asia Pacific,Startup,ORD-00618,2026-08-26,6678.54,WH-DETROIT
CUST-JOIN-0618,Freight Account 618,Asia Pacific,Startup,ORD-08118,2026-08-05,6134.32,WH-NEWYORK
CUST-JOIN-0619,Freight Account 619,North America,Startup,ORD-00619,2026-08-26,2157.27,WH-MIAMI
CUST-JOIN-0619,Freight Account 619,North America,Startup,ORD-08119,2026-08-05,3981.55,WH-MIAMI
CUST-JOIN-0620,Freight Account 620,Asia Pacific,SMB,ORD-00620,2026-08-26,3177.67,WH-DETROIT
CUST-JOIN-0620,Freight Account 620,Asia Pacific,SMB,ORD-08120,2026-08-05,4410.82,WH-NEWYORK
CUST-JOIN-0621,Freight Account 621,North America,Startup,ORD-00621,2026-08-26,2448.13,WH-DETROIT
CUST-JOIN-0621,Freight Account 621,North America,Startup,ORD-08121,2026-08-06,1976.93,WH-DETROIT
CUST-JOIN-0622,Freight Account 622,North America,Enterprise,ORD-00622,2026-08-26,723.56,WH-CHICAGO
CUST-JOIN-0622,Freight Account 622,North America,Enterprise,ORD-08122,2026-08-06,3118.18,WH-DETROIT
CUST-JOIN-0623,Freight Account 623,North America,Enterprise,ORD-00623,2026-08-26,6221.66,WH-MIAMI
CUST-JOIN-0623,Freight Account 623,North America,Enterprise,ORD-08123,2026-08-06,6328.06,WH-CHICAGO
CUST-JOIN-0624,Freight Account 624,Europe,SMB,ORD-00624,2026-08-26,3521.32,WH-DETROIT
CUST-JOIN-0624,Freight Account 624,Europe,SMB,ORD-08124,2026-08-06,7769.9,WH-DETROIT
CUST-JOIN-0625,Freight Account 625,Asia Pacific,SMB,ORD-00625,2026-08-27,2867.76,WH-CHICAGO
CUST-JOIN-0625,Freight Account 625,Asia Pacific,SMB,ORD-08125,2026-08-06,7328.28,WH-NEWYORK
CUST-JOIN-0626,Freight Account 626,North America,Startup,ORD-00626,2026-08-27,6054.41,WH-DETROIT
CUST-JOIN-0626,Freight Account 626,North America,Startup,ORD-08126,2026-08-06,3007.36,WH-NEWYORK
CUST-JOIN-0627,Freight Account 627,North America,Startup,ORD-00627,2026-08-27,4577.74,WH-CHICAGO
CUST-JOIN-0627,Freight Account 627,North America,Startup,ORD-08127,2026-08-06,6664.71,WH-NEWYORK
CUST-JOIN-0628,Freight Account 628,North America,SMB,ORD-00628,2026-08-27,1642.37,WH-DETROIT
CUST-JOIN-0628,Freight Account 628,North America,SMB,ORD-08128,2026-08-06,3074.95,WH-DETROIT
CUST-JOIN-0629,Freight Account 629,Europe,SMB,ORD-00629,2026-08-27,5428.67,WH-MIAMI
CUST-JOIN-0629,Freight Account 629,Europe,SMB,ORD-08129,2026-08-06,4184.71,WH-CHICAGO
CUST-JOIN-0630,Freight Account 630,Asia Pacific,SMB,ORD-00630,2026-08-27,5867.14,WH-MIAMI
CUST-JOIN-0630,Freight Account 630,Asia Pacific,SMB,ORD-08130,2026-08-06,493.22,WH-DETROIT
CUST-JOIN-0631,Freight Account 631,Europe,Startup,ORD-00631,2026-08-27,2640.76,WH-NEWYORK
CUST-JOIN-0631,Freight Account 631,Europe,Startup,ORD-08131,2026-08-06,5690.43,WH-DETROIT
CUST-JOIN-0632,Freight Account 632,North America,Startup,ORD-00632,2026-08-27,6978.19,WH-NEWYORK
CUST-JOIN-0632,Freight Account 632,North America,Startup,ORD-08132,2026-08-06,1345.4,WH-DETROIT
CUST-JOIN-0633,Freight Account 633,North America,Startup,ORD-00633,2026-08-27,4568.17,WH-NEWYORK
CUST-JOIN-0633,Freight Account 633,North America,Startup,ORD-08133,2026-08-06,7992.4,WH-MIAMI
CUST-JOIN-0634,Freight Account 634,North America,Startup,ORD-00634,2026-08-27,338.02,WH-MIAMI
CUST-JOIN-0634,Freight Account 634,North America,Startup,ORD-08134,2026-08-06,3750.26,WH-MIAMI
CUST-JOIN-0635,Freight Account 635,North America,Startup,ORD-00635,2026-08-27,5630.22,WH-DETROIT
CUST-JOIN-0635,Freight Account 635,North America,Startup,ORD-08135,2026-08-06,5523.92,WH-MIAMI
