customer_id,customer_name,region,segment
CUST-JOIN-7967,Freight Account 7967,Europe,Startup
CUST-JOIN-7968,Freight Account 7968,Asia Pacific,Startup
CUST-JOIN-7969,Freight Account 7969,North America,Startup
CUST-JOIN-7970,Freight Account 7970,Europe,Enterprise
CUST-JOIN-7971,Freight Account 7971,North America,Enterprise
CUST-JOIN-7972,Freight Account 7972,North America,SMB
CUST-JOIN-7973,Freight Account 7973,North America,Startup
CUST-JOIN-7974,Freight Account 7974,Asia Pacific,SMB
CUST-JOIN-7975,Freight Account 7975,North America,Startup
CUST-JOIN-7976,Freight Account 7976,Asia Pacific,Startup
CUST-JOIN-7977,Freight Account 7977,Asia Pacific,SMB
CUST-JOIN-7978,Freight Account 7978,Europe,Startup
CUST-JOIN-7979,Freight Account 7979,Asia Pacific,SMB
CUST-JOIN-7980,Freight Account 7980,North America,SMB
CUST-JOIN-7981,Freight Account 7981,Europe,SMB
CUST-JOIN-7982,Freight Account 7982,Asia Pacific,Startup
CUST-JOIN-7983,Freight Account 7983,Asia Pacific,Startup
CUST-JOIN-7984,Freight Account 7984,North America,SMB
CUST-JOIN-7985,Freight Account 7985,North America,Startup
CUST-JOIN-7986,Freight Account 7986,Europe,SMB
CUST-JOIN-7987,Freight Account 7987,North America,Startup
CUST-JOIN-7988,Freight Account 7988,Asia Pacific,SMB
CUST-JOIN-7989,Freight Account 7989,North America,SMB
CUST-JOIN-7990,Freight Account 7990,Europe,Enterprise
CUST-JOIN-7991,Freight Account 7991,Asia Pacific,Startup
CUST-JOIN-7992,Freight Account 7992,North America,SMB
CUST-JOIN-7993,Freight Account 7993,Asia Pacific,Startup
CUST-JOIN-7994,Freight Account 7994,Europe,Startup
CUST-JOIN-7995,Freight Account 7995,Asia Pacific,SMB
CUST-JOIN-7996,Freight Account 7996,North America,Startup
CUST-JOIN-7997,Freight Account 7997,Europe,SMB
CUST-JOIN-7998,Freight Account 7998,Europe,SMB
CUST-JOIN-7999,Freight Account 7999,North America,SMB
CUST-JOIN-8000,Freight Account 8000,North America,Startup
